scenario,dest,year,sex,pop
recovery-in-europe,HUN,2015,m,4677492
recovery-in-europe,HUN,2020,f,5015701
recovery-in-europe,HUN,2020,m,4574871
recovery-in-europe,HUN,2025,f,4871280
recovery-in-europe,HUN,2025,m,4455353
recovery-in-europe,HUN,2030,f,4728617
recovery-in-europe,HUN,2030,m,4336322
recovery-in-europe,HUN,2035,f,4583995
recovery-in-europe,HUN,2035,m,4215342
recovery-in-europe,HUN,2040,f,4439703
recovery-in-europe,HUN,2040,m,4095768
recovery-in-europe,HUN,2045,f,4299441
recovery-in-europe,HUN,2045,m,3980836
recovery-in-europe,HUN,2050,f,4168345
recovery-in-europe,HUN,2050,m,3873085
recovery-in-europe,IRL,2015,f,2270679
recovery-in-europe,IRL,2015,m,2220383
recovery-in-europe,IRL,2020,f,2424224
recovery-in-europe,IRL,2020,m,2370507
recovery-in-europe,IRL,2025,f,2572674
recovery-in-europe,IRL,2025,m,2515436
recovery-in-europe,IRL,2030,f,2730593
recovery-in-europe,IRL,2030,m,2668613
recovery-in-europe,IRL,2035,f,2898469
recovery-in-europe,IRL,2035,m,2832556
recovery-in-europe,IRL,2040,f,3087659
recovery-in-europe,IRL,2040,m,3019785
recovery-in-europe,IRL,2045,f,3308471
recovery-in-europe,IRL,2045,m,3241494
recovery-in-europe,IRL,2050,f,3573312
recovery-in-europe,IRL,2050,m,3510009
recovery-in-europe,ITA,2015,f,31142823
recovery-in-europe,ITA,2015,m,29347293
recovery-in-europe,ITA,2020,f,30947738
recovery-in-europe,ITA,2020,m,29381361
recovery-in-europe,ITA,2025,f,30677448
recovery-in-europe,ITA,2025,m,29245077
recovery-in-europe,ITA,2030,f,30414836
recovery-in-europe,ITA,2030,m,29051808
recovery-in-europe,ITA,2035,f,30165176
recovery-in-europe,ITA,2035,m,28870941
recovery-in-europe,ITA,2040,f,29975983
recovery-in-europe,ITA,2040,m,28760286
recovery-in-europe,ITA,2045,f,29850128
recovery-in-europe,ITA,2045,m,28737163
recovery-in-europe,ITA,2050,f,29787303
recovery-in-europe,ITA,2050,m,28807804
recovery-in-europe,LTU,2015,f,1572907
recovery-in-europe,LTU,2015,m,1343858
recovery-in-europe,LTU,2020,f,1544011
recovery-in-europe,LTU,2020,m,1317110
recovery-in-europe,LTU,2025,f,1512009
recovery-in-europe,LTU,2025,m,1294325
recovery-in-europe,LTU,2030,f,1481687
recovery-in-europe,LTU,2030,m,1275952
recovery-in-europe,LTU,2035,f,1453913
recovery-in-europe,LTU,2035,m,1259833
recovery-in-europe,LTU,2040,f,1430936
recovery-in-europe,LTU,2040,m,1248352
recovery-in-europe,LTU,2045,f,1414214
recovery-in-europe,LTU,2045,m,1244407
recovery-in-europe,LTU,2050,f,1402753
recovery-in-europe,LTU,2050,m,1247452
recovery-in-europe,LUX,2015,f,252484
recovery-in-europe,LUX,2015,m,256132
recovery-in-europe,LUX,2020,f,285268
recovery-in-europe,LUX,2020,m,291295
recovery-in-europe,LUX,2025,f,313412
recovery-in-europe,LUX,2025,m,320402
recovery-in-europe,LUX,2030,f,345420
recovery-in-europe,LUX,2030,m,352850
recovery-in-europe,LUX,2035,f,382563
recovery-in-europe,LUX,2035,m,390068
recovery-in-europe,LUX,2040,f,426684
recovery-in-europe,LUX,2040,m,434553
recovery-in-europe,LUX,2045,f,480835
recovery-in-europe,LUX,2045,m,489790
recovery-in-europe,LUX,2050,f,548215
recovery-in-europe,LUX,2050,m,559720
recovery-in-europe,LVA,2015,f,1070965
recovery-in-europe,LVA,2015,m,907266
recovery-in-europe,LVA,2020,f,1049394
recovery-in-europe,LVA,2020,m,895238
recovery-in-europe,LVA,2025,f,1023976
recovery-in-europe,LVA,2025,m,884200
recovery-in-europe,LVA,2030,f,1003354
recovery-in-europe,LVA,2030,m,877236
recovery-in-europe,LVA,2035,f,988462
recovery-in-europe,LVA,2035,m,875134
recovery-in-europe,LVA,2040,f,979130
recovery-in-europe,LVA,2040,m,878817
recovery-in-europe,LVA,2045,f,974806
recovery-in-europe,LVA,2045,m,888814
recovery-in-europe,LVA,2050,f,973462
recovery-in-europe,LVA,2050,m,904460
recovery-in-europe,MLT,2015,f,217567
recovery-in-europe,MLT,2015,m,217845
recovery-in-europe,MLT,2020,f,232297
recovery-in-europe,MLT,2020,m,232828
recovery-in-europe,MLT,2025,f,243928
recovery-in-europe,MLT,2025,m,245087
recovery-in-europe,MLT,2030,f,256087
recovery-in-europe,MLT,2030,m,259536
recovery-in-europe,MLT,2035,f,269648
recovery-in-europe,MLT,2035,m,277247
recovery-in-europe,MLT,2040,f,285153
recovery-in-europe,MLT,2040,m,299189
recovery-in-europe,MLT,2045,f,304342
recovery-in-europe,MLT,2045,m,327615
recovery-in-europe,MLT,2050,f,328539
recovery-in-europe,MLT,2050,m,364466
recovery-in-europe,NLD,2015,f,8314019
recovery-in-europe,NLD,2015,m,8167538
recovery-in-europe,NLD,2020,f,8477249
recovery-in-europe,NLD,2020,m,8365301
recovery-in-europe,NLD,2025,f,8621282
recovery-in-europe,NLD,2025,m,8592706
recovery-in-europe,NLD,2030,f,8804562
recovery-in-europe,NLD,2030,m,8820159
recovery-in-europe,NLD,2035,f,9004861
recovery-in-europe,NLD,2035,m,9034588
recovery-in-europe,NLD,2040,f,9223079
recovery-in-europe,NLD,2040,m,9248482
recovery-in-europe,NLD,2045,f,9472829
recovery-in-europe,NLD,2045,m,9484478
recovery-in-europe,NLD,2050,f,9780999
recovery-in-europe,NLD,2050,m,9780294
recovery-in-europe,POL,2015,f,19120105
recovery-in-europe,POL,2015,m,17903945
recovery-in-europe,POL,2020,f,18923040
recovery-in-europe,POL,2020,m,17674895
recovery-in-europe,POL,2025,f,18673165
recovery-in-europe,POL,2025,m,17370807
recovery-in-europe,POL,2030,f,18352467
recovery-in-europe,POL,2030,m,16993665
recovery-in-europe,POL,2035,f,17973334
recovery-in-europe,POL,2035,m,16575263
recovery-in-europe,POL,2040,f,17542163
recovery-in-europe,POL,2040,m,16138482
recovery-in-europe,POL,2045,f,17064120
recovery-in-europe,POL,2045,m,15691444
recovery-in-europe,POL,2050,f,16555553
recovery-in-europe,POL,2050,m,15234735
recovery-in-europe,PRT,2015,f,5436353
recovery-in-europe,PRT,2015,m,4897669
recovery-in-europe,PRT,2020,f,5367588
recovery-in-europe,PRT,2020,m,4840156
recovery-in-europe,PRT,2025,f,5294080
recovery-in-europe,PRT,2025,m,4770731
recovery-in-europe,PRT,2030,f,5236464
recovery-in-europe,PRT,2030,m,4718169
recovery-in-europe,PRT,2035,f,5202129
recovery-in-europe,PRT,2035,m,4689933
recovery-in-europe,PRT,2040,f,5191283
recovery-in-europe,PRT,2040,m,4688316
recovery-in-europe,PRT,2045,f,5206713
recovery-in-europe,PRT,2045,m,4719668
recovery-in-europe,PRT,2050,f,5259693
recovery-in-europe,PRT,2050,m,4797776
recovery-in-europe,ROU,2015,f,10153186
recovery-in-europe,ROU,2015,m,9689349
recovery-in-europe,ROU,2020,f,9867476
recovery-in-europe,ROU,2020,m,9382211
recovery-in-europe,ROU,2025,f,9595011
recovery-in-europe,ROU,2025,m,9059002
recovery-in-europe,ROU,2030,f,9333133
recovery-in-europe,ROU,2030,m,8767876
recovery-in-europe,ROU,2035,f,9087276
recovery-in-europe,ROU,2035,m,8499751
recovery-in-europe,ROU,2040,f,8843785
recovery-in-europe,ROU,2040,m,8244084
recovery-in-europe,ROU,2045,f,8594638
recovery-in-europe,ROU,2045,m,7992086
recovery-in-europe,ROU,2050,f,8339660
recovery-in-europe,ROU,2050,m,7736739
recovery-in-europe,SVK,2015,f,2719137
recovery-in-europe,SVK,2015,m,2581466
recovery-in-europe,SVK,2020,f,2732421
recovery-in-europe,SVK,2020,m,2592236
recovery-in-europe,SVK,2025,f,2725174
recovery-in-europe,SVK,2025,m,2583596
recovery-in-europe,SVK,2030,f,2703906
recovery-in-europe,SVK,2030,m,2559317
recovery-in-europe,SVK,2035,f,2672735
recovery-in-europe,SVK,2035,m,2524940
recovery-in-europe,SVK,2040,f,2636213
recovery-in-europe,SVK,2040,m,2487278
recovery-in-europe,SVK,2045,f,2598026
recovery-in-europe,SVK,2045,m,2450960
recovery-in-europe,SVK,2050,f,2559300
recovery-in-europe,SVK,2050,m,2417347
recovery-in-europe,SVN,2015,f,1033185
recovery-in-europe,SVN,2015,m,1008864
recovery-in-europe,SVN,2020,f,1049954
recovery-in-europe,SVN,2020,m,1030631
recovery-in-europe,SVN,2025,f,1054632
recovery-in-europe,SVN,2025,m,1036961
recovery-in-europe,SVN,2030,f,1056184
recovery-in-europe,SVN,2030,m,1038615
recovery-in-europe,SVN,2035,f,1057938
recovery-in-europe,SVN,2035,m,1039266
recovery-in-europe,SVN,2040,f,1062522
recovery-in-europe,SVN,2040,m,1042956
recovery-in-europe,SVN,2045,f,1071365
recovery-in-europe,SVN,2045,m,1052522
recovery-in-europe,SVN,2050,f,1084026
recovery-in-europe,SVN,2050,m,1068935
recovery-in-europe,SWE,2015,f,4693350
recovery-in-europe,SWE,2015,m,4675331
recovery-in-europe,SWE,2020,f,4838993
recovery-in-europe,SWE,2020,m,4846020
recovery-in-europe,SWE,2025,f,5003049
recovery-in-europe,SWE,2025,m,5015024
recovery-in-europe,SWE,2030,f,5184617
recovery-in-europe,SWE,2030,m,5194011
recovery-in-europe,SWE,2035,f,5393026
recovery-in-europe,SWE,2035,m,5398831
recovery-in-europe,SWE,2040,f,5654661
recovery-in-europe,SWE,2040,m,5661882
recovery-in-europe,SWE,2045,f,5989450
recovery-in-europe,SWE,2045,m,6005215
recovery-in-europe,SWE,2050,f,6412128
recovery-in-europe,SWE,2050,m,6440947
rise-of-the-east,AUT,2020,f,4391971
rise-of-the-east,AUT,2020,m,4235686
rise-of-the-east,AUT,2025,f,4428794
rise-of-the-east,AUT,2025,m,4289722
rise-of-the-east,AUT,2030,f,4453900
rise-of-the-east,AUT,2030,m,4324515
rise-of-the-east,AUT,2035,f,4466808
rise-of-the-east,AUT,2035,m,4346262
rise-of-the-east,AUT,2040,f,4473087
rise-of-the-east,AUT,2040,m,4363098
rise-of-the-east,AUT,2045,f,4478120
rise-of-the-east,AUT,2045,m,4379594
rise-of-the-east,AUT,2050,f,4477052
rise-of-the-east,AUT,2050,m,4391376
rise-of-the-east,BEL,2020,f,5581725
rise-of-the-east,BEL,2020,m,5474723
rise-of-the-east,BEL,2025,f,5717348
rise-of-the-east,BEL,2025,m,5681442
rise-of-the-east,BEL,2030,f,5869554
rise-of-the-east,BEL,2030,m,5886064
rise-of-the-east,BEL,2035,f,6047464
rise-of-the-east,BEL,2035,m,6102387
rise-of-the-east,BEL,2040,f,6249160
rise-of-the-east,BEL,2040,m,6330714
rise-of-the-east,BEL,2045,f,6468398
rise-of-the-east,BEL,2045,m,6569572
rise-of-the-east,BEL,2050,f,6693819
rise-of-the-east,BEL,2050,m,6810062
rise-of-the-east,BGR,2020,f,3522933
rise-of-the-east,BGR,2020,m,3333200
rise-of-the-east,BGR,2025,f,3349969
rise-of-the-east,BGR,2025,m,3166472
rise-of-the-east,BGR,2030,f,3186176
rise-of-the-east,BGR,2030,m,3009980
rise-of-the-east,BGR,2035,f,3035609
rise-of-the-east,BGR,2035,m,2868763
rise-of-the-east,BGR,2040,f,2897458
rise-of-the-east,BGR,2040,m,2741428
rise-of-the-east,BGR,2045,f,2772011
rise-of-the-east,BGR,2045,m,2626464
rise-of-the-east,BGR,2050,f,2656877
rise-of-the-east,BGR,2050,m,2519511
rise-of-the-east,CYP,2020,f,453910
rise-of-the-east,CYP,2020,m,428041
rise-of-the-east,CYP,2025,f,474029
rise-of-the-east,CYP,2025,m,447948
rise-of-the-east,CYP,2030,f,493289
rise-of-the-east,CYP,2030,m,467404
rise-of-the-east,CYP,2035,f,512066
rise-of-the-east,CYP,2035,m,487326
rise-of-the-east,CYP,2040,f,529524
rise-of-the-east,CYP,2040,m,507020
rise-of-the-east,CYP,2045,f,546418
rise-of-the-east,CYP,2045,m,527033
rise-of-the-east,CYP,2050,f,561960
rise-of-the-east,CYP,2050,m,546719
rise-of-the-east,CZE,2020,f,5232357
rise-of-the-east,CZE,2020,m,5034796
rise-of-the-east,CZE,2025,f,5204602
rise-of-the-east,CZE,2025,m,4995808
rise-of-the-east,CZE,2030,f,5151605
rise-of-the-east,CZE,2030,m,4934742
rise-of-the-east,CZE,2035,f,5078858
rise-of-the-east,CZE,2035,m,4861738
rise-of-the-east,CZE,2040,f,5002313
rise-of-the-east,CZE,2040,m,4793543
rise-of-the-east,CZE,2045,f,4928729
rise-of-the-east,CZE,2045,m,4734585
rise-of-the-east,CZE,2050,f,4854436
rise-of-the-east,CZE,2050,m,4674343
rise-of-the-east,DEU,2020,f,39784962
rise-of-the-east,DEU,2020,m,38408007
rise-of-the-east,DEU,2025,f,39545816
rise-of-the-east,DEU,2025,m,38199557
rise-of-the-east,DEU,2030,f,39256944
rise-of-the-east,DEU,2030,m,37914215
rise-of-the-east,DEU,2035,f,38921286
rise-of-the-east,DEU,2035,m,37581697
rise-of-the-east,DEU,2040,f,38519540
rise-of-the-east,DEU,2040,m,37196270
rise-of-the-east,DEU,2045,f,38080971
rise-of-the-east,DEU,2045,m,36757901
rise-of-the-east,DEU,2050,f,37553318
rise-of-the-east,DEU,2050,m,36232866
rise-of-the-east,DNK,2020,f,2785916
rise-of-the-east,DNK,2020,m,2755067
rise-of-the-east,DNK,2025,f,2848830
rise-of-the-east,DNK,2025,m,2811788
rise-of-the-east,DNK,2030,f,2921717
rise-of-the-east,DNK,2030,m,2878133
rise-of-the-east,DNK,2035,f,3000499
rise-of-the-east,DNK,2035,m,2950787
rise-of-the-east,DNK,2040,f,3080133
rise-of-the-east,DNK,2040,m,3026882
rise-of-the-east,DNK,2045,f,3161934
rise-of-the-east,DNK,2045,m,3107840
rise-of-the-east,DNK,2050,f,3249771
rise-of-the-east,DNK,2050,m,3195982
rise-of-the-east,ESP,2020,f,23545932
rise-of-the-east,ESP,2020,m,22807647
rise-of-the-east,ESP,2025,f,23635402
rise-of-the-east,ESP,2025,m,22974768
rise-of-the-east,ESP,2030,f,23693634
rise-of-the-east,ESP,2030,m,23093315
rise-of-the-east,ESP,2035,f,23749814
rise-of-the-east,ESP,2035,m,23193525
rise-of-the-east,ESP,2040,f,23754727
rise-of-the-east,ESP,2040,m,23232336
rise-of-the-east,ESP,2045,f,23674968
rise-of-the-east,ESP,2045,m,23186652
rise-of-the-east,ESP,2050,f,23461934
rise-of-the-east,ESP,2050,m,23007925
rise-of-the-east,EST,2020,f,698956
rise-of-the-east,EST,2020,m,617334
rise-of-the-east,EST,2025,f,697691
rise-of-the-east,EST,2025,m,624940
rise-of-the-east,EST,2030,f,698469
rise-of-the-east,EST,2030,m,634334
rise-of-the-east,EST,2035,f,701807
rise-of-the-east,EST,2035,m,645775
rise-of-the-east,EST,2040,f,706551
rise-of-the-east,EST,2040,m,658619
rise-of-the-east,EST,2045,f,712827
rise-of-the-east,EST,2045,m,673352
rise-of-the-east,EST,2050,f,719223
rise-of-the-east,EST,2050,m,688655
rise-of-the-east,FIN,2020,f,2775167
rise-of-the-east,FIN,2020,m,2703371
rise-of-the-east,FIN,2025,f,2803318
rise-of-the-east,FIN,2025,m,2729647
rise-of-the-east,FIN,2030,f,2830944
rise-of-the-east,FIN,2030,m,2754497
rise-of-the-east,FIN,2035,f,2854480
rise-of-the-east,FIN,2035,m,2777705
rise-of-the-east,FIN,2040,f,2874540
rise-of-the-east,FIN,2040,m,2803021
rise-of-the-east,FIN,2045,f,2895987
rise-of-the-east,FIN,2045,m,2836531
rise-of-the-east,FIN,2050,f,2925842
rise-of-the-east,FIN,2050,m,2882314
rise-of-the-east,FRA,2020,f,35096226
rise-of-the-east,FRA,2020,m,33009394
rise-of-the-east,FRA,2025,f,36076525
rise-of-the-east,FRA,2025,m,33965701
rise-of-the-east,FRA,2030,f,37204040
rise-of-the-east,FRA,2030,m,35058597
rise-of-the-east,FRA,2035,f,38475298
rise-of-the-east,FRA,2035,m,36276507
rise-of-the-east,FRA,2040,f,39778629
rise-of-the-east,FRA,2040,m,37521276
rise-of-the-east,FRA,2045,f,41039536
rise-of-the-east,FRA,2045,m,38760793
rise-of-the-east,FRA,2050,f,42246215
rise-of-the-east,FRA,2050,m,40000393
rise-of-the-east,GBR,2020,f,33627855
rise-of-the-east,GBR,2020,m,32749861
rise-of-the-east,GBR,2025,f,34569999
rise-of-the-east,GBR,2025,m,33732919
rise-of-the-east,GBR,2030,f,35584937
rise-of-the-east,GBR,2030,m,34714194
rise-of-the-east,GBR,2035,f,36717089
rise-of-the-east,GBR,2035,m,35789800
rise-of-the-east,GBR,2040,f,37979819
rise-of-the-east,GBR,2040,m,37002283
rise-of-the-east,GBR,2045,f,39391601
rise-of-the-east,GBR,2045,m,38386499
rise-of-the-east,GBR,2050,f,40903630
rise-of-the-east,GBR,2050,m,39893678
rise-of-the-east,GRC,2020,f,5500718
rise-of-the-east,GRC,2020,m,5182707
rise-of-the-east,GRC,2025,f,5416982
rise-of-the-east,GRC,2025,m,5093515
rise-of-the-east,GRC,2030,f,5323157
rise-of-the-east,GRC,2030,m,5003066
rise-of-the-east,GRC,2035,f,5228903
rise-of-the-east,GRC,2035,m,4916987
rise-of-the-east,GRC,2040,f,5137923
rise-of-the-east,GRC,2040,m,4835887
rise-of-the-east,GRC,2045,f,5046681
rise-of-the-east,GRC,2045,m,4756497
rise-of-the-east,GRC,2050,f,4950037
rise-of-the-east,GRC,2050,m,4674402
rise-of-the-east,HRV,2020,f,2115924
rise-of-the-east,HRV,2020,m,1970264
rise-of-the-east,HRV,2025,f,2051546
rise-of-the-east,HRV,2025,m,1918217
rise-of-the-east,HRV,2030,f,1992219
rise-of-the-east,HRV,2030,m,1867615
rise-of-the-east,HRV,2035,f,1936207
rise-of-the-east,HRV,2035,m,1817861
rise-of-the-east,HRV,2040,f,1878728
rise-of-the-east,HRV,2040,m,1766382
rise-of-the-east,HRV,2045,f,1820681
rise-of-the-east,HRV,2045,m,1716245
rise-of-the-east,HRV,2050,f,1763161
rise-of-the-east,HRV,2050,m,1668761
rise-of-the-east,HUN,2020,f,5015701
rise-of-the-east,HUN,2020,m,4574871
rise-of-the-east,HUN,2025,f,4871280
rise-of-the-east,HUN,2025,m,4455353
rise-of-the-east,HUN,2030,f,4728622
rise-of-the-east,HUN,2030,m,4336329
rise-of-the-east,HUN,2035,f,4583452
rise-of-the-east,HUN,2035,m,4214681
rise-of-the-east,HUN,2040,f,4435267
rise-of-the-east,HUN,2040,m,4090302
rise-of-the-east,HUN,2045,f,4287247
rise-of-the-east,HUN,2045,m,3965299
rise-of-the-east,HUN,2050,f,4143374
rise-of-the-east,HUN,2050,m,3840846
rise-of-the-east,IRL,2020,f,2424224
rise-of-the-east,IRL,2020,m,2370507
rise-of-the-east,IRL,2025,f,2572674
rise-of-the-east,IRL,2025,m,2515436
rise-of-the-east,IRL,2030,f,2730594
rise-of-the-east,IRL,2030,m,2668618
rise-of-the-east,IRL,2035,f,2897263
rise-of-the-east,IRL,2035,m,2831474
rise-of-the-east,IRL,2040,f,3073900
rise-of-the-east,IRL,2040,m,3006528
rise-of-the-east,IRL,2045,f,3260955
rise-of-the-east,IRL,2045,m,3195070
rise-of-the-east,IRL,2050,f,3456359
rise-of-the-east,IRL,2050,m,3394671
rise-of-the-east,ITA,2020,f,30947738
rise-of-the-east,ITA,2020,m,29381361
rise-of-the-east,ITA,2025,f,30677448
rise-of-the-east,ITA,2025,m,29245077
rise-of-the-east,ITA,2030,f,30414802
rise-of-the-east,ITA,2030,m,29051693
rise-of-the-east,ITA,2035,f,30150305
rise-of-the-east,ITA,2035,m,28855108
rise-of-the-east,ITA,2040,f,29853081
rise-of-the-east,ITA,2040,m,28627442
rise-of-the-east,ITA,2045,f,29502457
rise-of-the-east,ITA,2045,m,28351813
rise-of-the-east,ITA,2050,f,29074337
rise-of-the-east,ITA,2050,m,27996543
rise-of-the-east,LTU,2020,f,1544011
rise-of-the-east,LTU,2020,m,1317110
rise-of-the-east,LTU,2025,f,1512009
rise-of-the-east,LTU,2025,m,1294325
rise-of-the-east,LTU,2030,f,1481689
rise-of-the-east,LTU,2030,m,1275950
rise-of-the-east,LTU,2035,f,1453546
rise-of-the-east,LTU,2035,m,1259417
rise-of-the-east,LTU,2040,f,1427921
rise-of-the-east,LTU,2040,m,1244770
rise-of-the-east,LTU,2045,f,1406085
rise-of-the-east,LTU,2045,m,1234510
rise-of-the-east,LTU,2050,f,1386353
rise-of-the-east,LTU,2050,m,1227001
rise-of-the-east,LUX,2020,f,285268
rise-of-the-east,LUX,2020,m,291295
rise-of-the-east,LUX,2025,f,313412
rise-of-the-east,LUX,2025,m,320402
rise-of-the-east,LUX,2030,f,345419
rise-of-the-east,LUX,2030,m,352843
rise-of-the-east,LUX,2035,f,382100
rise-of-the-east,LUX,2035,m,389659
rise-of-the-east,LUX,2040,f,422728
rise-of-the-east,LUX,2040,m,430759
rise-of-the-east,LUX,2045,f,467239
rise-of-the-east,LUX,2045,m,476319
rise-of-the-east,LUX,2050,f,514539
rise-of-the-east,LUX,2050,m,525335
rise-of-the-east,LVA,2020,f,1049394
rise-of-the-east,LVA,2020,m,895238
rise-of-the-east,LVA,2025,f,1023976
rise-of-the-east,LVA,2025,m,884200
rise-of-the-east,LVA,2030,f,1003354
rise-of-the-east,LVA,2030,m,877235
rise-of-the-east,LVA,2035,f,987658
rise-of-the-east,LVA,2035,m,874347
rise-of-the-east,LVA,2040,f,973098
rise-of-the-east,LVA,2040,m,872459
rise-of-the-east,LVA,2045,f,959348
rise-of-the-east,LVA,2045,m,871467
rise-of-the-east,LVA,2050,f,944422
rise-of-the-east,LVA,2050,m,869710
rise-of-the-east,MLT,2020,f,232297
rise-of-the-east,MLT,2020,m,232828
rise-of-the-east,MLT,2025,f,243928
rise-of-the-east,MLT,2025,m,245087
rise-of-the-east,MLT,2030,f,256090
rise-of-the-east,MLT,2030,m,259546
rise-of-the-east,MLT,2035,f,269701
rise-of-the-east,MLT,2035,m,277305
rise-of-the-east,MLT,2040,f,285038
rise-of-the-east,MLT,2040,m,298949
rise-of-the-east,MLT,2045,f,303027
rise-of-the-east,MLT,2045,m,325259
rise-of-the-east,MLT,2050,f,323787
rise-of-the-east,MLT,2050,m,356324
rise-of-the-east,NLD,2020,f,8477249
rise-of-the-east,NLD,2020,m,8365301
rise-of-the-east,NLD,2025,f,8621282
rise-of-the-east,NLD,2025,m,8592706
rise-of-the-east,NLD,2030,f,8804738
rise-of-the-east,NLD,2030,m,8820332
rise-of-the-east,NLD,2035,f,9001129
rise-of-the-east,NLD,2035,m,9031169
rise-of-the-east,NLD,2040,f,9187118
rise-of-the-east,NLD,2040,m,9214487
rise-of-the-east,NLD,2045,f,9364105
rise-of-the-east,NLD,2045,m,9379236
rise-of-the-east,NLD,2050,f,9541782
rise-of-the-east,NLD,2050,m,9543945
rise-of-the-east,POL,2020,f,18923040
rise-of-the-east,POL,2020,m,17674895
rise-of-the-east,POL,2025,f,18673165
rise-of-the-east,POL,2025,m,17370807
rise-of-the-east,POL,2030,f,18352469
rise-of-the-east,POL,2030,m,16993661
rise-of-the-east,POL,2035,f,17972255
rise-of-the-east,POL,2035,m,16574189
rise-of-the-east,POL,2040,f,17529308
rise-of-the-east,POL,2040,m,16125774
rise-of-the-east,POL,2045,f,17031531
rise-of-the-east,POL,2045,m,15658267
rise-of-the-east,POL,2050,f,16497114
rise-of-the-east,POL,2050,m,15173051
rise-of-the-east,PRT,2020,f,5367588
rise-of-the-east,PRT,2020,m,4840156
rise-of-the-east,PRT,2025,f,5294080
rise-of-the-east,PRT,2025,m,4770731
rise-of-the-east,PRT,2030,f,5236458
rise-of-the-east,PRT,2030,m,4718163
rise-of-the-east,PRT,2035,f,5199868
rise-of-the-east,PRT,2035,m,4687609
rise-of-the-east,PRT,2040,f,5167005
rise-of-the-east,PRT,2040,m,4662881
rise-of-the-east,PRT,2045,f,5128167
rise-of-the-east,PRT,2045,m,4637646
rise-of-the-east,PRT,2050,f,5080088
rise-of-the-east,PRT,2050,m,4610318
rise-of-the-east,ROU,2020,f,9867476
rise-of-the-east,ROU,2020,m,9382211
rise-of-the-east,ROU,2025,f,9595011
rise-of-the-east,ROU,2025,m,9059002
rise-of-the-east,ROU,2030,f,9333135
rise-of-the-east,ROU,2030,m,8767881
rise-of-the-east,ROU,2035,f,9084472
rise-of-the-east,ROU,2035,m,8496983
rise-of-the-east,ROU,2040,f,8817109
rise-of-the-east,ROU,2040,m,8217824
rise-of-the-east,ROU,2045,f,8528691
rise-of-the-east,ROU,2045,m,7926958
rise-of-the-east,ROU,2050,f,8223854
rise-of-the-east,ROU,2050,m,7621642
rise-of-the-east,SVK,2020,f,2732421
rise-of-the-east,SVK,2020,m,2592236
rise-of-the-east,SVK,2025,f,2725174
rise-of-the-east,SVK,2025,m,2583596
rise-of-the-east,SVK,2030,f,2703907
rise-of-the-east,SVK,2030,m,2559317
rise-of-the-east,SVK,2035,f,2672638
rise-of-the-east,SVK,2035,m,2524800
rise-of-the-east,SVK,2040,f,2634680
rise-of-the-east,SVK,2040,m,2485250
rise-of-the-east,SVK,2045,f,2593099
rise-of-the-east,SVK,2045,m,2444439
rise-of-the-east,SVK,2050,f,2547988
rise-of-the-east,SVK,2050,m,2401904
rise-of-the-east,SVN,2020,f,1049954
rise-of-the-east,SVN,2020,m,1030631
rise-of-the-east,SVN,2025,f,1054632
rise-of-the-east,SVN,2025,m,1036961
rise-of-the-east,SVN,2030,f,1056185
rise-of-the-east,SVN,2030,m,1038614
rise-of-the-east,SVN,2035,f,1057635
rise-of-the-east,SVN,2035,m,1038855
rise-of-the-east,SVN,2040,f,1060002
rise-of-the-east,SVN,2040,m,1039818
rise-of-the-east,SVN,2045,f,1063807
rise-of-the-east,SVN,2045,m,1043339
rise-of-the-east,SVN,2050,f,1067051
rise-of-the-east,SVN,2050,m,1048292
rise-of-the-east,SWE,2020,f,4838993
rise-of-the-east,SWE,2020,m,4846020
rise-of-the-east,SWE,2025,f,5003049
rise-of-the-east,SWE,2025,m,5015024
rise-of-the-east,SWE,2030,f,5184861
rise-of-the-east,SWE,2030,m,5194246
rise-of-the-east,SWE,2035,f,5387994
rise-of-the-east,SWE,2035,m,5394218
rise-of-the-east,SWE,2040,f,5617512
rise-of-the-east,SWE,2040,m,5627211
rise-of-the-east,SWE,2045,f,5879933
rise-of-the-east,SWE,2045,m,5900606
rise-of-the-east,SWE,2050,f,6172894
rise-of-the-east,SWE,2050,m,6206843
ukraine-war,AUT,2015,f,4343612
ukraine-war,AUT,2015,m,4149943
ukraine-war,AUT,2020,f,4391971
ukraine-war,AUT,2020,m,4235686
ukraine-war,AUT,2025,f,4428624
ukraine-war,AUT,2025,m,4289528
ukraine-war,AUT,2030,f,4453372
ukraine-war,AUT,2030,m,4323928
ukraine-war,AUT,2035,f,4467026
ukraine-war,AUT,2035,m,4346331
ukraine-war,AUT,2040,f,4480550
ukraine-war,AUT,2040,m,4370099
ukraine-war,AUT,2045,f,4501918
ukraine-war,AUT,2045,m,4403472
ukraine-war,AUT,2050,f,4529411
ukraine-war,AUT,2050,m,4446533
ukraine-war,BEL,2015,f,5449307
ukraine-war,BEL,2015,m,5270093
ukraine-war,BEL,2020,f,5581725
ukraine-war,BEL,2020,m,5474723
ukraine-war,BEL,2025,f,5717197
ukraine-war,BEL,2025,m,5681283
ukraine-war,BEL,2030,f,5869113
ukraine-war,BEL,2030,m,5885620
ukraine-war,BEL,2035,f,6048053
ukraine-war,BEL,2035,m,6103195
ukraine-war,BEL,2040,f,6260288
ukraine-war,BEL,2040,m,6344380
ukraine-war,BEL,2045,f,6510104
ukraine-war,BEL,2045,m,6618433
