scenario,dest,year,edu,nativity,pop
igc,SWE,2030,6,eu,155601
igc,SWE,2030,6,native,3501791
igc,SWE,2030,6,non-eu,403107
igc,SWE,2035,1,eu,628
igc,SWE,2035,1,native,8380
igc,SWE,2035,1,non-eu,114336
igc,SWE,2035,2,eu,4605
igc,SWE,2035,2,native,9328
igc,SWE,2035,2,non-eu,99275
igc,SWE,2035,3,eu,21498
igc,SWE,2035,3,native,229768
igc,SWE,2035,3,non-eu,146248
igc,SWE,2035,4,eu,64723
igc,SWE,2035,4,native,1131591
igc,SWE,2035,4,non-eu,291598
igc,SWE,2035,5,eu,159083
igc,SWE,2035,5,native,3395484
igc,SWE,2035,5,non-eu,475316
igc,SWE,2035,6,eu,158413
igc,SWE,2035,6,native,3771371
igc,SWE,2035,6,non-eu,465442
igc,SWE,2040,1,eu,739
igc,SWE,2040,1,native,8094
igc,SWE,2040,1,non-eu,123973
igc,SWE,2040,2,eu,3559
igc,SWE,2040,2,native,10322
igc,SWE,2040,2,non-eu,115202
igc,SWE,2040,3,eu,16155
igc,SWE,2040,3,native,156312
igc,SWE,2040,3,non-eu,156185
igc,SWE,2040,4,eu,54510
igc,SWE,2040,4,native,1083299
igc,SWE,2040,4,non-eu,299060
igc,SWE,2040,5,eu,150025
igc,SWE,2040,5,native,3391912
igc,SWE,2040,5,non-eu,537351
igc,SWE,2040,6,eu,157541
igc,SWE,2040,6,native,4074665
igc,SWE,2040,6,non-eu,538464
igc,SWE,2045,1,eu,782
igc,SWE,2045,1,native,7574
igc,SWE,2045,1,non-eu,129013
igc,SWE,2045,2,eu,2903
igc,SWE,2045,2,native,10910
igc,SWE,2045,2,non-eu,130375
igc,SWE,2045,3,eu,12182
igc,SWE,2045,3,native,109888
igc,SWE,2045,3,non-eu,165294
igc,SWE,2045,4,eu,45137
igc,SWE,2045,4,native,1025473
igc,SWE,2045,4,non-eu,308381
igc,SWE,2045,5,eu,139628
igc,SWE,2045,5,native,3371063
igc,SWE,2045,5,non-eu,600828
igc,SWE,2045,6,eu,155078
igc,SWE,2045,6,native,4428979
igc,SWE,2045,6,non-eu,622671
igc,SWE,2050,1,eu,875
igc,SWE,2050,1,native,7094
igc,SWE,2050,1,non-eu,131305
igc,SWE,2050,2,eu,2418
igc,SWE,2050,2,native,11376
igc,SWE,2050,2,non-eu,144447
igc,SWE,2050,3,eu,9259
igc,SWE,2050,3,native,83269
igc,SWE,2050,3,non-eu,170945
igc,SWE,2050,4,eu,37325
igc,SWE,2050,4,native,983500
igc,SWE,2050,4,non-eu,316864
igc,SWE,2050,5,eu,128037
igc,SWE,2050,5,native,3336265
igc,SWE,2050,5,non-eu,664060
igc,SWE,2050,6,eu,151180
igc,SWE,2050,6,native,4802749
igc,SWE,2050,6,non-eu,715472
no-migration,AUT,2015,1,eu,44377
no-migration,AUT,2015,1,native,1143730
no-migration,AUT,2015,1,non-eu,38387
no-migration,AUT,2015,2,eu,14241
no-migration,AUT,2015,2,native,0
no-migration,AUT,2015,2,non-eu,16048
no-migration,AUT,2015,3,eu,62142
no-migration,AUT,2015,3,native,456508
no-migration,AUT,2015,3,non-eu,52333
no-migration,AUT,2015,4,eu,131986
no-migration,AUT,2015,4,native,1065941
no-migration,AUT,2015,4,non-eu,164936
no-migration,AUT,2015,5,eu,197322
no-migration,AUT,2015,5,native,3001931
no-migration,AUT,2015,5,non-eu,259104
no-migration,AUT,2015,6,eu,202306
no-migration,AUT,2015,6,native,1432216
no-migration,AUT,2015,6,non-eu,210047
no-migration,AUT,2020,1,eu,26198
no-migration,AUT,2020,1,native,765468
no-migration,AUT,2020,1,non-eu,17877
no-migration,AUT,2020,2,eu,11162
no-migration,AUT,2020,2,native,712
no-migration,AUT,2020,2,non-eu,12591
no-migration,AUT,2020,3,eu,51560
no-migration,AUT,2020,3,native,360234
no-migration,AUT,2020,3,non-eu,41925
no-migration,AUT,2020,4,eu,120357
no-migration,AUT,2020,4,native,1017050
no-migration,AUT,2020,4,non-eu,151248
no-migration,AUT,2020,5,eu,208086
no-migration,AUT,2020,5,native,3236377
no-migration,AUT,2020,5,non-eu,275704
no-migration,AUT,2020,6,eu,202941
no-migration,AUT,2020,6,native,1763345
no-migration,AUT,2020,6,non-eu,228320
no-migration,AUT,2025,1,eu,10249
no-migration,AUT,2025,1,native,389500
no-migration,AUT,2025,1,non-eu,7033
no-migration,AUT,2025,2,eu,9418
no-migration,AUT,2025,2,native,992
no-migration,AUT,2025,2,non-eu,12753
no-migration,AUT,2025,3,eu,43929
no-migration,AUT,2025,3,native,286066
no-migration,AUT,2025,3,non-eu,39808
no-migration,AUT,2025,4,eu,112770
no-migration,AUT,2025,4,native,1068872
no-migration,AUT,2025,4,non-eu,144209
no-migration,AUT,2025,5,eu,205692
no-migration,AUT,2025,5,native,3360006
no-migration,AUT,2025,5,non-eu,273229
no-migration,AUT,2025,6,eu,206184
no-migration,AUT,2025,6,native,2048561
no-migration,AUT,2025,6,non-eu,234938
no-migration,AUT,2030,1,eu,270
no-migration,AUT,2030,1,native,433
no-migration,AUT,2030,1,non-eu,1086
no-migration,AUT,2030,2,eu,7655
no-migration,AUT,2030,2,native,1186
no-migration,AUT,2030,2,non-eu,12161
no-migration,AUT,2030,3,eu,36666
no-migration,AUT,2030,3,native,217757
no-migration,AUT,2030,3,non-eu,36968
no-migration,AUT,2030,4,eu,99960
no-migration,AUT,2030,4,native,1070400
no-migration,AUT,2030,4,non-eu,134890
no-migration,AUT,2030,5,eu,201717
no-migration,AUT,2030,5,native,3483012
no-migration,AUT,2030,5,non-eu,267738
no-migration,AUT,2030,6,eu,209412
no-migration,AUT,2030,6,native,2357403
no-migration,AUT,2030,6,non-eu,238876
no-migration,AUT,2035,1,eu,270
no-migration,AUT,2035,1,native,556
no-migration,AUT,2035,1,non-eu,1086
no-migration,AUT,2035,2,eu,6093
no-migration,AUT,2035,2,native,663
no-migration,AUT,2035,2,non-eu,11323
no-migration,AUT,2035,3,eu,29953
no-migration,AUT,2035,3,native,159097
no-migration,AUT,2035,3,non-eu,33770
no-migration,AUT,2035,4,eu,84289
no-migration,AUT,2035,4,native,997897
no-migration,AUT,2035,4,non-eu,123391
no-migration,AUT,2035,5,eu,192095
no-migration,AUT,2035,5,native,3403462
no-migration,AUT,2035,5,non-eu,257798
no-migration,AUT,2035,6,eu,209491
no-migration,AUT,2035,6,native,2510801
no-migration,AUT,2035,6,non-eu,238024
no-migration,AUT,2040,1,eu,270
no-migration,AUT,2040,1,native,683
no-migration,AUT,2040,1,non-eu,1086
no-migration,AUT,2040,2,eu,4865
no-migration,AUT,2040,2,native,708
no-migration,AUT,2040,2,non-eu,10412
no-migration,AUT,2040,3,eu,24430
no-migration,AUT,2040,3,native,118076
no-migration,AUT,2040,3,non-eu,30588
no-migration,AUT,2040,4,eu,75235
no-migration,AUT,2040,4,native,905792
no-migration,AUT,2040,4,non-eu,114065
no-migration,AUT,2040,5,eu,179529
no-migration,AUT,2040,5,native,3296879
no-migration,AUT,2040,5,non-eu,243988
no-migration,AUT,2040,6,eu,204272
no-migration,AUT,2040,6,native,2671348
no-migration,AUT,2040,6,non-eu,231823
no-migration,AUT,2045,1,eu,270
no-migration,AUT,2045,1,native,660
no-migration,AUT,2045,1,non-eu,1086
no-migration,AUT,2045,2,eu,3925
no-migration,AUT,2045,2,native,673
no-migration,AUT,2045,2,non-eu,9419
no-migration,AUT,2045,3,eu,19892
no-migration,AUT,2045,3,native,92877
no-migration,AUT,2045,3,non-eu,27397
no-migration,AUT,2045,4,eu,67053
no-migration,AUT,2045,4,native,812639
no-migration,AUT,2045,4,non-eu,103494
no-migration,AUT,2045,5,eu,167832
no-migration,AUT,2045,5,native,3160498
no-migration,AUT,2045,5,non-eu,228401
no-migration,AUT,2045,6,eu,196175
no-migration,AUT,2045,6,native,2832889
no-migration,AUT,2045,6,non-eu,221541
no-migration,AUT,2050,1,eu,270
no-migration,AUT,2050,1,native,598
no-migration,AUT,2050,1,non-eu,1086
no-migration,AUT,2050,2,eu,3173
no-migration,AUT,2050,2,native,610
no-migration,AUT,2050,2,non-eu,8345
no-migration,AUT,2050,3,eu,16085
no-migration,AUT,2050,3,native,78105
no-migration,AUT,2050,3,non-eu,24255
no-migration,AUT,2050,4,eu,58959
no-migration,AUT,2050,4,native,723458
no-migration,AUT,2050,4,non-eu,91814
no-migration,AUT,2050,5,eu,155554
no-migration,AUT,2050,5,native,2999316
no-migration,AUT,2050,5,non-eu,210332
no-migration,AUT,2050,6,eu,186536
no-migration,AUT,2050,6,native,2983245
no-migration,AUT,2050,6,non-eu,208212
no-migration,BEL,2015,1,eu,83395
no-migration,BEL,2015,1,native,1776138
no-migration,BEL,2015,1,non-eu,53169
no-migration,BEL,2015,2,eu,17394
no-migration,BEL,2015,2,native,179566
no-migration,BEL,2015,2,non-eu,37323
no-migration,BEL,2015,3,eu,78172
no-migration,BEL,2015,3,native,893949
no-migration,BEL,2015,3,non-eu,67836
no-migration,BEL,2015,4,eu,161609
no-migration,BEL,2015,4,native,1905979
no-migration,BEL,2015,4,non-eu,178283
no-migration,BEL,2015,5,eu,236228
no-migration,BEL,2015,5,native,2198054
no-migration,BEL,2015,5,non-eu,228514
no-migration,BEL,2015,6,eu,230861
no-migration,BEL,2015,6,native,2152062
no-migration,BEL,2015,6,non-eu,240868
no-migration,BEL,2020,1,eu,48102
no-migration,BEL,2020,1,native,1220322
no-migration,BEL,2020,1,non-eu,25879
no-migration,BEL,2020,2,eu,13766
no-migration,BEL,2020,2,native,149105
no-migration,BEL,2020,2,non-eu,32319
no-migration,BEL,2020,3,eu,67211
no-migration,BEL,2020,3,native,762299
no-migration,BEL,2020,3,non-eu,60394
no-migration,BEL,2020,4,eu,154169
no-migration,BEL,2020,4,native,2017520
no-migration,BEL,2020,4,non-eu,165239
no-migration,BEL,2020,5,eu,251633
no-migration,BEL,2020,5,native,2661528
no-migration,BEL,2020,5,non-eu,251411
no-migration,BEL,2020,6,eu,233160
no-migration,BEL,2020,6,native,2489347
no-migration,BEL,2020,6,non-eu,256598
no-migration,BEL,2025,1,eu,16645
no-migration,BEL,2025,1,native,619357
no-migration,BEL,2025,1,non-eu,9081
no-migration,BEL,2025,2,eu,11470
no-migration,BEL,2025,2,native,120393
no-migration,BEL,2025,2,non-eu,30835
no-migration,BEL,2025,3,eu,58458
no-migration,BEL,2025,3,native,665979
no-migration,BEL,2025,3,non-eu,57972
no-migration,BEL,2025,4,eu,144116
no-migration,BEL,2025,4,native,1919944
no-migration,BEL,2025,4,non-eu,157257
no-migration,BEL,2025,5,eu,256168
no-migration,BEL,2025,5,native,3179663
no-migration,BEL,2025,5,non-eu,254293
no-migration,BEL,2025,6,eu,242239
no-migration,BEL,2025,6,native,2968649
no-migration,BEL,2025,6,non-eu,267264
no-migration,BEL,2030,1,eu,270
no-migration,BEL,2030,1,native,527
no-migration,BEL,2030,1,non-eu,1228
no-migration,BEL,2030,2,eu,9223
no-migration,BEL,2030,2,native,94951
no-migration,BEL,2030,2,non-eu,28199
no-migration,BEL,2030,3,eu,49197
no-migration,BEL,2030,3,native,571987
no-migration,BEL,2030,3,non-eu,53804
no-migration,BEL,2030,4,eu,121770
no-migration,BEL,2030,4,native,1884748
no-migration,BEL,2030,4,non-eu,144145
no-migration,BEL,2030,5,eu,254201
no-migration,BEL,2030,5,native,3566978
no-migration,BEL,2030,5,non-eu,252801
no-migration,BEL,2030,6,eu,253940
no-migration,BEL,2030,6,native,3494832
no-migration,BEL,2030,6,non-eu,276631
no-migration,BEL,2035,1,eu,270
no-migration,BEL,2035,1,native,745
no-migration,BEL,2035,1,non-eu,1228
no-migration,BEL,2035,2,eu,7226
no-migration,BEL,2035,2,native,71521
no-migration,BEL,2035,2,non-eu,25073
no-migration,BEL,2035,3,eu,40469
no-migration,BEL,2035,3,native,480366
no-migration,BEL,2035,3,non-eu,49022
no-migration,BEL,2035,4,eu,97348
no-migration,BEL,2035,4,native,1726294
no-migration,BEL,2035,4,non-eu,129991
no-migration,BEL,2035,5,eu,240038
no-migration,BEL,2035,5,native,3736522
no-migration,BEL,2035,5,non-eu,244932
no-migration,BEL,2035,6,eu,260386
no-migration,BEL,2035,6,native,3719277
no-migration,BEL,2035,6,non-eu,280585
no-migration,BEL,2040,1,eu,270
no-migration,BEL,2040,1,native,973
no-migration,BEL,2040,1,non-eu,1228
no-migration,BEL,2040,2,eu,5590
no-migration,BEL,2040,2,native,53537
no-migration,BEL,2040,2,non-eu,21793
no-migration,BEL,2040,3,eu,32815
no-migration,BEL,2040,3,native,402250
no-migration,BEL,2040,3,non-eu,44030
no-migration,BEL,2040,4,eu,84424
no-migration,BEL,2040,4,native,1559591
no-migration,BEL,2040,4,non-eu,119697
no-migration,BEL,2040,5,eu,220640
no-migration,BEL,2040,5,native,3833346
no-migration,BEL,2040,5,non-eu,233373
no-migration,BEL,2040,6,eu,256704
no-migration,BEL,2040,6,native,3994340
no-migration,BEL,2040,6,non-eu,277946
no-migration,BEL,2045,1,eu,270
no-migration,BEL,2045,1,native,968
no-migration,BEL,2045,1,non-eu,1228
no-migration,BEL,2045,2,eu,4293
no-migration,BEL,2045,2,native,38842
no-migration,BEL,2045,2,non-eu,18407
no-migration,BEL,2045,3,eu,26305
no-migration,BEL,2045,3,native,336963
no-migration,BEL,2045,3,non-eu,38861
no-migration,BEL,2045,4,eu,72565
no-migration,BEL,2045,4,native,1379966
no-migration,BEL,2045,4,non-eu,108068
no-migration,BEL,2045,5,eu,203710
no-migration,BEL,2045,5,native,3884501
no-migration,BEL,2045,5,non-eu,221101
no-migration,BEL,2045,6,eu,246362
no-migration,BEL,2045,6,native,4288774
no-migration,BEL,2045,6,non-eu,269811
no-migration,BEL,2050,1,eu,270
no-migration,BEL,2050,1,native,902
no-migration,BEL,2050,1,non-eu,1228
no-migration,BEL,2050,2,eu,3268
no-migration,BEL,2050,2,native,27189
no-migration,BEL,2050,2,non-eu,15075
no-migration,BEL,2050,3,eu,20984
no-migration,BEL,2050,3,native,286322
no-migration,BEL,2050,3,non-eu,33549
no-migration,BEL,2050,4,eu,61252
no-migration,BEL,2050,4,native,1217150
no-migration,BEL,2050,4,non-eu,94947
no-migration,BEL,2050,5,eu,186281
no-migration,BEL,2050,5,native,3885130
no-migration,BEL,2050,5,non-eu,205966
no-migration,BEL,2050,6,eu,233517
no-migration,BEL,2050,6,native,4565733
no-migration,BEL,2050,6,non-eu,257516
no-migration,BGR,2015,1,eu,23334
no-migration,BGR,2015,1,native,964541
no-migration,BGR,2015,1,non-eu,10334
no-migration,BGR,2015,2,eu,702
no-migration,BGR,2015,2,native,146227
no-migration,BGR,2015,2,non-eu,1575
no-migration,BGR,2015,3,eu,3083
no-migration,BGR,2015,3,native,339503
no-migration,BGR,2015,3,non-eu,5168
no-migration,BGR,2015,4,eu,4838
no-migration,BGR,2015,4,native,1486762
no-migration,BGR,2015,4,non-eu,15711
no-migration,BGR,2015,5,eu,5962
no-migration,BGR,2015,5,native,2757300
no-migration,BGR,2015,5,non-eu,22930
no-migration,BGR,2015,6,eu,5060
no-migration,BGR,2015,6,native,1383056
no-migration,BGR,2015,6,non-eu,19661
no-migration,BGR,2020,1,eu,21692
no-migration,BGR,2020,1,native,667268
no-migration,BGR,2020,1,non-eu,8130
no-migration,BGR,2020,2,eu,687
no-migration,BGR,2020,2,native,108014
no-migration,BGR,2020,2,non-eu,1729
no-migration,BGR,2020,3,eu,2391
no-migration,BGR,2020,3,native,251474
no-migration,BGR,2020,3,non-eu,4394
no-migration,BGR,2020,4,eu,4855
no-migration,BGR,2020,4,native,1341623
no-migration,BGR,2020,4,non-eu,14785
no-migration,BGR,2020,5,eu,6307
no-migration,BGR,2020,5,native,2896540
no-migration,BGR,2020,5,non-eu,25204
no-migration,BGR,2020,6,eu,4740
no-migration,BGR,2020,6,native,1596063
no-migration,BGR,2020,6,non-eu,20068
no-migration,BGR,2025,1,eu,16493
no-migration,BGR,2025,1,native,338615
no-migration,BGR,2025,1,non-eu,5017
no-migration,BGR,2025,2,eu,661
no-migration,BGR,2025,2,native,105731
no-migration,BGR,2025,2,non-eu,1809
no-migration,BGR,2025,3,eu,2138
no-migration,BGR,2025,3,native,240326
no-migration,BGR,2025,3,non-eu,4326
no-migration,BGR,2025,4,eu,6826
no-migration,BGR,2025,4,native,1231619
no-migration,BGR,2025,4,non-eu,14659
no-migration,BGR,2025,5,eu,7821
no-migration,BGR,2025,5,native,3008419
no-migration,BGR,2025,5,non-eu,26403
no-migration,BGR,2025,6,eu,5002
no-migration,BGR,2025,6,native,1709618
no-migration,BGR,2025,6,non-eu,20711
no-migration,BGR,2030,1,eu,390
no-migration,BGR,2030,1,native,26489
no-migration,BGR,2030,1,non-eu,818
no-migration,BGR,2030,2,eu,801
no-migration,BGR,2030,2,native,100065
no-migration,BGR,2030,2,non-eu,1872
no-migration,BGR,2030,3,eu,2590
no-migration,BGR,2030,3,native,220707
no-migration,BGR,2030,3,non-eu,4139
no-migration,BGR,2030,4,eu,14443
no-migration,BGR,2030,4,native,1101852
no-migration,BGR,2030,4,non-eu,14634
no-migration,BGR,2030,5,eu,13303
no-migration,BGR,2030,5,native,3107151
no-migration,BGR,2030,5,non-eu,28041
no-migration,BGR,2030,6,eu,6112
no-migration,BGR,2030,6,native,1845514
no-migration,BGR,2030,6,non-eu,21666
no-migration,BGR,2035,1,eu,390
no-migration,BGR,2035,1,native,28370
no-migration,BGR,2035,1,non-eu,818
no-migration,BGR,2035,2,eu,740
no-migration,BGR,2035,2,native,89627
no-migration,BGR,2035,2,non-eu,1772
no-migration,BGR,2035,3,eu,1686
no-migration,BGR,2035,3,native,199800
no-migration,BGR,2035,3,non-eu,3598
no-migration,BGR,2035,4,eu,2963
no-migration,BGR,2035,4,native,948767
no-migration,BGR,2035,4,non-eu,10478
no-migration,BGR,2035,5,eu,20903
no-migration,BGR,2035,5,native,3032947
no-migration,BGR,2035,5,non-eu,29075
no-migration,BGR,2035,6,eu,9834
no-migration,BGR,2035,6,native,1872039
no-migration,BGR,2035,6,non-eu,22812
no-migration,BGR,2040,1,eu,390
no-migration,BGR,2040,1,native,27740
no-migration,BGR,2040,1,non-eu,819
no-migration,BGR,2040,2,eu,702
no-migration,BGR,2040,2,native,83533
no-migration,BGR,2040,2,non-eu,1669
no-migration,BGR,2040,3,eu,1494
no-migration,BGR,2040,3,native,184957
no-migration,BGR,2040,3,non-eu,3245
no-migration,BGR,2040,4,eu,2271
no-migration,BGR,2040,4,native,801087
no-migration,BGR,2040,4,non-eu,9097
no-migration,BGR,2040,5,eu,16168
no-migration,BGR,2040,5,native,2952618
no-migration,BGR,2040,5,non-eu,26633
no-migration,BGR,2040,6,eu,14437
no-migration,BGR,2040,6,native,1903909
no-migration,BGR,2040,6,non-eu,23501
no-migration,BGR,2045,1,eu,390
no-migration,BGR,2045,1,native,26565
no-migration,BGR,2045,1,non-eu,818
no-migration,BGR,2045,2,eu,673
no-migration,BGR,2045,2,native,77649
no-migration,BGR,2045,2,non-eu,1569
no-migration,BGR,2045,3,eu,1365
no-migration,BGR,2045,3,native,171177
no-migration,BGR,2045,3,non-eu,2930
no-migration,BGR,2045,4,eu,2009
no-migration,BGR,2045,4,native,684262
no-migration,BGR,2045,4,non-eu,7819
no-migration,BGR,2045,5,eu,15523
no-migration,BGR,2045,5,native,2840432
no-migration,BGR,2045,5,non-eu,25070
no-migration,BGR,2045,6,eu,14468
no-migration,BGR,2045,6,native,1949755
no-migration,BGR,2045,6,non-eu,22436
no-migration,BGR,2050,1,eu,390
no-migration,BGR,2050,1,native,25272
no-migration,BGR,2050,1,non-eu,817
no-migration,BGR,2050,2,eu,649
no-migration,BGR,2050,2,native,72206
no-migration,BGR,2050,2,non-eu,1471
no-migration,BGR,2050,3,eu,1264
no-migration,BGR,2050,3,native,159296
no-migration,BGR,2050,3,non-eu,2646
no-migration,BGR,2050,4,eu,1801
no-migration,BGR,2050,4,native,593797
no-migration,BGR,2050,4,non-eu,6625
no-migration,BGR,2050,5,eu,15124
no-migration,BGR,2050,5,native,2713846
no-migration,BGR,2050,5,non-eu,23287
no-migration,BGR,2050,6,eu,14126
no-migration,BGR,2050,6,native,1989885
no-migration,BGR,2050,6,non-eu,20931
no-migration,CYP,2015,1,eu,8867
no-migration,CYP,2015,1,native,125611
no-migration,CYP,2015,1,non-eu,4454
no-migration,CYP,2015,2,eu,1258
no-migration,CYP,2015,2,native,31024
no-migration,CYP,2015,2,non-eu,1904
no-migration,CYP,2015,3,eu,6129
no-migration,CYP,2015,3,native,97592
no-migration,CYP,2015,3,non-eu,4334
no-migration,CYP,2015,4,eu,17347
no-migration,CYP,2015,4,native,60809
no-migration,CYP,2015,4,non-eu,18909
no-migration,CYP,2015,5,eu,28691
no-migration,CYP,2015,5,native,185684
no-migration,CYP,2015,5,non-eu,20454
no-migration,CYP,2015,6,eu,30479
no-migration,CYP,2015,6,native,159308
no-migration,CYP,2015,6,non-eu,27721
no-migration,CYP,2020,1,eu,5230
no-migration,CYP,2020,1,native,87419
no-migration,CYP,2020,1,non-eu,2623
no-migration,CYP,2020,2,eu,1019
no-migration,CYP,2020,2,native,22509
no-migration,CYP,2020,2,non-eu,1522
no-migration,CYP,2020,3,eu,5648
no-migration,CYP,2020,3,native,85234
no-migration,CYP,2020,3,non-eu,3898
no-migration,CYP,2020,4,eu,15358
no-migration,CYP,2020,4,native,68202
no-migration,CYP,2020,4,non-eu,16185
no-migration,CYP,2020,5,eu,29704
no-migration,CYP,2020,5,native,203245
no-migration,CYP,2020,5,non-eu,22494
no-migration,CYP,2020,6,eu,34690
no-migration,CYP,2020,6,native,208356
no-migration,CYP,2020,6,non-eu,31876
no-migration,CYP,2025,1,eu,2197
no-migration,CYP,2025,1,native,46375
no-migration,CYP,2025,1,non-eu,1196
no-migration,CYP,2025,2,eu,1095
no-migration,CYP,2025,2,native,16245
no-migration,CYP,2025,2,non-eu,1809
no-migration,CYP,2025,3,eu,5392
no-migration,CYP,2025,3,native,75038
no-migration,CYP,2025,3,non-eu,3969
no-migration,CYP,2025,4,eu,14058
no-migration,CYP,2025,4,native,64741
no-migration,CYP,2025,4,non-eu,15449
no-migration,CYP,2025,5,eu,30761
no-migration,CYP,2025,5,native,230334
no-migration,CYP,2025,5,non-eu,23237
no-migration,CYP,2025,6,eu,36793
no-migration,CYP,2025,6,native,255096
no-migration,CYP,2025,6,non-eu,33765
no-migration,CYP,2030,1,eu,291
no-migration,CYP,2030,1,native,509
no-migration,CYP,2030,1,non-eu,512
no-migration,CYP,2030,2,eu,1041
no-migration,CYP,2030,2,native,11087
no-migration,CYP,2030,2,non-eu,1811
no-migration,CYP,2030,3,eu,4948
no-migration,CYP,2030,3,native,63775
no-migration,CYP,2030,3,non-eu,3925
no-migration,CYP,2030,4,eu,12826
no-migration,CYP,2030,4,native,66578
no-migration,CYP,2030,4,non-eu,14840
no-migration,CYP,2030,5,eu,30490
no-migration,CYP,2030,5,native,251230
no-migration,CYP,2030,5,non-eu,23329
no-migration,CYP,2030,6,eu,38806
no-migration,CYP,2030,6,native,301247
no-migration,CYP,2030,6,non-eu,35355
no-migration,CYP,2035,1,eu,291
no-migration,CYP,2035,1,native,531
no-migration,CYP,2035,1,non-eu,512
no-migration,CYP,2035,2,eu,943
no-migration,CYP,2035,2,native,7009
no-migration,CYP,2035,2,non-eu,1754
no-migration,CYP,2035,3,eu,4393
no-migration,CYP,2035,3,native,51826
no-migration,CYP,2035,3,non-eu,3822
no-migration,CYP,2035,4,eu,11000
no-migration,CYP,2035,4,native,60813
no-migration,CYP,2035,4,non-eu,14079
no-migration,CYP,2035,5,eu,29014
no-migration,CYP,2035,5,native,254732
no-migration,CYP,2035,5,non-eu,22888
no-migration,CYP,2035,6,eu,40096
no-migration,CYP,2035,6,native,321644
no-migration,CYP,2035,6,non-eu,36326
no-migration,CYP,2040,1,eu,291
no-migration,CYP,2040,1,native,471
no-migration,CYP,2040,1,non-eu,512
no-migration,CYP,2040,2,eu,840
no-migration,CYP,2040,2,native,4246
no-migration,CYP,2040,2,non-eu,1685
no-migration,CYP,2040,3,eu,3841
no-migration,CYP,2040,3,native,40675
no-migration,CYP,2040,3,non-eu,3690
no-migration,CYP,2040,4,eu,10046
no-migration,CYP,2040,4,native,54244
no-migration,CYP,2040,4,non-eu,13514
no-migration,CYP,2040,5,eu,27136
no-migration,CYP,2040,5,native,252900
no-migration,CYP,2040,5,non-eu,22296
no-migration,CYP,2040,6,eu,40143
no-migration,CYP,2040,6,native,343899
no-migration,CYP,2040,6,non-eu,36492
no-migration,CYP,2045,1,eu,291
no-migration,CYP,2045,1,native,421
no-migration,CYP,2045,1,non-eu,512
no-migration,CYP,2045,2,eu,740
no-migration,CYP,2045,2,native,2458
no-migration,CYP,2045,2,non-eu,1601
no-migration,CYP,2045,3,eu,3304
no-migration,CYP,2045,3,native,30836
no-migration,CYP,2045,3,non-eu,3525
no-migration,CYP,2045,4,eu,9027
no-migration,CYP,2045,4,native,47710
no-migration,CYP,2045,4,non-eu,12765
no-migration,CYP,2045,5,eu,25701
no-migration,CYP,2045,5,native,246990
no-migration,CYP,2045,5,non-eu,21743
no-migration,CYP,2045,6,eu,39109
no-migration,CYP,2045,6,native,366457
no-migration,CYP,2045,6,non-eu,35931
no-migration,CYP,2050,1,eu,291
no-migration,CYP,2050,1,native,379
no-migration,CYP,2050,1,non-eu,512
no-migration,CYP,2050,2,eu,653
no-migration,CYP,2050,2,native,1426
no-migration,CYP,2050,2,non-eu,1492
no-migration,CYP,2050,3,eu,2827
no-migration,CYP,2050,3,native,22765
no-migration,CYP,2050,3,non-eu,3318
no-migration,CYP,2050,4,eu,7955
no-migration,CYP,2050,4,native,42177
no-migration,CYP,2050,4,non-eu,11792
no-migration,CYP,2050,5,eu,24067
no-migration,CYP,2050,5,native,238349
no-migration,CYP,2050,5,non-eu,20929
no-migration,CYP,2050,6,eu,37646
no-migration,CYP,2050,6,native,386431
no-migration,CYP,2050,6,non-eu,34934
no-migration,CZE,2015,1,eu,4810
no-migration,CZE,2015,1,native,1585755
no-migration,CZE,2015,1,non-eu,10839
no-migration,CZE,2015,2,eu,2126
no-migration,CZE,2015,2,native,35509
no-migration,CZE,2015,2,non-eu,4723
no-migration,CZE,2015,3,eu,10344
no-migration,CZE,2015,3,native,23612
no-migration,CZE,2015,3,non-eu,14666
no-migration,CZE,2015,4,eu,29491
no-migration,CZE,2015,4,native,1418536
no-migration,CZE,2015,4,non-eu,55126
no-migration,CZE,2015,5,eu,50753
no-migration,CZE,2015,5,native,5378096
no-migration,CZE,2015,5,non-eu,79468
no-migration,CZE,2015,6,eu,57383
no-migration,CZE,2015,6,native,1430120
no-migration,CZE,2015,6,non-eu,71895
no-migration,CZE,2020,1,eu,2534
no-migration,CZE,2020,1,native,1130146
no-migration,CZE,2020,1,non-eu,5475
no-migration,CZE,2020,2,eu,1831
no-migration,CZE,2020,2,native,27002
no-migration,CZE,2020,2,non-eu,3694
no-migration,CZE,2020,3,eu,9087
no-migration,CZE,2020,3,native,20196
no-migration,CZE,2020,3,non-eu,11311
no-migration,CZE,2020,4,eu,26058
no-migration,CZE,2020,4,native,1262292
no-migration,CZE,2020,4,non-eu,47233
no-migration,CZE,2020,5,eu,58250
no-migration,CZE,2020,5,native,5679567
no-migration,CZE,2020,5,non-eu,96143
no-migration,CZE,2020,6,eu,54056
no-migration,CZE,2020,6,native,1718864
no-migration,CZE,2020,6,non-eu,71354
no-migration,CZE,2025,1,eu,904
no-migration,CZE,2025,1,native,561060
no-migration,CZE,2025,1,non-eu,1912
no-migration,CZE,2025,2,eu,1861
no-migration,CZE,2025,2,native,24740
no-migration,CZE,2025,2,non-eu,4094
no-migration,CZE,2025,3,eu,8240
