scenario,dest,year,edu,nativity,pop
recovery-in-europe,EST,2045,5,eu,7787
recovery-in-europe,EST,2045,5,native,381537
recovery-in-europe,EST,2045,5,non-eu,120586
recovery-in-europe,EST,2045,6,eu,9378
recovery-in-europe,EST,2045,6,native,556394
recovery-in-europe,EST,2045,6,non-eu,93884
recovery-in-europe,EST,2050,1,eu,685
recovery-in-europe,EST,2050,1,native,1740
recovery-in-europe,EST,2050,1,non-eu,15800
recovery-in-europe,EST,2050,2,eu,1090
recovery-in-europe,EST,2050,2,native,1829
recovery-in-europe,EST,2050,2,non-eu,16858
recovery-in-europe,EST,2050,3,eu,1415
recovery-in-europe,EST,2050,3,native,27168
recovery-in-europe,EST,2050,3,non-eu,24304
recovery-in-europe,EST,2050,4,eu,2804
recovery-in-europe,EST,2050,4,native,103590
recovery-in-europe,EST,2050,4,non-eu,37819
recovery-in-europe,EST,2050,5,eu,7685
recovery-in-europe,EST,2050,5,native,368499
recovery-in-europe,EST,2050,5,non-eu,131487
recovery-in-europe,EST,2050,6,eu,9797
recovery-in-europe,EST,2050,6,native,577921
recovery-in-europe,EST,2050,6,non-eu,109398
recovery-in-europe,FIN,2015,1,eu,12710
recovery-in-europe,FIN,2015,1,native,864993
recovery-in-europe,FIN,2015,1,non-eu,17822
recovery-in-europe,FIN,2015,2,eu,1190
recovery-in-europe,FIN,2015,2,native,0
recovery-in-europe,FIN,2015,2,non-eu,2894
recovery-in-europe,FIN,2015,3,eu,6009
recovery-in-europe,FIN,2015,3,native,0
recovery-in-europe,FIN,2015,3,non-eu,6986
recovery-in-europe,FIN,2015,4,eu,19318
recovery-in-europe,FIN,2015,4,native,1400013
recovery-in-europe,FIN,2015,4,non-eu,29705
recovery-in-europe,FIN,2015,5,eu,32924
recovery-in-europe,FIN,2015,5,native,1672601
recovery-in-europe,FIN,2015,5,non-eu,33384
recovery-in-europe,FIN,2015,6,eu,36598
recovery-in-europe,FIN,2015,6,native,1212174
recovery-in-europe,FIN,2015,6,non-eu,41508
recovery-in-europe,FIN,2020,1,eu,9715
recovery-in-europe,FIN,2020,1,native,582888
recovery-in-europe,FIN,2020,1,non-eu,29407
recovery-in-europe,FIN,2020,2,eu,1477
recovery-in-europe,FIN,2020,2,native,1162
recovery-in-europe,FIN,2020,2,non-eu,8397
recovery-in-europe,FIN,2020,3,eu,6209
recovery-in-europe,FIN,2020,3,native,40569
recovery-in-europe,FIN,2020,3,non-eu,14330
recovery-in-europe,FIN,2020,4,eu,19046
recovery-in-europe,FIN,2020,4,native,1184113
recovery-in-europe,FIN,2020,4,non-eu,33381
recovery-in-europe,FIN,2020,5,eu,38514
recovery-in-europe,FIN,2020,5,native,1825107
recovery-in-europe,FIN,2020,5,non-eu,49031
recovery-in-europe,FIN,2020,6,eu,37995
recovery-in-europe,FIN,2020,6,native,1550850
recovery-in-europe,FIN,2020,6,non-eu,46347
recovery-in-europe,FIN,2025,1,eu,4736
recovery-in-europe,FIN,2025,1,native,291883
recovery-in-europe,FIN,2025,1,non-eu,31164
recovery-in-europe,FIN,2025,2,eu,1764
recovery-in-europe,FIN,2025,2,native,2109
recovery-in-europe,FIN,2025,2,non-eu,13337
recovery-in-europe,FIN,2025,3,eu,6602
recovery-in-europe,FIN,2025,3,native,73826
recovery-in-europe,FIN,2025,3,non-eu,22005
recovery-in-europe,FIN,2025,4,eu,19610
recovery-in-europe,FIN,2025,4,native,1077249
recovery-in-europe,FIN,2025,4,non-eu,39954
recovery-in-europe,FIN,2025,5,eu,42221
recovery-in-europe,FIN,2025,5,native,2029142
recovery-in-europe,FIN,2025,5,non-eu,65337
recovery-in-europe,FIN,2025,6,eu,39547
recovery-in-europe,FIN,2025,6,native,1720247
recovery-in-europe,FIN,2025,6,non-eu,52232
recovery-in-europe,FIN,2030,1,eu,1107
recovery-in-europe,FIN,2030,1,native,1768
recovery-in-europe,FIN,2030,1,non-eu,29012
recovery-in-europe,FIN,2030,2,eu,1710
recovery-in-europe,FIN,2030,2,native,2818
recovery-in-europe,FIN,2030,2,non-eu,19019
recovery-in-europe,FIN,2030,3,eu,5823
recovery-in-europe,FIN,2030,3,native,78322
recovery-in-europe,FIN,2030,3,non-eu,30161
recovery-in-europe,FIN,2030,4,eu,17774
recovery-in-europe,FIN,2030,4,native,954321
recovery-in-europe,FIN,2030,4,non-eu,48523
recovery-in-europe,FIN,2030,5,eu,45100
recovery-in-europe,FIN,2030,5,native,2199238
recovery-in-europe,FIN,2030,5,non-eu,84989
recovery-in-europe,FIN,2030,6,eu,42677
recovery-in-europe,FIN,2030,6,native,1958848
recovery-in-europe,FIN,2030,6,non-eu,64198
recovery-in-europe,FIN,2035,1,eu,532
recovery-in-europe,FIN,2035,1,native,1978
recovery-in-europe,FIN,2035,1,non-eu,32558
recovery-in-europe,FIN,2035,2,eu,1667
recovery-in-europe,FIN,2035,2,native,3135
recovery-in-europe,FIN,2035,2,non-eu,24812
recovery-in-europe,FIN,2035,3,eu,5092
recovery-in-europe,FIN,2035,3,native,80954
recovery-in-europe,FIN,2035,3,non-eu,37594
recovery-in-europe,FIN,2035,4,eu,15721
recovery-in-europe,FIN,2035,4,native,820455
recovery-in-europe,FIN,2035,4,non-eu,57712
recovery-in-europe,FIN,2035,5,eu,44474
recovery-in-europe,FIN,2035,5,native,2221332
recovery-in-europe,FIN,2035,5,non-eu,106047
recovery-in-europe,FIN,2035,6,eu,44637
recovery-in-europe,FIN,2035,6,native,2055883
recovery-in-europe,FIN,2035,6,non-eu,78603
recovery-in-europe,FIN,2040,1,eu,630
recovery-in-europe,FIN,2040,1,native,2206
recovery-in-europe,FIN,2040,1,non-eu,39198
recovery-in-europe,FIN,2040,2,eu,1533
recovery-in-europe,FIN,2040,2,native,3332
recovery-in-europe,FIN,2040,2,non-eu,31534
recovery-in-europe,FIN,2040,3,eu,4497
recovery-in-europe,FIN,2040,3,native,80250
recovery-in-europe,FIN,2040,3,non-eu,45377
recovery-in-europe,FIN,2040,4,eu,14173
recovery-in-europe,FIN,2040,4,native,702588
recovery-in-europe,FIN,2040,4,non-eu,67394
recovery-in-europe,FIN,2040,5,eu,42474
recovery-in-europe,FIN,2040,5,native,2224525
recovery-in-europe,FIN,2040,5,non-eu,132793
recovery-in-europe,FIN,2040,6,eu,45129
recovery-in-europe,FIN,2040,6,native,2153697
recovery-in-europe,FIN,2040,6,non-eu,97076
recovery-in-europe,FIN,2045,1,eu,648
recovery-in-europe,FIN,2045,1,native,2389
recovery-in-europe,FIN,2045,1,non-eu,46010
recovery-in-europe,FIN,2045,2,eu,1498
recovery-in-europe,FIN,2045,2,native,3531
recovery-in-europe,FIN,2045,2,non-eu,40039
recovery-in-europe,FIN,2045,3,eu,3929
recovery-in-europe,FIN,2045,3,native,80157
recovery-in-europe,FIN,2045,3,non-eu,54928
recovery-in-europe,FIN,2045,4,eu,12435
recovery-in-europe,FIN,2045,4,native,606028
recovery-in-europe,FIN,2045,4,non-eu,79385
recovery-in-europe,FIN,2045,5,eu,40304
recovery-in-europe,FIN,2045,5,native,2202806
recovery-in-europe,FIN,2045,5,non-eu,166600
recovery-in-europe,FIN,2045,6,eu,44785
recovery-in-europe,FIN,2045,6,native,2260561
recovery-in-europe,FIN,2045,6,non-eu,122087
recovery-in-europe,FIN,2050,1,eu,741
recovery-in-europe,FIN,2050,1,native,2598
recovery-in-europe,FIN,2050,1,non-eu,53563
recovery-in-europe,FIN,2050,2,eu,1377
recovery-in-europe,FIN,2050,2,native,3867
recovery-in-europe,FIN,2050,2,non-eu,50439
recovery-in-europe,FIN,2050,3,eu,3407
recovery-in-europe,FIN,2050,3,native,80116
recovery-in-europe,FIN,2050,3,non-eu,66553
recovery-in-europe,FIN,2050,4,eu,10797
recovery-in-europe,FIN,2050,4,native,531844
recovery-in-europe,FIN,2050,4,non-eu,94862
recovery-in-europe,FIN,2050,5,eu,37581
recovery-in-europe,FIN,2050,5,native,2170220
recovery-in-europe,FIN,2050,5,non-eu,209425
recovery-in-europe,FIN,2050,6,eu,43976
recovery-in-europe,FIN,2050,6,native,2374934
recovery-in-europe,FIN,2050,6,non-eu,155454
recovery-in-europe,FRA,2015,1,eu,123658
recovery-in-europe,FRA,2015,1,native,11894676
recovery-in-europe,FRA,2015,1,non-eu,314113
recovery-in-europe,FRA,2015,2,eu,64186
recovery-in-europe,FRA,2015,2,native,340859
recovery-in-europe,FRA,2015,2,non-eu,362131
recovery-in-europe,FRA,2015,3,eu,283401
recovery-in-europe,FRA,2015,3,native,7588396
recovery-in-europe,FRA,2015,3,non-eu,589455
recovery-in-europe,FRA,2015,4,eu,483276
recovery-in-europe,FRA,2015,4,native,8608415
recovery-in-europe,FRA,2015,4,non-eu,1157356
recovery-in-europe,FRA,2015,5,eu,655543
recovery-in-europe,FRA,2015,5,native,19039547
recovery-in-europe,FRA,2015,5,non-eu,1468826
recovery-in-europe,FRA,2015,6,eu,597092
recovery-in-europe,FRA,2015,6,native,11107922
recovery-in-europe,FRA,2015,6,non-eu,1497214
recovery-in-europe,FRA,2020,1,eu,110413
recovery-in-europe,FRA,2020,1,native,7961262
recovery-in-europe,FRA,2020,1,non-eu,841634
recovery-in-europe,FRA,2020,2,eu,55963
recovery-in-europe,FRA,2020,2,native,274962
recovery-in-europe,FRA,2020,2,non-eu,359183
recovery-in-europe,FRA,2020,3,eu,257377
recovery-in-europe,FRA,2020,3,native,6722485
recovery-in-europe,FRA,2020,3,non-eu,642591
recovery-in-europe,FRA,2020,4,eu,433972
recovery-in-europe,FRA,2020,4,native,8668976
recovery-in-europe,FRA,2020,4,non-eu,1137645
recovery-in-europe,FRA,2020,5,eu,640896
recovery-in-europe,FRA,2020,5,native,21221972
recovery-in-europe,FRA,2020,5,non-eu,1579335
recovery-in-europe,FRA,2020,6,eu,583146
recovery-in-europe,FRA,2020,6,native,15074011
recovery-in-europe,FRA,2020,6,non-eu,1539797
recovery-in-europe,FRA,2025,1,eu,62906
recovery-in-europe,FRA,2025,1,native,3988625
recovery-in-europe,FRA,2025,1,non-eu,979155
recovery-in-europe,FRA,2025,2,eu,47229
recovery-in-europe,FRA,2025,2,native,249388
recovery-in-europe,FRA,2025,2,non-eu,416530
recovery-in-europe,FRA,2025,3,eu,231781
recovery-in-europe,FRA,2025,3,native,6088670
recovery-in-europe,FRA,2025,3,non-eu,783349
recovery-in-europe,FRA,2025,4,eu,385078
recovery-in-europe,FRA,2025,4,native,8413801
recovery-in-europe,FRA,2025,4,non-eu,1242655
recovery-in-europe,FRA,2025,5,eu,629755
recovery-in-europe,FRA,2025,5,native,23559778
recovery-in-europe,FRA,2025,5,non-eu,1819138
recovery-in-europe,FRA,2025,6,eu,584298
recovery-in-europe,FRA,2025,6,native,18877333
recovery-in-europe,FRA,2025,6,non-eu,1682757
recovery-in-europe,FRA,2030,1,eu,12427
recovery-in-europe,FRA,2030,1,native,152853
recovery-in-europe,FRA,2030,1,non-eu,872566
recovery-in-europe,FRA,2030,2,eu,38131
recovery-in-europe,FRA,2030,2,native,235783
recovery-in-europe,FRA,2030,2,non-eu,503573
recovery-in-europe,FRA,2030,3,eu,200509
recovery-in-europe,FRA,2030,3,native,5285461
recovery-in-europe,FRA,2030,3,non-eu,954063
recovery-in-europe,FRA,2030,4,eu,339493
recovery-in-europe,FRA,2030,4,native,8265074
recovery-in-europe,FRA,2030,4,non-eu,1445285
recovery-in-europe,FRA,2030,5,eu,612614
recovery-in-europe,FRA,2030,5,native,25481423
recovery-in-europe,FRA,2030,5,non-eu,2181006
recovery-in-europe,FRA,2030,6,eu,596659
recovery-in-europe,FRA,2030,6,native,23133867
recovery-in-europe,FRA,2030,6,non-eu,1953009
recovery-in-europe,FRA,2035,1,eu,2490
recovery-in-europe,FRA,2035,1,native,170478
recovery-in-europe,FRA,2035,1,non-eu,900571
recovery-in-europe,FRA,2035,2,eu,29681
recovery-in-europe,FRA,2035,2,native,209333
recovery-in-europe,FRA,2035,2,non-eu,587893
recovery-in-europe,FRA,2035,3,eu,167468
recovery-in-europe,FRA,2035,3,native,4512516
recovery-in-europe,FRA,2035,3,non-eu,1082397
recovery-in-europe,FRA,2035,4,eu,287159
recovery-in-europe,FRA,2035,4,native,7731564
recovery-in-europe,FRA,2035,4,non-eu,1583947
recovery-in-europe,FRA,2035,5,eu,573276
recovery-in-europe,FRA,2035,5,native,25663494
recovery-in-europe,FRA,2035,5,non-eu,2559204
recovery-in-europe,FRA,2035,6,eu,595224
recovery-in-europe,FRA,2035,6,native,25804669
recovery-in-europe,FRA,2035,6,non-eu,2330714
recovery-in-europe,FRA,2040,1,eu,2662
recovery-in-europe,FRA,2040,1,native,172081
recovery-in-europe,FRA,2040,1,non-eu,1020312
recovery-in-europe,FRA,2040,2,eu,22639
recovery-in-europe,FRA,2040,2,native,193790
recovery-in-europe,FRA,2040,2,non-eu,686397
recovery-in-europe,FRA,2040,3,eu,136508
recovery-in-europe,FRA,2040,3,native,3818757
recovery-in-europe,FRA,2040,3,non-eu,1204681
recovery-in-europe,FRA,2040,4,eu,241555
recovery-in-europe,FRA,2040,4,native,7234939
recovery-in-europe,FRA,2040,4,non-eu,1690093
recovery-in-europe,FRA,2040,5,eu,523594
recovery-in-europe,FRA,2040,5,native,25728758
recovery-in-europe,FRA,2040,5,non-eu,2963805
recovery-in-europe,FRA,2040,6,eu,579774
recovery-in-europe,FRA,2040,6,native,28587436
recovery-in-europe,FRA,2040,6,non-eu,2828344
recovery-in-europe,FRA,2045,1,eu,2648
recovery-in-europe,FRA,2045,1,native,173604
recovery-in-europe,FRA,2045,1,non-eu,1130921
recovery-in-europe,FRA,2045,2,eu,17238
recovery-in-europe,FRA,2045,2,native,180503
recovery-in-europe,FRA,2045,2,non-eu,808509
recovery-in-europe,FRA,2045,3,eu,108281
recovery-in-europe,FRA,2045,3,native,3240078
recovery-in-europe,FRA,2045,3,non-eu,1351939
recovery-in-europe,FRA,2045,4,eu,199060
recovery-in-europe,FRA,2045,4,native,6800162
recovery-in-europe,FRA,2045,4,non-eu,1845286
recovery-in-europe,FRA,2045,5,eu,472033
recovery-in-europe,FRA,2045,5,native,25588298
recovery-in-europe,FRA,2045,5,non-eu,3445792
recovery-in-europe,FRA,2045,6,eu,557364
recovery-in-europe,FRA,2045,6,native,31446748
recovery-in-europe,FRA,2045,6,non-eu,3447746
recovery-in-europe,FRA,2050,1,eu,2678
recovery-in-europe,FRA,2050,1,native,176289
recovery-in-europe,FRA,2050,1,non-eu,1246701
recovery-in-europe,FRA,2050,2,eu,13094
recovery-in-europe,FRA,2050,2,native,170359
recovery-in-europe,FRA,2050,2,non-eu,959305
recovery-in-europe,FRA,2050,3,eu,83706
recovery-in-europe,FRA,2050,3,native,2800188
recovery-in-europe,FRA,2050,3,non-eu,1528232
recovery-in-europe,FRA,2050,4,eu,161482
recovery-in-europe,FRA,2050,4,native,6394896
recovery-in-europe,FRA,2050,4,non-eu,2056303
recovery-in-europe,FRA,2050,5,eu,419693
recovery-in-europe,FRA,2050,5,native,25335040
recovery-in-europe,FRA,2050,5,non-eu,4050185
recovery-in-europe,FRA,2050,6,eu,528720
recovery-in-europe,FRA,2050,6,native,34341091
recovery-in-europe,FRA,2050,6,non-eu,4211308
recovery-in-europe,GBR,2015,1,eu,260170
recovery-in-europe,GBR,2015,1,native,11520114
recovery-in-europe,GBR,2015,1,non-eu,370401
recovery-in-europe,GBR,2015,2,eu,47659
recovery-in-europe,GBR,2015,2,native,0
recovery-in-europe,GBR,2015,2,non-eu,177159
recovery-in-europe,GBR,2015,3,eu,208724
recovery-in-europe,GBR,2015,3,native,0
recovery-in-europe,GBR,2015,3,non-eu,329260
recovery-in-europe,GBR,2015,4,eu,522480
recovery-in-europe,GBR,2015,4,native,17041395
recovery-in-europe,GBR,2015,4,non-eu,1283678
recovery-in-europe,GBR,2015,5,eu,807375
recovery-in-europe,GBR,2015,5,native,15740761
recovery-in-europe,GBR,2015,5,non-eu,1293196
recovery-in-europe,GBR,2015,6,eu,875922
recovery-in-europe,GBR,2015,6,native,12110887
recovery-in-europe,GBR,2015,6,non-eu,1791838
recovery-in-europe,GBR,2020,1,eu,194509
recovery-in-europe,GBR,2020,1,native,7567305
recovery-in-europe,GBR,2020,1,non-eu,942270
recovery-in-europe,GBR,2020,2,eu,34933
recovery-in-europe,GBR,2020,2,native,14446
recovery-in-europe,GBR,2020,2,non-eu,214806
recovery-in-europe,GBR,2020,3,eu,170834
recovery-in-europe,GBR,2020,3,native,44410
recovery-in-europe,GBR,2020,3,non-eu,403929
recovery-in-europe,GBR,2020,4,eu,478201
recovery-in-europe,GBR,2020,4,native,16895121
recovery-in-europe,GBR,2020,4,non-eu,1308894
recovery-in-europe,GBR,2020,5,eu,875897
recovery-in-europe,GBR,2020,5,native,17096747
recovery-in-europe,GBR,2020,5,non-eu,1551600
recovery-in-europe,GBR,2020,6,eu,917927
recovery-in-europe,GBR,2020,6,native,15867382
recovery-in-europe,GBR,2020,6,non-eu,1798505
recovery-in-europe,GBR,2025,1,eu,95035
recovery-in-europe,GBR,2025,1,native,3925568
recovery-in-europe,GBR,2025,1,non-eu,1123934
recovery-in-europe,GBR,2025,2,eu,28229
recovery-in-europe,GBR,2025,2,native,29792
recovery-in-europe,GBR,2025,2,non-eu,302227
recovery-in-europe,GBR,2025,3,eu,150721
recovery-in-europe,GBR,2025,3,native,80396
recovery-in-europe,GBR,2025,3,non-eu,565847
recovery-in-europe,GBR,2025,4,eu,419877
recovery-in-europe,GBR,2025,4,native,15330377
recovery-in-europe,GBR,2025,4,non-eu,1395172
recovery-in-europe,GBR,2025,5,eu,944546
recovery-in-europe,GBR,2025,5,native,20072822
recovery-in-europe,GBR,2025,5,non-eu,2022166
recovery-in-europe,GBR,2025,6,eu,939749
recovery-in-europe,GBR,2025,6,native,18914540
recovery-in-europe,GBR,2025,6,non-eu,1961920
recovery-in-europe,GBR,2030,1,eu,13332
recovery-in-europe,GBR,2030,1,native,108854
recovery-in-europe,GBR,2030,1,non-eu,1054205
recovery-in-europe,GBR,2030,2,eu,22273
recovery-in-europe,GBR,2030,2,native,45882
recovery-in-europe,GBR,2030,2,non-eu,411530
recovery-in-europe,GBR,2030,3,eu,127684
recovery-in-europe,GBR,2030,3,native,111444
recovery-in-europe,GBR,2030,3,non-eu,763006
recovery-in-europe,GBR,2030,4,eu,373320
recovery-in-europe,GBR,2030,4,native,14415574
recovery-in-europe,GBR,2030,4,non-eu,1616123
recovery-in-europe,GBR,2030,5,eu,952387
recovery-in-europe,GBR,2030,5,native,22179154
recovery-in-europe,GBR,2030,5,non-eu,2620992
recovery-in-europe,GBR,2030,6,eu,965774
recovery-in-europe,GBR,2030,6,native,22252638
recovery-in-europe,GBR,2030,6,non-eu,2264775
recovery-in-europe,GBR,2035,1,eu,1285
recovery-in-europe,GBR,2035,1,native,96505
recovery-in-europe,GBR,2035,1,non-eu,1155690
recovery-in-europe,GBR,2035,2,eu,17311
recovery-in-europe,GBR,2035,2,native,52077
recovery-in-europe,GBR,2035,2,non-eu,515796
recovery-in-europe,GBR,2035,3,eu,104545
recovery-in-europe,GBR,2035,3,native,110191
recovery-in-europe,GBR,2035,3,non-eu,918339
recovery-in-europe,GBR,2035,4,eu,320125
recovery-in-europe,GBR,2035,4,native,12689452
recovery-in-europe,GBR,2035,4,non-eu,1791155
recovery-in-europe,GBR,2035,5,eu,905830
recovery-in-europe,GBR,2035,5,native,22769580
recovery-in-europe,GBR,2035,5,non-eu,3289828
recovery-in-europe,GBR,2035,6,eu,963754
recovery-in-europe,GBR,2035,6,native,24171031
recovery-in-europe,GBR,2035,6,non-eu,2681746
recovery-in-europe,GBR,2040,1,eu,1514
recovery-in-europe,GBR,2040,1,native,100252
recovery-in-europe,GBR,2040,1,non-eu,1375238
recovery-in-europe,GBR,2040,2,eu,13477
recovery-in-europe,GBR,2040,2,native,59486
recovery-in-europe,GBR,2040,2,non-eu,638021
recovery-in-europe,GBR,2040,3,eu,83206
recovery-in-europe,GBR,2040,3,native,113444
recovery-in-europe,GBR,2040,3,non-eu,1084834
recovery-in-europe,GBR,2040,4,eu,273924
recovery-in-europe,GBR,2040,4,native,11141737
recovery-in-europe,GBR,2040,4,non-eu,1981027
recovery-in-europe,GBR,2040,5,eu,847511
recovery-in-europe,GBR,2040,5,native,23218513
recovery-in-europe,GBR,2040,5,non-eu,4080061
recovery-in-europe,GBR,2040,6,eu,937113
recovery-in-europe,GBR,2040,6,native,26229597
recovery-in-europe,GBR,2040,6,non-eu,3269165
recovery-in-europe,GBR,2045,1,eu,1620
recovery-in-europe,GBR,2045,1,native,103626
recovery-in-europe,GBR,2045,1,non-eu,1595596
recovery-in-europe,GBR,2045,2,eu,10640
recovery-in-europe,GBR,2045,2,native,67279
recovery-in-europe,GBR,2045,2,non-eu,788191
recovery-in-europe,GBR,2045,3,eu,64845
recovery-in-europe,GBR,2045,3,native,118247
recovery-in-europe,GBR,2045,3,non-eu,1290945
recovery-in-europe,GBR,2045,4,eu,231567
recovery-in-europe,GBR,2045,4,native,9794803
recovery-in-europe,GBR,2045,4,non-eu,2247471
recovery-in-europe,GBR,2045,5,eu,781590
recovery-in-europe,GBR,2045,5,native,23547075
recovery-in-europe,GBR,2045,5,non-eu,5094750
recovery-in-europe,GBR,2045,6,eu,899790
recovery-in-europe,GBR,2045,6,native,28544373
recovery-in-europe,GBR,2045,6,non-eu,4071019
recovery-in-europe,GBR,2050,1,eu,1727
recovery-in-europe,GBR,2050,1,native,109402
recovery-in-europe,GBR,2050,1,non-eu,1824804
recovery-in-europe,GBR,2050,2,eu,8466
recovery-in-europe,GBR,2050,2,native,77333
recovery-in-europe,GBR,2050,2,non-eu,972385
recovery-in-europe,GBR,2050,3,eu,49613
recovery-in-europe,GBR,2050,3,native,126486
recovery-in-europe,GBR,2050,3,non-eu,1537525
recovery-in-europe,GBR,2050,4,eu,193140
recovery-in-europe,GBR,2050,4,native,8637478
recovery-in-europe,GBR,2050,4,non-eu,2595937
recovery-in-europe,GBR,2050,5,eu,708805
recovery-in-europe,GBR,2050,5,native,23850296
recovery-in-europe,GBR,2050,5,non-eu,6413655
recovery-in-europe,GBR,2050,6,eu,855397
recovery-in-europe,GBR,2050,6,native,31045813
recovery-in-europe,GBR,2050,6,non-eu,5141738
recovery-in-europe,GRC,2015,1,eu,23055
recovery-in-europe,GRC,2015,1,native,1531922
recovery-in-europe,GRC,2015,1,non-eu,46304
recovery-in-europe,GRC,2015,2,eu,4014
recovery-in-europe,GRC,2015,2,native,670231
recovery-in-europe,GRC,2015,2,non-eu,21818
recovery-in-europe,GRC,2015,3,eu,19835
recovery-in-europe,GRC,2015,3,native,2146438
recovery-in-europe,GRC,2015,3,non-eu,63466
recovery-in-europe,GRC,2015,4,eu,60282
recovery-in-europe,GRC,2015,4,native,948579
recovery-in-europe,GRC,2015,4,non-eu,196187
recovery-in-europe,GRC,2015,5,eu,100782
recovery-in-europe,GRC,2015,5,native,2319959
recovery-in-europe,GRC,2015,5,non-eu,283681
recovery-in-europe,GRC,2015,6,eu,109530
recovery-in-europe,GRC,2015,6,native,1997968
recovery-in-europe,GRC,2015,6,non-eu,257596
recovery-in-europe,GRC,2020,1,eu,17163
recovery-in-europe,GRC,2020,1,native,1029038
recovery-in-europe,GRC,2020,1,non-eu,73910
recovery-in-europe,GRC,2020,2,eu,4059
recovery-in-europe,GRC,2020,2,native,487024
recovery-in-europe,GRC,2020,2,non-eu,21351
recovery-in-europe,GRC,2020,3,eu,19304
recovery-in-europe,GRC,2020,3,native,1857044
recovery-in-europe,GRC,2020,3,non-eu,56674
recovery-in-europe,GRC,2020,4,eu,55575
recovery-in-europe,GRC,2020,4,native,1040812
recovery-in-europe,GRC,2020,4,non-eu,187228
recovery-in-europe,GRC,2020,5,eu,109522
recovery-in-europe,GRC,2020,5,native,2571664
recovery-in-europe,GRC,2020,5,non-eu,315750
recovery-in-europe,GRC,2020,6,eu,113379
recovery-in-europe,GRC,2020,6,native,2435422
recovery-in-europe,GRC,2020,6,non-eu,288506
recovery-in-europe,GRC,2025,1,eu,9745
recovery-in-europe,GRC,2025,1,native,507543
recovery-in-europe,GRC,2025,1,non-eu,71361
recovery-in-europe,GRC,2025,2,eu,4146
recovery-in-europe,GRC,2025,2,native,358206
recovery-in-europe,GRC,2025,2,non-eu,23626
recovery-in-europe,GRC,2025,3,eu,19510
recovery-in-europe,GRC,2025,3,native,1688583
recovery-in-europe,GRC,2025,3,non-eu,62771
recovery-in-europe,GRC,2025,4,eu,50970
recovery-in-europe,GRC,2025,4,native,1004664
recovery-in-europe,GRC,2025,4,non-eu,189115
recovery-in-europe,GRC,2025,5,eu,113631
recovery-in-europe,GRC,2025,5,native,2819965
recovery-in-europe,GRC,2025,5,non-eu,347066
recovery-in-europe,GRC,2025,6,eu,115101
recovery-in-europe,GRC,2025,6,native,2817515
recovery-in-europe,GRC,2025,6,non-eu,306979
recovery-in-europe,GRC,2030,1,eu,2612
recovery-in-europe,GRC,2030,1,native,34345
recovery-in-europe,GRC,2030,1,non-eu,51259
recovery-in-europe,GRC,2030,2,eu,3858
recovery-in-europe,GRC,2030,2,native,251601
recovery-in-europe,GRC,2030,2,non-eu,26471
recovery-in-europe,GRC,2030,3,eu,17661
recovery-in-europe,GRC,2030,3,native,1467772
recovery-in-europe,GRC,2030,3,non-eu,66655
recovery-in-europe,GRC,2030,4,eu,46792
recovery-in-europe,GRC,2030,4,native,964648
recovery-in-europe,GRC,2030,4,non-eu,200627
recovery-in-europe,GRC,2030,5,eu,114631
recovery-in-europe,GRC,2030,5,native,3010854
recovery-in-europe,GRC,2030,5,non-eu,382682
recovery-in-europe,GRC,2030,6,eu,116958
recovery-in-europe,GRC,2030,6,native,3235561
recovery-in-europe,GRC,2030,6,non-eu,331184
recovery-in-europe,GRC,2035,1,eu,1208
recovery-in-europe,GRC,2035,1,native,39234
recovery-in-europe,GRC,2035,1,non-eu,48826
recovery-in-europe,GRC,2035,2,eu,3540
recovery-in-europe,GRC,2035,2,native,169661
recovery-in-europe,GRC,2035,2,non-eu,29224
recovery-in-europe,GRC,2035,3,eu,15492
recovery-in-europe,GRC,2035,3,native,1242120
recovery-in-europe,GRC,2035,3,non-eu,69496
recovery-in-europe,GRC,2035,4,eu,41352
recovery-in-europe,GRC,2035,4,native,885166
recovery-in-europe,GRC,2035,4,non-eu,202232
recovery-in-europe,GRC,2035,5,eu,110737
recovery-in-europe,GRC,2035,5,native,2987017
recovery-in-europe,GRC,2035,5,non-eu,411280
recovery-in-europe,GRC,2035,6,eu,115400
recovery-in-europe,GRC,2035,6,native,3424334
recovery-in-europe,GRC,2035,6,non-eu,353544
recovery-in-europe,GRC,2040,1,eu,1305
recovery-in-europe,GRC,2040,1,native,41401
recovery-in-europe,GRC,2040,1,non-eu,56499
recovery-in-europe,GRC,2040,2,eu,3134
recovery-in-europe,GRC,2040,2,native,117231
recovery-in-europe,GRC,2040,2,non-eu,32648
recovery-in-europe,GRC,2040,3,eu,13361
recovery-in-europe,GRC,2040,3,native,1033605
recovery-in-europe,GRC,2040,3,non-eu,72868
recovery-in-europe,GRC,2040,4,eu,36010
recovery-in-europe,GRC,2040,4,native,798648
recovery-in-europe,GRC,2040,4,non-eu,198198
recovery-in-europe,GRC,2040,5,eu,104106
recovery-in-europe,GRC,2040,5,native,2953358
recovery-in-europe,GRC,2040,5,non-eu,437260
recovery-in-europe,GRC,2040,6,eu,111547
recovery-in-europe,GRC,2040,6,native,3613338
recovery-in-europe,GRC,2040,6,non-eu,381363
recovery-in-europe,GRC,2045,1,eu,1301
recovery-in-europe,GRC,2045,1,native,41992
recovery-in-europe,GRC,2045,1,non-eu,64123
recovery-in-europe,GRC,2045,2,eu,2843
recovery-in-europe,GRC,2045,2,native,85054
