scenario,dest,year,sex,edu,pop
ukraine-war,FRA,2035,f,1,611893
ukraine-war,FRA,2035,f,2,449126
ukraine-war,FRA,2035,f,3,3256478
ukraine-war,FRA,2035,f,4,5028137
ukraine-war,FRA,2035,f,5,13827044
ukraine-war,FRA,2035,f,6,15312647
ukraine-war,FRA,2035,m,1,459189
ukraine-war,FRA,2035,m,2,376270
ukraine-war,FRA,2035,m,3,2503004
ukraine-war,FRA,2035,m,4,4570833
ukraine-war,FRA,2035,m,5,14963933
ukraine-war,FRA,2035,m,6,13414217
ukraine-war,FRA,2040,f,1,677636
ukraine-war,FRA,2040,f,2,482355
ukraine-war,FRA,2040,f,3,2845042
ukraine-war,FRA,2040,f,4,4767897
ukraine-war,FRA,2040,f,5,14015204
ukraine-war,FRA,2040,f,6,17082406
ukraine-war,FRA,2040,m,1,497415
ukraine-war,FRA,2040,m,2,408457
ukraine-war,FRA,2040,m,3,2292255
ukraine-war,FRA,2040,m,4,4371900
ukraine-war,FRA,2040,m,5,15160936
ukraine-war,FRA,2040,m,6,14883407
ukraine-war,FRA,2045,f,1,725229
ukraine-war,FRA,2045,f,2,522970
ukraine-war,FRA,2045,f,3,2501741
ukraine-war,FRA,2045,f,4,4544999
ukraine-war,FRA,2045,f,5,14098221
ukraine-war,FRA,2045,f,6,18924517
ukraine-war,FRA,2045,m,1,525334
ukraine-war,FRA,2045,m,2,447298
ukraine-war,FRA,2045,m,3,2134274
ukraine-war,FRA,2045,m,4,4222938
ukraine-war,FRA,2045,m,5,15280604
ukraine-war,FRA,2045,m,6,16425669
ukraine-war,FRA,2050,f,1,761055
ukraine-war,FRA,2050,f,2,570593
ukraine-war,FRA,2050,f,3,2243117
ukraine-war,FRA,2050,f,4,4343202
ukraine-war,FRA,2050,f,5,14127372
ukraine-war,FRA,2050,f,6,20801878
ukraine-war,FRA,2050,m,1,548443
ukraine-war,FRA,2050,m,2,492157
ukraine-war,FRA,2050,m,3,2033327
ukraine-war,FRA,2050,m,4,4104600
ukraine-war,FRA,2050,m,5,15381426
ukraine-war,FRA,2050,m,6,18027035
ukraine-war,GBR,2015,f,1,5927350
ukraine-war,GBR,2015,f,2,127811
ukraine-war,GBR,2015,f,3,296674
ukraine-war,GBR,2015,f,4,10244143
ukraine-war,GBR,2015,f,5,8618270
ukraine-war,GBR,2015,f,6,7471452
ukraine-war,GBR,2015,m,1,6223335
ukraine-war,GBR,2015,m,2,97007
ukraine-war,GBR,2015,m,3,241310
ukraine-war,GBR,2015,m,4,8603410
ukraine-war,GBR,2015,m,5,9223062
ukraine-war,GBR,2015,m,6,7307195
ukraine-war,GBR,2020,f,1,4306530
ukraine-war,GBR,2020,f,2,148651
ukraine-war,GBR,2020,f,3,336258
ukraine-war,GBR,2020,f,4,9988394
ukraine-war,GBR,2020,f,5,9434814
ukraine-war,GBR,2020,f,6,9413208
ukraine-war,GBR,2020,m,1,4397554
ukraine-war,GBR,2020,m,2,115534
ukraine-war,GBR,2020,m,3,282915
ukraine-war,GBR,2020,m,4,8693822
ukraine-war,GBR,2020,m,5,10089430
ukraine-war,GBR,2020,m,6,9170606
ukraine-war,GBR,2025,f,1,2611485
ukraine-war,GBR,2025,f,2,195956
ukraine-war,GBR,2025,f,3,423482
ukraine-war,GBR,2025,f,4,8995914
ukraine-war,GBR,2025,f,5,11237096
ukraine-war,GBR,2025,f,6,11105925
ukraine-war,GBR,2025,m,1,2533002
ukraine-war,GBR,2025,m,2,164222
ukraine-war,GBR,2025,m,3,373437
ukraine-war,GBR,2025,m,4,8149464
ukraine-war,GBR,2025,m,5,11802399
ukraine-war,GBR,2025,m,6,10710260
ukraine-war,GBR,2030,f,1,712261
ukraine-war,GBR,2030,f,2,255362
ukraine-war,GBR,2030,f,3,527753
ukraine-war,GBR,2030,f,4,8462663
ukraine-war,GBR,2030,f,5,12602326
ukraine-war,GBR,2030,f,6,13024077
ukraine-war,GBR,2030,m,1,464115
ukraine-war,GBR,2030,m,2,224142
ukraine-war,GBR,2030,m,3,474272
ukraine-war,GBR,2030,m,4,7942196
ukraine-war,GBR,2030,m,5,13150022
ukraine-war,GBR,2030,m,6,12458951
ukraine-war,GBR,2035,f,1,779861
ukraine-war,GBR,2035,f,2,306830
ukraine-war,GBR,2035,f,3,594425
ukraine-war,GBR,2035,f,4,7518801
ukraine-war,GBR,2035,f,5,13220473
ukraine-war,GBR,2035,f,6,14307517
ukraine-war,GBR,2035,m,1,469367
ukraine-war,GBR,2035,m,2,276549
ukraine-war,GBR,2035,m,3,535510
ukraine-war,GBR,2035,m,4,7276744
ukraine-war,GBR,2035,m,5,13736286
ukraine-war,GBR,2035,m,6,13504406
ukraine-war,GBR,2040,f,1,907145
ukraine-war,GBR,2040,f,2,363310
ukraine-war,GBR,2040,f,3,661814
ukraine-war,GBR,2040,f,4,6679797
ukraine-war,GBR,2040,f,5,13769917
ukraine-war,GBR,2040,f,6,15728937
ukraine-war,GBR,2040,m,1,538169
ukraine-war,GBR,2040,m,2,334283
ukraine-war,GBR,2040,m,3,595651
ukraine-war,GBR,2040,m,4,6677476
ukraine-war,GBR,2040,m,5,14302996
ukraine-war,GBR,2040,m,6,14667448
ukraine-war,GBR,2045,f,1,1015982
ukraine-war,GBR,2045,f,2,426581
ukraine-war,GBR,2045,f,3,739550
ukraine-war,GBR,2045,f,4,5978857
ukraine-war,GBR,2045,f,5,14296718
ukraine-war,GBR,2045,f,6,17350019
ukraine-war,GBR,2045,m,1,595895
ukraine-war,GBR,2045,m,2,398534
ukraine-war,GBR,2045,m,3,664427
ukraine-war,GBR,2045,m,4,6180539
ukraine-war,GBR,2045,m,5,14886548
ukraine-war,GBR,2045,m,6,16027849
ukraine-war,GBR,2050,f,1,1107361
ukraine-war,GBR,2050,f,2,496698
ukraine-war,GBR,2050,f,3,824065
ukraine-war,GBR,2050,f,4,5409758
ukraine-war,GBR,2050,f,5,14855998
ukraine-war,GBR,2050,f,6,19130217
ukraine-war,GBR,2050,m,1,645702
ukraine-war,GBR,2050,m,2,468653
ukraine-war,GBR,2050,m,3,737423
ukraine-war,GBR,2050,m,4,5768388
ukraine-war,GBR,2050,m,5,15538571
ukraine-war,GBR,2050,m,6,17561123
ukraine-war,GRC,2015,f,1,782606
ukraine-war,GRC,2015,f,2,468554
ukraine-war,GRC,2015,f,3,1210205
ukraine-war,GRC,2015,f,4,581685
ukraine-war,GRC,2015,f,5,1306210
ukraine-war,GRC,2015,f,6,1213432
ukraine-war,GRC,2015,m,1,818675
ukraine-war,GRC,2015,m,2,227509
ukraine-war,GRC,2015,m,3,1019534
ukraine-war,GRC,2015,m,4,623363
ukraine-war,GRC,2015,m,5,1398212
ukraine-war,GRC,2015,m,6,1151662
ukraine-war,GRC,2020,f,1,544965
ukraine-war,GRC,2020,f,2,349420
ukraine-war,GRC,2020,f,3,1068796
ukraine-war,GRC,2020,f,4,617869
ukraine-war,GRC,2020,f,5,1443019
ukraine-war,GRC,2020,f,6,1476649
ukraine-war,GRC,2020,m,1,575146
ukraine-war,GRC,2020,m,2,163014
ukraine-war,GRC,2020,m,3,864226
ukraine-war,GRC,2020,m,4,665746
ukraine-war,GRC,2020,m,5,1553917
ukraine-war,GRC,2020,m,6,1360658
ukraine-war,GRC,2025,f,1,287228
ukraine-war,GRC,2025,f,2,263905
ukraine-war,GRC,2025,f,3,984181
ukraine-war,GRC,2025,f,4,603779
ukraine-war,GRC,2025,f,5,1576239
ukraine-war,GRC,2025,f,6,1701570
ukraine-war,GRC,2025,m,1,301395
ukraine-war,GRC,2025,m,2,122035
ukraine-war,GRC,2025,m,3,786658
ukraine-war,GRC,2025,m,4,640944
ukraine-war,GRC,2025,m,5,1704403
ukraine-war,GRC,2025,m,6,1538013
ukraine-war,GRC,2030,f,1,44627
ukraine-war,GRC,2030,f,2,189805
ukraine-war,GRC,2030,f,3,869996
ukraine-war,GRC,2030,f,4,589340
ukraine-war,GRC,2030,f,5,1678413
ukraine-war,GRC,2030,f,6,1950735
ukraine-war,GRC,2030,m,1,43562
ukraine-war,GRC,2030,m,2,92040
ukraine-war,GRC,2030,m,3,682036
ukraine-war,GRC,2030,m,4,622661
ukraine-war,GRC,2030,m,5,1829671
ukraine-war,GRC,2030,m,6,1732901
ukraine-war,GRC,2035,f,1,46337
ukraine-war,GRC,2035,f,2,131298
ukraine-war,GRC,2035,f,3,747886
ukraine-war,GRC,2035,f,4,550567
ukraine-war,GRC,2035,f,5,1667954
ukraine-war,GRC,2035,f,6,2085438
ukraine-war,GRC,2035,m,1,42743
ukraine-war,GRC,2035,m,2,70911
ukraine-war,GRC,2035,m,3,578885
ukraine-war,GRC,2035,m,4,577861
ukraine-war,GRC,2035,m,5,1840179
ukraine-war,GRC,2035,m,6,1807091
ukraine-war,GRC,2040,f,1,52049
ukraine-war,GRC,2040,f,2,92947
ukraine-war,GRC,2040,f,3,629383
ukraine-war,GRC,2040,f,4,504966
ukraine-war,GRC,2040,f,5,1647073
ukraine-war,GRC,2040,f,6,2219036
ukraine-war,GRC,2040,m,1,45990
ukraine-war,GRC,2040,m,2,59218
ukraine-war,GRC,2040,m,3,488607
ukraine-war,GRC,2040,m,4,526130
ukraine-war,GRC,2040,m,5,1841971
ukraine-war,GRC,2040,m,6,1882263
ukraine-war,GRC,2045,f,1,56567
ukraine-war,GRC,2045,f,2,70526
ukraine-war,GRC,2045,f,3,517333
ukraine-war,GRC,2045,f,4,464839
ukraine-war,GRC,2045,f,5,1610264
ukraine-war,GRC,2045,f,6,2348801
ukraine-war,GRC,2045,m,1,47687
ukraine-war,GRC,2045,m,2,52675
ukraine-war,GRC,2045,m,3,412546
ukraine-war,GRC,2045,m,4,481904
ukraine-war,GRC,2045,m,5,1828196
ukraine-war,GRC,2045,m,6,1957517
ukraine-war,GRC,2050,f,1,60711
ukraine-war,GRC,2050,f,2,58535
ukraine-war,GRC,2050,f,3,417705
ukraine-war,GRC,2050,f,4,428376
ukraine-war,GRC,2050,f,5,1565026
ukraine-war,GRC,2050,f,6,2464009
ukraine-war,GRC,2050,m,1,49032
ukraine-war,GRC,2050,m,2,48784
ukraine-war,GRC,2050,m,3,352175
ukraine-war,GRC,2050,m,4,443625
ukraine-war,GRC,2050,m,5,1806193
ukraine-war,GRC,2050,m,6,2023678
ukraine-war,HRV,2015,f,1,305781
ukraine-war,HRV,2015,f,2,39370
ukraine-war,HRV,2015,f,3,52005
ukraine-war,HRV,2015,f,4,594485
ukraine-war,HRV,2015,f,5,823204
ukraine-war,HRV,2015,f,6,348622
ukraine-war,HRV,2015,m,1,323385
ukraine-war,HRV,2015,m,2,13827
ukraine-war,HRV,2015,m,3,26658
ukraine-war,HRV,2015,m,4,387878
ukraine-war,HRV,2015,m,5,972050
ukraine-war,HRV,2015,m,6,291005
ukraine-war,HRV,2020,f,1,209020
ukraine-war,HRV,2020,f,2,28979
ukraine-war,HRV,2020,f,3,45422
ukraine-war,HRV,2020,f,4,507547
ukraine-war,HRV,2020,f,5,902476
ukraine-war,HRV,2020,f,6,422480
ukraine-war,HRV,2020,m,1,218845
ukraine-war,HRV,2020,m,2,11966
ukraine-war,HRV,2020,m,3,25214
ukraine-war,HRV,2020,m,4,330619
ukraine-war,HRV,2020,m,5,1042142
ukraine-war,HRV,2020,m,6,341478
ukraine-war,HRV,2025,f,1,106933
ukraine-war,HRV,2025,f,2,21614
ukraine-war,HRV,2025,f,3,39182
ukraine-war,HRV,2025,f,4,444561
ukraine-war,HRV,2025,f,5,970242
ukraine-war,HRV,2025,f,6,469013
ukraine-war,HRV,2025,m,1,110997
ukraine-war,HRV,2025,m,2,11300
ukraine-war,HRV,2025,m,3,24227
ukraine-war,HRV,2025,m,4,299131
ukraine-war,HRV,2025,m,5,1099343
ukraine-war,HRV,2025,m,6,373213
ukraine-war,HRV,2030,f,1,9936
ukraine-war,HRV,2030,f,2,16713
ukraine-war,HRV,2030,f,3,32983
ukraine-war,HRV,2030,f,4,383024
ukraine-war,HRV,2030,f,5,1023398
ukraine-war,HRV,2030,f,6,526159
ukraine-war,HRV,2030,m,1,8220
ukraine-war,HRV,2030,m,2,10852
ukraine-war,HRV,2030,m,3,22306
ukraine-war,HRV,2030,m,4,267729
ukraine-war,HRV,2030,m,5,1144141
ukraine-war,HRV,2030,m,6,414355
ukraine-war,HRV,2035,f,1,8632
ukraine-war,HRV,2035,f,2,13823
ukraine-war,HRV,2035,f,3,27645
ukraine-war,HRV,2035,f,4,321921
ukraine-war,HRV,2035,f,5,1006595
ukraine-war,HRV,2035,f,6,557989
ukraine-war,HRV,2035,m,1,7217
ukraine-war,HRV,2035,m,2,10609
ukraine-war,HRV,2035,m,3,20304
ukraine-war,HRV,2035,m,4,231037
ukraine-war,HRV,2035,m,5,1121774
ukraine-war,HRV,2035,m,6,427314
ukraine-war,HRV,2040,f,1,9241
ukraine-war,HRV,2040,f,2,12477
ukraine-war,HRV,2040,f,3,23925
ukraine-war,HRV,2040,f,4,269742
ukraine-war,HRV,2040,f,5,977507
ukraine-war,HRV,2040,f,6,588889
ukraine-war,HRV,2040,m,1,8001
ukraine-war,HRV,2040,m,2,10779
ukraine-war,HRV,2040,m,3,19116
ukraine-war,HRV,2040,m,4,200847
ukraine-war,HRV,2040,m,5,1090697
ukraine-war,HRV,2040,m,6,440020
ukraine-war,HRV,2045,f,1,9801
ukraine-war,HRV,2045,f,2,12250
ukraine-war,HRV,2045,f,3,21535
ukraine-war,HRV,2045,f,4,225930
ukraine-war,HRV,2045,f,5,938303
ukraine-war,HRV,2045,f,6,620670
ukraine-war,HRV,2045,m,1,8723
ukraine-war,HRV,2045,m,2,11445
ukraine-war,HRV,2045,m,3,18744
ukraine-war,HRV,2045,m,4,175611
ukraine-war,HRV,2045,m,5,1055036
ukraine-war,HRV,2045,m,6,454737
ukraine-war,HRV,2050,f,1,10637
ukraine-war,HRV,2050,f,2,12377
ukraine-war,HRV,2050,f,3,19959
ukraine-war,HRV,2050,f,4,189132
ukraine-war,HRV,2050,f,5,893079
ukraine-war,HRV,2050,f,6,652803
ukraine-war,HRV,2050,m,1,9529
ukraine-war,HRV,2050,m,2,12225
ukraine-war,HRV,2050,m,3,18831
ukraine-war,HRV,2050,m,4,154343
ukraine-war,HRV,2050,m,5,1018206
ukraine-war,HRV,2050,m,6,471342
ukraine-war,HUN,2015,f,1,694774
ukraine-war,HUN,2015,f,2,31142
ukraine-war,HUN,2015,f,3,67472
ukraine-war,HUN,2015,f,4,1523336
ukraine-war,HUN,2015,f,5,1833765
ukraine-war,HUN,2015,f,6,988314
ukraine-war,HUN,2015,m,1,733128
ukraine-war,HUN,2015,m,2,21931
ukraine-war,HUN,2015,m,3,39767
ukraine-war,HUN,2015,m,4,1032336
ukraine-war,HUN,2015,m,5,2040176
ukraine-war,HUN,2015,m,6,810154
ukraine-war,HUN,2020,f,1,467127
ukraine-war,HUN,2020,f,2,26544
ukraine-war,HUN,2020,f,3,60798
ukraine-war,HUN,2020,f,4,1280998
ukraine-war,HUN,2020,f,5,1991332
ukraine-war,HUN,2020,f,6,1188902
ukraine-war,HUN,2020,m,1,492609
ukraine-war,HUN,2020,m,2,18335
ukraine-war,HUN,2020,m,3,41981
ukraine-war,HUN,2020,m,4,865392
ukraine-war,HUN,2020,m,5,2215230
ukraine-war,HUN,2020,m,6,941324
ukraine-war,HUN,2025,f,1,228047
ukraine-war,HUN,2025,f,2,23956
ukraine-war,HUN,2025,f,3,52848
ukraine-war,HUN,2025,f,4,1123110
ukraine-war,HUN,2025,f,5,2068804
ukraine-war,HUN,2025,f,6,1374502
ukraine-war,HUN,2025,m,1,240625
ukraine-war,HUN,2025,m,2,17316
ukraine-war,HUN,2025,m,3,44190
ukraine-war,HUN,2025,m,4,796120
ukraine-war,HUN,2025,m,5,2265033
ukraine-war,HUN,2025,m,6,1092046
ukraine-war,HUN,2030,f,1,10578
ukraine-war,HUN,2030,f,2,21520
ukraine-war,HUN,2030,f,3,45032
ukraine-war,HUN,2030,f,4,949197
ukraine-war,HUN,2030,f,5,2140519
ukraine-war,HUN,2030,f,6,1561746
ukraine-war,HUN,2030,m,1,11536
ukraine-war,HUN,2030,m,2,16279
ukraine-war,HUN,2030,m,3,41138
ukraine-war,HUN,2030,m,4,699978
ukraine-war,HUN,2030,m,5,2329627
ukraine-war,HUN,2030,m,6,1237701
ukraine-war,HUN,2035,f,1,10259
ukraine-war,HUN,2035,f,2,19118
ukraine-war,HUN,2035,f,3,38493
ukraine-war,HUN,2035,f,4,778866
ukraine-war,HUN,2035,f,5,2077528
ukraine-war,HUN,2035,f,6,1659543
ukraine-war,HUN,2035,m,1,10790
ukraine-war,HUN,2035,m,2,15058
ukraine-war,HUN,2035,m,3,38238
ukraine-war,HUN,2035,m,4,596355
ukraine-war,HUN,2035,m,5,2263451
ukraine-war,HUN,2035,m,6,1291160
ukraine-war,HUN,2040,f,1,11237
ukraine-war,HUN,2040,f,2,17505
ukraine-war,HUN,2040,f,3,33713
ukraine-war,HUN,2040,f,4,643227
ukraine-war,HUN,2040,f,5,1988956
ukraine-war,HUN,2040,f,6,1743501
ukraine-war,HUN,2040,m,1,11602
ukraine-war,HUN,2040,m,2,14512
ukraine-war,HUN,2040,m,3,36092
ukraine-war,HUN,2040,m,4,515563
ukraine-war,HUN,2040,m,5,2181635
ukraine-war,HUN,2040,m,6,1334266
ukraine-war,HUN,2045,f,1,12174
ukraine-war,HUN,2045,f,2,16585
ukraine-war,HUN,2045,f,3,30745
ukraine-war,HUN,2045,f,4,535377
ukraine-war,HUN,2045,f,5,1881209
ukraine-war,HUN,2045,f,6,1818891
ukraine-war,HUN,2045,m,1,12336
ukraine-war,HUN,2045,m,2,14572
ukraine-war,HUN,2045,m,3,35258
ukraine-war,HUN,2045,m,4,449235
ukraine-war,HUN,2045,m,5,2090072
ukraine-war,HUN,2045,m,6,1373356
ukraine-war,HUN,2050,f,1,13233
ukraine-war,HUN,2050,f,2,15996
ukraine-war,HUN,2050,f,3,28829
ukraine-war,HUN,2050,f,4,450572
ukraine-war,HUN,2050,f,5,1763619
ukraine-war,HUN,2050,f,6,1886520
ukraine-war,HUN,2050,m,1,13120
ukraine-war,HUN,2050,m,2,14884
ukraine-war,HUN,2050,m,3,35060
ukraine-war,HUN,2050,m,4,392118
ukraine-war,HUN,2050,m,5,1995436
ukraine-war,HUN,2050,m,6,1409458
ukraine-war,IRL,2015,f,1,475842
ukraine-war,IRL,2015,f,2,28962
ukraine-war,IRL,2015,f,3,236186
ukraine-war,IRL,2015,f,4,354756
ukraine-war,IRL,2015,f,5,575667
ukraine-war,IRL,2015,f,6,599266
ukraine-war,IRL,2015,m,1,497065
ukraine-war,IRL,2015,m,2,33489
ukraine-war,IRL,2015,m,3,258799
ukraine-war,IRL,2015,m,4,389646
ukraine-war,IRL,2015,m,5,494471
ukraine-war,IRL,2015,m,6,546913
ukraine-war,IRL,2020,f,1,339484
ukraine-war,IRL,2020,f,2,31106
ukraine-war,IRL,2020,f,3,219767
ukraine-war,IRL,2020,f,4,369875
ukraine-war,IRL,2020,f,5,635624
ukraine-war,IRL,2020,f,6,828368
ukraine-war,IRL,2020,m,1,352556
ukraine-war,IRL,2020,m,2,33556
ukraine-war,IRL,2020,m,3,234439
ukraine-war,IRL,2020,m,4,399331
ukraine-war,IRL,2020,m,5,585932
ukraine-war,IRL,2020,m,6,764693
ukraine-war,IRL,2025,f,1,187239
ukraine-war,IRL,2025,f,2,32629
ukraine-war,IRL,2025,f,3,227395
ukraine-war,IRL,2025,f,4,386410
ukraine-war,IRL,2025,f,5,718685
ukraine-war,IRL,2025,f,6,1020309
ukraine-war,IRL,2025,m,1,190643
ukraine-war,IRL,2025,m,2,34447
ukraine-war,IRL,2025,m,3,241080
ukraine-war,IRL,2025,m,4,414462
ukraine-war,IRL,2025,m,5,691585
ukraine-war,IRL,2025,m,6,943213
ukraine-war,IRL,2030,f,1,33908
ukraine-war,IRL,2030,f,2,35400
ukraine-war,IRL,2030,f,3,214502
ukraine-war,IRL,2030,f,4,391091
ukraine-war,IRL,2030,f,5,806067
ukraine-war,IRL,2030,f,6,1249596
ukraine-war,IRL,2030,m,1,27208
ukraine-war,IRL,2030,m,2,36843
ukraine-war,IRL,2030,m,3,223270
ukraine-war,IRL,2030,m,4,421229
ukraine-war,IRL,2030,m,5,794811
ukraine-war,IRL,2030,m,6,1165232
ukraine-war,IRL,2035,f,1,40620
ukraine-war,IRL,2035,f,2,37293
ukraine-war,IRL,2035,f,3,199912
ukraine-war,IRL,2035,f,4,379470
ukraine-war,IRL,2035,f,5,837137
ukraine-war,IRL,2035,f,6,1403728
ukraine-war,IRL,2035,m,1,30606
ukraine-war,IRL,2035,m,2,38621
ukraine-war,IRL,2035,m,3,206183
ukraine-war,IRL,2035,m,4,412215
ukraine-war,IRL,2035,m,5,837279
ukraine-war,IRL,2035,m,6,1307461
ukraine-war,IRL,2040,f,1,51814
ukraine-war,IRL,2040,f,2,40312
ukraine-war,IRL,2040,f,3,183485
ukraine-war,IRL,2040,f,4,361308
ukraine-war,IRL,2040,f,5,875066
ukraine-war,IRL,2040,f,6,1570966
ukraine-war,IRL,2040,m,1,38597
ukraine-war,IRL,2040,m,2,41761
ukraine-war,IRL,2040,m,3,187296
ukraine-war,IRL,2040,m,4,394663
ukraine-war,IRL,2040,m,5,889676
ukraine-war,IRL,2040,m,6,1463416
ukraine-war,IRL,2045,f,1,62988
ukraine-war,IRL,2045,f,2,44839
ukraine-war,IRL,2045,f,3,172256
ukraine-war,IRL,2045,f,4,347911
ukraine-war,IRL,2045,f,5,909036
ukraine-war,IRL,2045,f,6,1753508
ukraine-war,IRL,2045,m,1,46408
ukraine-war,IRL,2045,m,2,46584
ukraine-war,IRL,2045,m,3,176290
ukraine-war,IRL,2045,m,4,381387
ukraine-war,IRL,2045,m,5,936908
ukraine-war,IRL,2045,m,6,1636718
ukraine-war,IRL,2050,f,1,74310
ukraine-war,IRL,2050,f,2,50708
ukraine-war,IRL,2050,f,3,168382
ukraine-war,IRL,2050,f,4,341210
ukraine-war,IRL,2050,f,5,947734
ukraine-war,IRL,2050,f,6,1942987
ukraine-war,IRL,2050,m,1,54322
ukraine-war,IRL,2050,m,2,52788
ukraine-war,IRL,2050,m,3,174175
ukraine-war,IRL,2050,m,4,373476
ukraine-war,IRL,2050,m,5,991093
ukraine-war,IRL,2050,m,6,1817379
ukraine-war,ITA,2015,f,1,4073612
ukraine-war,ITA,2015,f,2,1685513
ukraine-war,ITA,2015,f,3,5818356
ukraine-war,ITA,2015,f,4,6864474
ukraine-war,ITA,2015,f,5,8108105
ukraine-war,ITA,2015,f,6,4592763
ukraine-war,ITA,2015,m,1,4318295
ukraine-war,ITA,2015,m,2,827475
ukraine-war,ITA,2015,m,3,4046862
ukraine-war,ITA,2015,m,4,7957118
ukraine-war,ITA,2015,m,5,8352318
ukraine-war,ITA,2015,m,6,3845225
ukraine-war,ITA,2020,f,1,2879717
ukraine-war,ITA,2020,f,2,1309649
ukraine-war,ITA,2020,f,3,4950544
ukraine-war,ITA,2020,f,4,6999073
ukraine-war,ITA,2020,f,5,9325356
ukraine-war,ITA,2020,f,6,5483399
ukraine-war,ITA,2020,m,1,3042461
ukraine-war,ITA,2020,m,2,657834
ukraine-war,ITA,2020,m,3,3358182
ukraine-war,ITA,2020,m,4,8089939
ukraine-war,ITA,2020,m,5,9670861
ukraine-war,ITA,2020,m,6,4562084
ukraine-war,ITA,2025,f,1,1558165
ukraine-war,ITA,2025,f,2,1018659
ukraine-war,ITA,2025,f,3,4162379
ukraine-war,ITA,2025,f,4,7055145
ukraine-war,ITA,2025,f,5,10658247
ukraine-war,ITA,2025,f,6,6224766
ukraine-war,ITA,2025,m,1,1631900
ukraine-war,ITA,2025,m,2,537679
ukraine-war,ITA,2025,m,3,2740426
ukraine-war,ITA,2025,m,4,8114878
ukraine-war,ITA,2025,m,5,11074282
ukraine-war,ITA,2025,m,6,5145833
ukraine-war,ITA,2030,f,1,254361
ukraine-war,ITA,2030,f,2,781411
ukraine-war,ITA,2030,f,3,3416116
ukraine-war,ITA,2030,f,4,6931249
ukraine-war,ITA,2030,f,5,11812898
ukraine-war,ITA,2030,f,6,7218543
ukraine-war,ITA,2030,m,1,252941
ukraine-war,ITA,2030,m,2,453030
ukraine-war,ITA,2030,m,3,2173534
ukraine-war,ITA,2030,m,4,7893615
ukraine-war,ITA,2030,m,5,12354622
ukraine-war,ITA,2030,m,6,5923818
ukraine-war,ITA,2035,f,1,258942
ukraine-war,ITA,2035,f,2,589443
ukraine-war,ITA,2035,f,3,2689896
ukraine-war,ITA,2035,f,4,6468969
ukraine-war,ITA,2035,f,5,12258208
ukraine-war,ITA,2035,f,6,7892874
ukraine-war,ITA,2035,m,1,249608
ukraine-war,ITA,2035,m,2,385878
ukraine-war,ITA,2035,m,3,1657676
ukraine-war,ITA,2035,m,4,7308990
ukraine-war,ITA,2035,m,5,12923456
ukraine-war,ITA,2035,m,6,6337800
ukraine-war,ITA,2040,f,1,287978
ukraine-war,ITA,2040,f,2,460278
ukraine-war,ITA,2040,f,3,2046099
ukraine-war,ITA,2040,f,4,5937553
ukraine-war,ITA,2040,f,5,12558440
ukraine-war,ITA,2040,f,6,8633584
ukraine-war,ITA,2040,m,1,273612
ukraine-war,ITA,2040,m,2,346933
ukraine-war,ITA,2040,m,3,1252008
ukraine-war,ITA,2040,m,4,6645608
ukraine-war,ITA,2040,m,5,13368664
ukraine-war,ITA,2040,m,6,6814632
ukraine-war,ITA,2045,f,1,308093
ukraine-war,ITA,2045,f,2,380236
ukraine-war,ITA,2045,f,3,1508852
ukraine-war,ITA,2045,f,4,5425752
ukraine-war,ITA,2045,f,5,12657852
ukraine-war,ITA,2045,f,6,9415776
ukraine-war,ITA,2045,m,1,289872
ukraine-war,ITA,2045,m,2,325695
ukraine-war,ITA,2045,m,3,962939
ukraine-war,ITA,2045,m,4,6018638
ukraine-war,ITA,2045,m,5,13632021
ukraine-war,ITA,2045,m,6,7331103
ukraine-war,ITA,2050,f,1,321416
ukraine-war,ITA,2050,f,2,332509
ukraine-war,ITA,2050,f,3,1098390
ukraine-war,ITA,2050,f,4,4916817
ukraine-war,ITA,2050,f,5,12623158
ukraine-war,ITA,2050,f,6,10161833
ukraine-war,ITA,2050,m,1,302083
ukraine-war,ITA,2050,m,2,313995
ukraine-war,ITA,2050,m,3,770074
ukraine-war,ITA,2050,m,4,5414636
ukraine-war,ITA,2050,m,5,13784620
ukraine-war,ITA,2050,m,6,7830305
ukraine-war,LTU,2015,f,1,207530
ukraine-war,LTU,2015,f,2,17471
ukraine-war,LTU,2015,f,3,161840
ukraine-war,LTU,2015,f,4,168294
ukraine-war,LTU,2015,f,5,348659
ukraine-war,LTU,2015,f,6,669113
ukraine-war,LTU,2015,m,1,217947
ukraine-war,LTU,2015,m,2,6578
ukraine-war,LTU,2015,m,3,84968
ukraine-war,LTU,2015,m,4,178346
ukraine-war,LTU,2015,m,5,385107
ukraine-war,LTU,2015,m,6,470912
ukraine-war,LTU,2020,f,1,143175
ukraine-war,LTU,2020,f,2,15339
ukraine-war,LTU,2020,f,3,105324
ukraine-war,LTU,2020,f,4,164481
ukraine-war,LTU,2020,f,5,363954
ukraine-war,LTU,2020,f,6,751738
ukraine-war,LTU,2020,m,1,149493
ukraine-war,LTU,2020,m,2,9297
ukraine-war,LTU,2020,m,3,48894
ukraine-war,LTU,2020,m,4,169435
ukraine-war,LTU,2020,m,5,400536
ukraine-war,LTU,2020,m,6,539455
ukraine-war,LTU,2025,f,1,76518
ukraine-war,LTU,2025,f,2,13254
ukraine-war,LTU,2025,f,3,87525
ukraine-war,LTU,2025,f,4,146097
ukraine-war,LTU,2025,f,5,382374
ukraine-war,LTU,2025,f,6,806239
