scenario,dest,year,age,sex,pop
recovery-in-europe,BGR,2040,0,f,111843
recovery-in-europe,BGR,2040,0,m,118437
recovery-in-europe,BGR,2040,5,f,114580
recovery-in-europe,BGR,2040,5,m,121729
recovery-in-europe,BGR,2040,10,f,121391
recovery-in-europe,BGR,2040,10,m,129155
recovery-in-europe,BGR,2040,15,f,132530
recovery-in-europe,BGR,2040,15,m,141050
recovery-in-europe,BGR,2040,20,f,145986
recovery-in-europe,BGR,2040,20,m,155331
recovery-in-europe,BGR,2040,25,f,146341
recovery-in-europe,BGR,2040,25,m,156368
recovery-in-europe,BGR,2040,30,f,152073
recovery-in-europe,BGR,2040,30,m,161916
recovery-in-europe,BGR,2040,35,f,142487
recovery-in-europe,BGR,2040,35,m,151471
recovery-in-europe,BGR,2040,40,f,141255
recovery-in-europe,BGR,2040,40,m,148981
recovery-in-europe,BGR,2040,45,f,181851
recovery-in-europe,BGR,2040,45,m,189821
recovery-in-europe,BGR,2040,50,f,216655
recovery-in-europe,BGR,2040,50,m,220856
recovery-in-europe,BGR,2040,55,f,211846
recovery-in-europe,BGR,2040,55,m,214711
recovery-in-europe,BGR,2040,60,f,228115
recovery-in-europe,BGR,2040,60,m,219023
recovery-in-europe,BGR,2040,65,f,215839
recovery-in-europe,BGR,2040,65,m,193803
recovery-in-europe,BGR,2040,70,f,187555
recovery-in-europe,BGR,2040,70,m,151363
recovery-in-europe,BGR,2040,75,f,171174
recovery-in-europe,BGR,2040,75,m,121170
recovery-in-europe,BGR,2040,80,f,143625
recovery-in-europe,BGR,2040,80,m,85203
recovery-in-europe,BGR,2040,85,f,95894
recovery-in-europe,BGR,2040,85,m,48612
recovery-in-europe,BGR,2040,90,f,39123
recovery-in-europe,BGR,2040,90,m,17850
recovery-in-europe,BGR,2040,95,f,7321
recovery-in-europe,BGR,2040,95,m,3822
recovery-in-europe,BGR,2040,100,f,1482
recovery-in-europe,BGR,2040,100,m,1232
recovery-in-europe,BGR,2045,0,f,108825
recovery-in-europe,BGR,2045,0,m,115497
recovery-in-europe,BGR,2045,5,f,111594
recovery-in-europe,BGR,2045,5,m,118779
recovery-in-europe,BGR,2045,10,f,114099
recovery-in-europe,BGR,2045,10,m,121628
recovery-in-europe,BGR,2045,15,f,120984
recovery-in-europe,BGR,2045,15,m,128982
recovery-in-europe,BGR,2045,20,f,131796
recovery-in-europe,BGR,2045,20,m,140336
recovery-in-europe,BGR,2045,25,f,145004
recovery-in-europe,BGR,2045,25,m,154198
recovery-in-europe,BGR,2045,30,f,144963
recovery-in-europe,BGR,2045,30,m,154758
recovery-in-europe,BGR,2045,35,f,150612
recovery-in-europe,BGR,2045,35,m,160040
recovery-in-europe,BGR,2045,40,f,141304
recovery-in-europe,BGR,2045,40,m,149634
recovery-in-europe,BGR,2045,45,f,139974
recovery-in-europe,BGR,2045,45,m,146544
recovery-in-europe,BGR,2045,50,f,179618
recovery-in-europe,BGR,2045,50,m,184809
recovery-in-europe,BGR,2045,55,f,213088
recovery-in-europe,BGR,2045,55,m,211962
recovery-in-europe,BGR,2045,60,f,206780
recovery-in-europe,BGR,2045,60,m,201734
recovery-in-europe,BGR,2045,65,f,219939
recovery-in-europe,BGR,2045,65,m,200028
recovery-in-europe,BGR,2045,70,f,203798
recovery-in-europe,BGR,2045,70,m,170486
recovery-in-europe,BGR,2045,75,f,171465
recovery-in-europe,BGR,2045,75,m,126051
recovery-in-europe,BGR,2045,80,f,142069
recovery-in-europe,BGR,2045,80,m,89423
recovery-in-europe,BGR,2045,85,f,97412
recovery-in-europe,BGR,2045,85,m,50705
recovery-in-europe,BGR,2045,90,f,44659
recovery-in-europe,BGR,2045,90,m,20417
recovery-in-europe,BGR,2045,95,f,10121
recovery-in-europe,BGR,2045,95,m,4907
recovery-in-europe,BGR,2045,100,f,1681
recovery-in-europe,BGR,2045,100,m,1301
recovery-in-europe,BGR,2050,0,f,104415
recovery-in-europe,BGR,2050,0,m,110906
recovery-in-europe,BGR,2050,5,f,109212
recovery-in-europe,BGR,2050,5,m,116625
recovery-in-europe,BGR,2050,10,f,111764
recovery-in-europe,BGR,2050,10,m,119443
recovery-in-europe,BGR,2050,15,f,114386
recovery-in-europe,BGR,2050,15,m,122253
recovery-in-europe,BGR,2050,20,f,120974
recovery-in-europe,BGR,2050,20,m,129086
recovery-in-europe,BGR,2050,25,f,131592
recovery-in-europe,BGR,2050,25,m,140065
recovery-in-europe,BGR,2050,30,f,144529
recovery-in-europe,BGR,2050,30,m,153556
recovery-in-europe,BGR,2050,35,f,143799
recovery-in-europe,BGR,2050,35,m,153151
recovery-in-europe,BGR,2050,40,f,149611
recovery-in-europe,BGR,2050,40,m,158408
recovery-in-europe,BGR,2050,45,f,140394
recovery-in-europe,BGR,2050,45,m,147650
recovery-in-europe,BGR,2050,50,f,138835
recovery-in-europe,BGR,2050,50,m,143462
recovery-in-europe,BGR,2050,55,f,177331
recovery-in-europe,BGR,2050,55,m,178525
recovery-in-europe,BGR,2050,60,f,209193
recovery-in-europe,BGR,2050,60,m,201135
recovery-in-europe,BGR,2050,65,f,201057
recovery-in-europe,BGR,2050,65,m,186524
recovery-in-europe,BGR,2050,70,f,209688
recovery-in-europe,BGR,2050,70,m,178675
recovery-in-europe,BGR,2050,75,f,188995
recovery-in-europe,BGR,2050,75,m,145161
recovery-in-europe,BGR,2050,80,f,145647
recovery-in-europe,BGR,2050,80,m,95836
recovery-in-europe,BGR,2050,85,f,100846
recovery-in-europe,BGR,2050,85,m,55672
recovery-in-europe,BGR,2050,90,f,48668
recovery-in-europe,BGR,2050,90,m,22485
recovery-in-europe,BGR,2050,95,f,12748
recovery-in-europe,BGR,2050,95,m,5849
recovery-in-europe,BGR,2050,100,f,2132
recovery-in-europe,BGR,2050,100,m,1449
recovery-in-europe,CYP,2015,0,f,23679
recovery-in-europe,CYP,2015,0,m,24981
recovery-in-europe,CYP,2015,5,f,22108
recovery-in-europe,CYP,2015,5,m,23582
recovery-in-europe,CYP,2015,10,f,21547
recovery-in-europe,CYP,2015,10,m,22630
recovery-in-europe,CYP,2015,15,f,24655
recovery-in-europe,CYP,2015,15,m,25926
recovery-in-europe,CYP,2015,20,f,30087
recovery-in-europe,CYP,2015,20,m,32109
recovery-in-europe,CYP,2015,25,f,33861
recovery-in-europe,CYP,2015,25,m,35138
recovery-in-europe,CYP,2015,30,f,35147
recovery-in-europe,CYP,2015,30,m,32196
recovery-in-europe,CYP,2015,35,f,32313
recovery-in-europe,CYP,2015,35,m,27105
recovery-in-europe,CYP,2015,40,f,32231
recovery-in-europe,CYP,2015,40,m,25852
recovery-in-europe,CYP,2015,45,f,29550
recovery-in-europe,CYP,2015,45,m,25364
recovery-in-europe,CYP,2015,50,f,28687
recovery-in-europe,CYP,2015,50,m,26418
recovery-in-europe,CYP,2015,55,f,25635
recovery-in-europe,CYP,2015,55,m,24573
recovery-in-europe,CYP,2015,60,f,23205
recovery-in-europe,CYP,2015,60,m,22074
recovery-in-europe,CYP,2015,65,f,20563
recovery-in-europe,CYP,2015,65,m,19139
recovery-in-europe,CYP,2015,70,f,15942
recovery-in-europe,CYP,2015,70,m,14318
recovery-in-europe,CYP,2015,75,f,12679
recovery-in-europe,CYP,2015,75,m,10778
recovery-in-europe,CYP,2015,80,f,8786
recovery-in-europe,CYP,2015,80,m,6511
recovery-in-europe,CYP,2015,85,f,4753
recovery-in-europe,CYP,2015,85,m,3224
recovery-in-europe,CYP,2015,90,f,1586
recovery-in-europe,CYP,2015,90,m,1002
recovery-in-europe,CYP,2015,95,f,353
recovery-in-europe,CYP,2015,95,m,217
recovery-in-europe,CYP,2015,100,f,29
recovery-in-europe,CYP,2015,100,m,42
recovery-in-europe,CYP,2020,0,f,23743
recovery-in-europe,CYP,2020,0,m,25018
recovery-in-europe,CYP,2020,5,f,24633
recovery-in-europe,CYP,2020,5,m,25545
recovery-in-europe,CYP,2020,10,f,22948
recovery-in-europe,CYP,2020,10,m,24094
recovery-in-europe,CYP,2020,15,f,22935
recovery-in-europe,CYP,2020,15,m,23673
recovery-in-europe,CYP,2020,20,f,26183
recovery-in-europe,CYP,2020,20,m,26968
recovery-in-europe,CYP,2020,25,f,31280
recovery-in-europe,CYP,2020,25,m,33175
recovery-in-europe,CYP,2020,30,f,34025
recovery-in-europe,CYP,2020,30,m,35337
recovery-in-europe,CYP,2020,35,f,34500
recovery-in-europe,CYP,2020,35,m,32161
recovery-in-europe,CYP,2020,40,f,31876
recovery-in-europe,CYP,2020,40,m,27604
recovery-in-europe,CYP,2020,45,f,32100
recovery-in-europe,CYP,2020,45,m,26498
recovery-in-europe,CYP,2020,50,f,30154
recovery-in-europe,CYP,2020,50,m,26181
recovery-in-europe,CYP,2020,55,f,29755
recovery-in-europe,CYP,2020,55,m,27108
recovery-in-europe,CYP,2020,60,f,26745
recovery-in-europe,CYP,2020,60,m,24866
recovery-in-europe,CYP,2020,65,f,23889
recovery-in-europe,CYP,2020,65,m,21854
recovery-in-europe,CYP,2020,70,f,20507
recovery-in-europe,CYP,2020,70,m,18035
recovery-in-europe,CYP,2020,75,f,15068
recovery-in-europe,CYP,2020,75,m,12677
recovery-in-europe,CYP,2020,80,f,11082
recovery-in-europe,CYP,2020,80,m,8462
recovery-in-europe,CYP,2020,85,f,6763
recovery-in-europe,CYP,2020,85,m,4477
recovery-in-europe,CYP,2020,90,f,3255
recovery-in-europe,CYP,2020,90,m,2137
recovery-in-europe,CYP,2020,95,f,1441
recovery-in-europe,CYP,2020,95,m,1177
recovery-in-europe,CYP,2020,100,f,1028
recovery-in-europe,CYP,2020,100,m,994
recovery-in-europe,CYP,2025,0,f,23718
recovery-in-europe,CYP,2025,0,m,24842
recovery-in-europe,CYP,2025,5,f,25528
recovery-in-europe,CYP,2025,5,m,26571
recovery-in-europe,CYP,2025,10,f,25881
recovery-in-europe,CYP,2025,10,m,26560
recovery-in-europe,CYP,2025,15,f,24653
recovery-in-europe,CYP,2025,15,m,25618
recovery-in-europe,CYP,2025,20,f,24393
recovery-in-europe,CYP,2025,20,m,24919
recovery-in-europe,CYP,2025,25,f,27737
recovery-in-europe,CYP,2025,25,m,28118
recovery-in-europe,CYP,2025,30,f,32532
recovery-in-europe,CYP,2025,30,m,34375
recovery-in-europe,CYP,2025,35,f,34090
recovery-in-europe,CYP,2025,35,m,35522
recovery-in-europe,CYP,2025,40,f,34148
recovery-in-europe,CYP,2025,40,m,32349
recovery-in-europe,CYP,2025,45,f,31580
recovery-in-europe,CYP,2025,45,m,28067
recovery-in-europe,CYP,2025,50,f,31918
recovery-in-europe,CYP,2025,50,m,26888
recovery-in-europe,CYP,2025,55,f,30405
recovery-in-europe,CYP,2025,55,m,26471
recovery-in-europe,CYP,2025,60,f,30167
recovery-in-europe,CYP,2025,60,m,27005
recovery-in-europe,CYP,2025,65,f,26903
recovery-in-europe,CYP,2025,65,m,24090
recovery-in-europe,CYP,2025,70,f,23461
recovery-in-europe,CYP,2025,70,m,20357
recovery-in-europe,CYP,2025,75,f,18924
recovery-in-europe,CYP,2025,75,m,15646
recovery-in-europe,CYP,2025,80,f,12889
recovery-in-europe,CYP,2025,80,m,9997
recovery-in-europe,CYP,2025,85,f,8223
recovery-in-europe,CYP,2025,85,m,5674
recovery-in-europe,CYP,2025,90,f,4060
recovery-in-europe,CYP,2025,90,m,2561
recovery-in-europe,CYP,2025,95,f,1745
recovery-in-europe,CYP,2025,95,m,1295
recovery-in-europe,CYP,2025,100,f,1074
recovery-in-europe,CYP,2025,100,m,1023
recovery-in-europe,CYP,2030,0,f,22374
recovery-in-europe,CYP,2030,0,m,23553
recovery-in-europe,CYP,2030,5,f,25665
recovery-in-europe,CYP,2030,5,m,26621
recovery-in-europe,CYP,2030,10,f,27240
recovery-in-europe,CYP,2030,10,m,28159
recovery-in-europe,CYP,2030,15,f,27839
recovery-in-europe,CYP,2030,15,m,28381
recovery-in-europe,CYP,2030,20,f,26366
recovery-in-europe,CYP,2030,20,m,27176
recovery-in-europe,CYP,2030,25,f,25870
recovery-in-europe,CYP,2030,25,m,26256
recovery-in-europe,CYP,2030,30,f,29298
recovery-in-europe,CYP,2030,30,m,29378
recovery-in-europe,CYP,2030,35,f,33759
recovery-in-europe,CYP,2030,35,m,35592
recovery-in-europe,CYP,2030,40,f,34391
recovery-in-europe,CYP,2030,40,m,35905
recovery-in-europe,CYP,2030,45,f,34073
recovery-in-europe,CYP,2030,45,m,32662
recovery-in-europe,CYP,2030,50,f,31493
recovery-in-europe,CYP,2030,50,m,28471
recovery-in-europe,CYP,2030,55,f,31820
recovery-in-europe,CYP,2030,55,m,27091
recovery-in-europe,CYP,2030,60,f,30509
recovery-in-europe,CYP,2030,60,m,26397
recovery-in-europe,CYP,2030,65,f,30169
recovery-in-europe,CYP,2030,65,m,26288
recovery-in-europe,CYP,2030,70,f,26463
recovery-in-europe,CYP,2030,70,m,22614
recovery-in-europe,CYP,2030,75,f,21764
recovery-in-europe,CYP,2030,75,m,17925
recovery-in-europe,CYP,2030,80,f,16280
recovery-in-europe,CYP,2030,80,m,12458
recovery-in-europe,CYP,2030,85,f,9705
recovery-in-europe,CYP,2030,85,m,6847
recovery-in-europe,CYP,2030,90,f,5010
recovery-in-europe,CYP,2030,90,m,3162
recovery-in-europe,CYP,2030,95,f,2066
recovery-in-europe,CYP,2030,95,m,1425
recovery-in-europe,CYP,2030,100,f,1128
recovery-in-europe,CYP,2030,100,m,1038
recovery-in-europe,CYP,2035,0,f,22308
recovery-in-europe,CYP,2035,0,m,23555
recovery-in-europe,CYP,2035,5,f,24745
recovery-in-europe,CYP,2035,5,m,25866
recovery-in-europe,CYP,2035,10,f,27572
recovery-in-europe,CYP,2035,10,m,28497
recovery-in-europe,CYP,2035,15,f,29214
recovery-in-europe,CYP,2035,15,m,30101
recovery-in-europe,CYP,2035,20,f,29778
recovery-in-europe,CYP,2035,20,m,30244
recovery-in-europe,CYP,2035,25,f,28093
recovery-in-europe,CYP,2035,25,m,28828
recovery-in-europe,CYP,2035,30,f,27385
recovery-in-europe,CYP,2035,30,m,27690
recovery-in-europe,CYP,2035,35,f,30795
recovery-in-europe,CYP,2035,35,m,30634
recovery-in-europe,CYP,2035,40,f,34981
recovery-in-europe,CYP,2035,40,m,36847
recovery-in-europe,CYP,2035,45,f,34840
recovery-in-europe,CYP,2035,45,m,36425
recovery-in-europe,CYP,2035,50,f,34147
recovery-in-europe,CYP,2035,50,m,32992
recovery-in-europe,CYP,2035,55,f,31484
recovery-in-europe,CYP,2035,55,m,28717
recovery-in-europe,CYP,2035,60,f,31676
recovery-in-europe,CYP,2035,60,m,26986
recovery-in-europe,CYP,2035,65,f,30300
recovery-in-europe,CYP,2035,65,m,25828
recovery-in-europe,CYP,2035,70,f,29630
recovery-in-europe,CYP,2035,70,m,24890
recovery-in-europe,CYP,2035,75,f,24692
recovery-in-europe,CYP,2035,75,m,20145
recovery-in-europe,CYP,2035,80,f,18996
recovery-in-europe,CYP,2035,80,m,14591
recovery-in-europe,CYP,2035,85,f,12477
recovery-in-europe,CYP,2035,85,m,8665
recovery-in-europe,CYP,2035,90,f,6037
recovery-in-europe,CYP,2035,90,m,3861
recovery-in-europe,CYP,2035,95,f,2482
recovery-in-europe,CYP,2035,95,m,1625
recovery-in-europe,CYP,2035,100,f,1199
recovery-in-europe,CYP,2035,100,m,1057
recovery-in-europe,CYP,2040,0,f,23473
recovery-in-europe,CYP,2040,0,m,24839
recovery-in-europe,CYP,2040,5,f,25116
recovery-in-europe,CYP,2040,5,m,26380
recovery-in-europe,CYP,2040,10,f,27123
recovery-in-europe,CYP,2040,10,m,28267
recovery-in-europe,CYP,2040,15,f,29829
recovery-in-europe,CYP,2040,15,m,30827
recovery-in-europe,CYP,2040,20,f,31290
recovery-in-europe,CYP,2040,20,m,32179
recovery-in-europe,CYP,2040,25,f,31810
recovery-in-europe,CYP,2040,25,m,32264
recovery-in-europe,CYP,2040,30,f,29911
recovery-in-europe,CYP,2040,30,m,30653
recovery-in-europe,CYP,2040,35,f,28860
recovery-in-europe,CYP,2040,35,m,29219
recovery-in-europe,CYP,2040,40,f,32340
recovery-in-europe,CYP,2040,40,m,32002
recovery-in-europe,CYP,2040,45,f,36302
recovery-in-europe,CYP,2040,45,m,38159
recovery-in-europe,CYP,2040,50,f,35460
recovery-in-europe,CYP,2040,50,m,37024
recovery-in-europe,CYP,2040,55,f,34389
recovery-in-europe,CYP,2040,55,m,33270
recovery-in-europe,CYP,2040,60,f,31529
recovery-in-europe,CYP,2040,60,m,28747
recovery-in-europe,CYP,2040,65,f,31410
recovery-in-europe,CYP,2040,65,m,26491
recovery-in-europe,CYP,2040,70,f,29745
recovery-in-europe,CYP,2040,70,m,24668
recovery-in-europe,CYP,2040,75,f,27817
recovery-in-europe,CYP,2040,75,m,22463
recovery-in-europe,CYP,2040,80,f,21859
recovery-in-europe,CYP,2040,80,m,16725
recovery-in-europe,CYP,2040,85,f,14917
recovery-in-europe,CYP,2040,85,m,10453
recovery-in-europe,CYP,2040,90,f,7926
recovery-in-europe,CYP,2040,90,m,4905
recovery-in-europe,CYP,2040,95,f,2954
recovery-in-europe,CYP,2040,95,m,1889
recovery-in-europe,CYP,2040,100,f,1306
recovery-in-europe,CYP,2040,100,m,1089
recovery-in-europe,CYP,2045,0,f,25697
recovery-in-europe,CYP,2045,0,m,27244
recovery-in-europe,CYP,2045,5,f,26958
recovery-in-europe,CYP,2045,5,m,28425
recovery-in-europe,CYP,2045,10,f,28016
recovery-in-europe,CYP,2045,10,m,29356
recovery-in-europe,CYP,2045,15,f,29890
recovery-in-europe,CYP,2045,15,m,31148
recovery-in-europe,CYP,2045,20,f,32281
recovery-in-europe,CYP,2045,20,m,33336
recovery-in-europe,CYP,2045,25,f,33529
recovery-in-europe,CYP,2045,25,m,34468
recovery-in-europe,CYP,2045,30,f,33999
recovery-in-europe,CYP,2045,30,m,34492
recovery-in-europe,CYP,2045,35,f,31759
recovery-in-europe,CYP,2045,35,m,32608
recovery-in-europe,CYP,2045,40,f,30472
recovery-in-europe,CYP,2045,40,m,30884
recovery-in-europe,CYP,2045,45,f,33946
recovery-in-europe,CYP,2045,45,m,33489
recovery-in-europe,CYP,2045,50,f,37657
recovery-in-europe,CYP,2045,50,m,39451
recovery-in-europe,CYP,2045,55,f,36182
recovery-in-europe,CYP,2045,55,m,37576
recovery-in-europe,CYP,2045,60,f,34709
recovery-in-europe,CYP,2045,60,m,33388
recovery-in-europe,CYP,2045,65,f,31470
recovery-in-europe,CYP,2045,65,m,28415
recovery-in-europe,CYP,2045,70,f,30843
recovery-in-europe,CYP,2045,70,m,25483
recovery-in-europe,CYP,2045,75,f,27960
recovery-in-europe,CYP,2045,75,m,22460
recovery-in-europe,CYP,2045,80,f,24972
recovery-in-europe,CYP,2045,80,m,18991
recovery-in-europe,CYP,2045,85,f,17593
recovery-in-europe,CYP,2045,85,m,12293
recovery-in-europe,CYP,2045,90,f,9817
recovery-in-europe,CYP,2045,90,m,6061
recovery-in-europe,CYP,2045,95,f,3876
recovery-in-europe,CYP,2045,95,m,2289
recovery-in-europe,CYP,2045,100,f,1441
recovery-in-europe,CYP,2045,100,m,1138
recovery-in-europe,CYP,2050,0,f,27925
recovery-in-europe,CYP,2050,0,m,29704
recovery-in-europe,CYP,2050,5,f,29867
recovery-in-europe,CYP,2050,5,m,31651
recovery-in-europe,CYP,2050,10,f,30509
recovery-in-europe,CYP,2050,10,m,32211
recovery-in-europe,CYP,2050,15,f,31373
recovery-in-europe,CYP,2050,15,m,32907
recovery-in-europe,CYP,2050,20,f,32893
recovery-in-europe,CYP,2050,20,m,34281
recovery-in-europe,CYP,2050,25,f,34959
recovery-in-europe,CYP,2050,25,m,36118
recovery-in-europe,CYP,2050,30,f,35977
recovery-in-europe,CYP,2050,30,m,37042
recovery-in-europe,CYP,2050,35,f,36294
recovery-in-europe,CYP,2050,35,m,36968
recovery-in-europe,CYP,2050,40,f,33776
recovery-in-europe,CYP,2050,40,m,34742
recovery-in-europe,CYP,2050,45,f,32212
recovery-in-europe,CYP,2050,45,m,32684
recovery-in-europe,CYP,2050,50,f,35637
recovery-in-europe,CYP,2050,50,m,35015
recovery-in-europe,CYP,2050,55,f,39064
recovery-in-europe,CYP,2050,55,m,40641
recovery-in-europe,CYP,2050,60,f,36969
recovery-in-europe,CYP,2050,60,m,37998
recovery-in-europe,CYP,2050,65,f,34959
recovery-in-europe,CYP,2050,65,m,33187
recovery-in-europe,CYP,2050,70,f,31167
recovery-in-europe,CYP,2050,70,m,27625
recovery-in-europe,CYP,2050,75,f,29026
recovery-in-europe,CYP,2050,75,m,23351
recovery-in-europe,CYP,2050,80,f,25313
recovery-in-europe,CYP,2050,80,m,19300
recovery-in-europe,CYP,2050,85,f,20571
recovery-in-europe,CYP,2050,85,m,14301
recovery-in-europe,CYP,2050,90,f,11976
recovery-in-europe,CYP,2050,90,m,7311
recovery-in-europe,CYP,2050,95,f,4868
recovery-in-europe,CYP,2050,95,m,2774
recovery-in-europe,CYP,2050,100,f,1703
recovery-in-europe,CYP,2050,100,m,1217
recovery-in-europe,CZE,2015,0,f,271399
recovery-in-europe,CZE,2015,0,m,285622
recovery-in-europe,CZE,2015,5,f,280547
recovery-in-europe,CZE,2015,5,m,294296
recovery-in-europe,CZE,2015,10,f,227528
recovery-in-europe,CZE,2015,10,m,241443
recovery-in-europe,CZE,2015,15,f,205056
recovery-in-europe,CZE,2015,15,m,213594
recovery-in-europe,CZE,2015,20,f,296127
recovery-in-europe,CZE,2015,20,m,309925
recovery-in-europe,CZE,2015,25,f,328404
recovery-in-europe,CZE,2015,25,m,345152
recovery-in-europe,CZE,2015,30,f,349772
recovery-in-europe,CZE,2015,30,m,371243
recovery-in-europe,CZE,2015,35,f,432962
recovery-in-europe,CZE,2015,35,m,454451
recovery-in-europe,CZE,2015,40,f,398102
recovery-in-europe,CZE,2015,40,m,416710
recovery-in-europe,CZE,2015,45,f,331234
recovery-in-europe,CZE,2015,45,m,343726
recovery-in-europe,CZE,2015,50,f,323704
recovery-in-europe,CZE,2015,50,m,329337
recovery-in-europe,CZE,2015,55,f,337883
recovery-in-europe,CZE,2015,55,m,327749
recovery-in-europe,CZE,2015,60,f,372042
recovery-in-europe,CZE,2015,60,m,340531
recovery-in-europe,CZE,2015,65,f,355621
recovery-in-europe,CZE,2015,65,m,301936
recovery-in-europe,CZE,2015,70,f,266416
recovery-in-europe,CZE,2015,70,m,205522
recovery-in-europe,CZE,2015,75,f,180678
recovery-in-europe,CZE,2015,75,m,120315
recovery-in-europe,CZE,2015,80,f,146903
recovery-in-europe,CZE,2015,80,m,82498
recovery-in-europe,CZE,2015,85,f,87377
recovery-in-europe,CZE,2015,85,m,38917
recovery-in-europe,CZE,2015,90,f,32620
recovery-in-europe,CZE,2015,90,m,10818
recovery-in-europe,CZE,2015,95,f,3483
recovery-in-europe,CZE,2015,95,m,936
recovery-in-europe,CZE,2015,100,f,556
recovery-in-europe,CZE,2015,100,m,117
recovery-in-europe,CZE,2020,0,f,245800
recovery-in-europe,CZE,2020,0,m,260274
recovery-in-europe,CZE,2020,5,f,271553
recovery-in-europe,CZE,2020,5,m,286704
recovery-in-europe,CZE,2020,10,f,280440
recovery-in-europe,CZE,2020,10,m,294956
recovery-in-europe,CZE,2020,15,f,228129
recovery-in-europe,CZE,2020,15,m,242743
recovery-in-europe,CZE,2020,20,f,205928
recovery-in-europe,CZE,2020,20,m,214672
recovery-in-europe,CZE,2020,25,f,296558
recovery-in-europe,CZE,2020,25,m,309973
recovery-in-europe,CZE,2020,30,f,328368
recovery-in-europe,CZE,2020,30,m,343680
recovery-in-europe,CZE,2020,35,f,348795
recovery-in-europe,CZE,2020,35,m,367263
recovery-in-europe,CZE,2020,40,f,430041
recovery-in-europe,CZE,2020,40,m,447489
recovery-in-europe,CZE,2020,45,f,394523
recovery-in-europe,CZE,2020,45,m,408222
recovery-in-europe,CZE,2020,50,f,327786
recovery-in-europe,CZE,2020,50,m,334423
recovery-in-europe,CZE,2020,55,f,318780
recovery-in-europe,CZE,2020,55,m,316232
recovery-in-europe,CZE,2020,60,f,329468
recovery-in-europe,CZE,2020,60,m,307736
recovery-in-europe,CZE,2020,65,f,356524
recovery-in-europe,CZE,2020,65,m,309174
recovery-in-europe,CZE,2020,70,f,336228
recovery-in-europe,CZE,2020,70,m,266597
recovery-in-europe,CZE,2020,75,f,241264
recovery-in-europe,CZE,2020,75,m,170382
recovery-in-europe,CZE,2020,80,f,146796
recovery-in-europe,CZE,2020,80,m,87720
recovery-in-europe,CZE,2020,85,f,95639
recovery-in-europe,CZE,2020,85,m,47060
recovery-in-europe,CZE,2020,90,f,39389
recovery-in-europe,CZE,2020,90,m,15261
recovery-in-europe,CZE,2020,95,f,8936
recovery-in-europe,CZE,2020,95,m,3169
recovery-in-europe,CZE,2020,100,f,1412
recovery-in-europe,CZE,2020,100,m,1066
recovery-in-europe,CZE,2025,0,f,219839
recovery-in-europe,CZE,2025,0,m,232056
recovery-in-europe,CZE,2025,5,f,247249
recovery-in-europe,CZE,2025,5,m,262664
recovery-in-europe,CZE,2025,10,f,272608
recovery-in-europe,CZE,2025,10,m,288860
recovery-in-europe,CZE,2025,15,f,281818
recovery-in-europe,CZE,2025,15,m,297169
recovery-in-europe,CZE,2025,20,f,229257
recovery-in-europe,CZE,2025,20,m,244195
recovery-in-europe,CZE,2025,25,f,207128
recovery-in-europe,CZE,2025,25,m,216072
recovery-in-europe,CZE,2025,30,f,297435
recovery-in-europe,CZE,2025,30,m,310507
recovery-in-europe,CZE,2025,35,f,328902
recovery-in-europe,CZE,2025,35,m,342707
recovery-in-europe,CZE,2025,40,f,348492
recovery-in-europe,CZE,2025,40,m,364250
recovery-in-europe,CZE,2025,45,f,427634
recovery-in-europe,CZE,2025,45,m,440859
recovery-in-europe,CZE,2025,50,f,391082
recovery-in-europe,CZE,2025,50,m,398802
recovery-in-europe,CZE,2025,55,f,323942
recovery-in-europe,CZE,2025,55,m,323270
recovery-in-europe,CZE,2025,60,f,312411
recovery-in-europe,CZE,2025,60,m,299455
recovery-in-europe,CZE,2025,65,f,318076
recovery-in-europe,CZE,2025,65,m,281708
recovery-in-europe,CZE,2025,70,f,335529
recovery-in-europe,CZE,2025,70,m,270692
recovery-in-europe,CZE,2025,75,f,306176
recovery-in-europe,CZE,2025,75,m,221179
recovery-in-europe,CZE,2025,80,f,199706
recovery-in-europe,CZE,2025,80,m,125211
recovery-in-europe,CZE,2025,85,f,99371
recovery-in-europe,CZE,2025,85,m,51955
recovery-in-europe,CZE,2025,90,f,44840
recovery-in-europe,CZE,2025,90,m,18971
recovery-in-europe,CZE,2025,95,f,11119
recovery-in-europe,CZE,2025,95,m,4018
recovery-in-europe,CZE,2025,100,f,1988
recovery-in-europe,CZE,2025,100,m,1208
recovery-in-europe,CZE,2030,0,f,196100
recovery-in-europe,CZE,2030,0,m,207687
recovery-in-europe,CZE,2030,5,f,221953
recovery-in-europe,CZE,2030,5,m,235475
recovery-in-europe,CZE,2030,10,f,249335
recovery-in-europe,CZE,2030,10,m,265872
recovery-in-europe,CZE,2030,15,f,275064
recovery-in-europe,CZE,2030,15,m,292510
recovery-in-europe,CZE,2030,20,f,283808
recovery-in-europe,CZE,2030,20,m,299783
recovery-in-europe,CZE,2030,25,f,231004
recovery-in-europe,CZE,2030,25,m,246307
recovery-in-europe,CZE,2030,30,f,208920
recovery-in-europe,CZE,2030,30,m,218228
recovery-in-europe,CZE,2030,35,f,299001
recovery-in-europe,CZE,2030,35,m,311987
recovery-in-europe,CZE,2030,40,f,330343
recovery-in-europe,CZE,2030,40,m,342887
recovery-in-europe,CZE,2030,45,f,348892
recovery-in-europe,CZE,2030,45,m,361853
