scenario,dest,year,nativity,pop
no-migration,FIN,2015,native,5149781
no-migration,FIN,2015,non-eu,132299
no-migration,FIN,2020,eu,108163
no-migration,FIN,2020,native,5192782
no-migration,FIN,2020,non-eu,133518
no-migration,FIN,2025,eu,107630
no-migration,FIN,2025,native,5209925
no-migration,FIN,2025,non-eu,136151
no-migration,FIN,2030,eu,106515
no-migration,FIN,2030,native,5217003
no-migration,FIN,2030,non-eu,138176
no-migration,FIN,2035,eu,104478
no-migration,FIN,2035,native,5209101
no-migration,FIN,2035,non-eu,138846
no-migration,FIN,2040,eu,101465
no-migration,FIN,2040,native,5189571
no-migration,FIN,2040,non-eu,137947
no-migration,FIN,2045,eu,97367
no-migration,FIN,2045,native,5166646
no-migration,FIN,2045,non-eu,135264
no-migration,FIN,2050,eu,92079
no-migration,FIN,2050,native,5150977
no-migration,FIN,2050,non-eu,130656
no-migration,FRA,2015,eu,2207156
no-migration,FRA,2015,native,58579815
no-migration,FRA,2015,non-eu,5389095
no-migration,FRA,2020,eu,2057088
no-migration,FRA,2020,native,59996657
no-migration,FRA,2020,non-eu,5190465
no-migration,FRA,2025,eu,1900374
no-migration,FRA,2025,native,61223756
no-migration,FRA,2025,non-eu,4962402
no-migration,FRA,2030,eu,1744993
no-migration,FRA,2030,native,62458979
no-migration,FRA,2030,non-eu,4710369
no-migration,FRA,2035,eu,1590818
no-migration,FRA,2035,native,63708320
no-migration,FRA,2035,non-eu,4434584
no-migration,FRA,2040,eu,1435413
no-migration,FRA,2040,native,64871486
no-migration,FRA,2040,non-eu,4134214
no-migration,FRA,2045,eu,1276933
no-migration,FRA,2045,native,65854405
no-migration,FRA,2045,non-eu,3807559
no-migration,FRA,2050,eu,1116936
no-migration,FRA,2050,native,66683880
no-migration,FRA,2050,non-eu,3454218
no-migration,GBR,2015,eu,2722330
no-migration,GBR,2015,native,56413157
no-migration,GBR,2015,non-eu,5245532
no-migration,GBR,2020,eu,2616755
no-migration,GBR,2020,native,57827842
no-migration,GBR,2020,non-eu,5108695
no-migration,GBR,2025,eu,2509239
no-migration,GBR,2025,native,58940182
no-migration,GBR,2025,non-eu,4953201
no-migration,GBR,2030,eu,2401671
no-migration,GBR,2030,native,59799545
no-migration,GBR,2030,non-eu,4777385
no-migration,GBR,2035,eu,2294304
no-migration,GBR,2035,native,60459918
no-migration,GBR,2035,non-eu,4579356
no-migration,GBR,2040,eu,2185189
no-migration,GBR,2040,native,61046693
no-migration,GBR,2040,non-eu,4355993
no-migration,GBR,2045,eu,2072702
no-migration,GBR,2045,native,61663110
no-migration,GBR,2045,non-eu,4101928
no-migration,GBR,2050,eu,1955355
no-migration,GBR,2050,native,62284738
no-migration,GBR,2050,non-eu,3812878
no-migration,GRC,2015,eu,317498
no-migration,GRC,2015,native,9615097
no-migration,GRC,2015,non-eu,869052
no-migration,GRC,2020,eu,314307
no-migration,GRC,2020,native,9516092
no-migration,GRC,2020,non-eu,848707
no-migration,GRC,2025,eu,309588
no-migration,GRC,2025,native,9382097
no-migration,GRC,2025,non-eu,827051
no-migration,GRC,2030,eu,303277
no-migration,GRC,2030,native,9229196
no-migration,GRC,2030,non-eu,803768
no-migration,GRC,2035,eu,294822
no-migration,GRC,2035,native,9073625
no-migration,GRC,2035,non-eu,776931
no-migration,GRC,2040,eu,283814
no-migration,GRC,2040,native,8919137
no-migration,GRC,2040,non-eu,745157
no-migration,GRC,2045,eu,270123
no-migration,GRC,2045,native,8756530
no-migration,GRC,2045,non-eu,707260
no-migration,GRC,2050,eu,253528
no-migration,GRC,2050,native,8576184
no-migration,GRC,2050,non-eu,662208
no-migration,HRV,2015,eu,65236
no-migration,HRV,2015,native,3657504
no-migration,HRV,2015,non-eu,455530
no-migration,HRV,2020,eu,63161
no-migration,HRV,2020,native,3633235
no-migration,HRV,2020,non-eu,422729
no-migration,HRV,2025,eu,61314
no-migration,HRV,2025,native,3595032
no-migration,HRV,2025,non-eu,388503
no-migration,HRV,2030,eu,59483
no-migration,HRV,2030,native,3555680
no-migration,HRV,2030,non-eu,353479
no-migration,HRV,2035,eu,57439
no-migration,HRV,2035,native,3511277
no-migration,HRV,2035,non-eu,318411
no-migration,HRV,2040,eu,55075
no-migration,HRV,2040,native,3460044
no-migration,HRV,2040,non-eu,283522
no-migration,HRV,2045,eu,52393
no-migration,HRV,2045,native,3402258
no-migration,HRV,2045,non-eu,248620
no-migration,HRV,2050,eu,49416
no-migration,HRV,2050,native,3338864
no-migration,HRV,2050,non-eu,213715
no-migration,HUN,2015,eu,290574
no-migration,HUN,2015,native,9379499
no-migration,HUN,2015,non-eu,146222
no-migration,HUN,2020,eu,270608
no-migration,HUN,2020,native,9183984
no-migration,HUN,2020,non-eu,142561
no-migration,HUN,2025,eu,252000
no-migration,HUN,2025,native,8951051
no-migration,HUN,2025,non-eu,139408
no-migration,HUN,2030,eu,233941
no-migration,HUN,2030,native,8705460
no-migration,HUN,2030,non-eu,135597
no-migration,HUN,2035,eu,216290
no-migration,HUN,2035,native,8444807
no-migration,HUN,2035,non-eu,130521
no-migration,HUN,2040,eu,199046
no-migration,HUN,2040,native,8174374
no-migration,HUN,2040,non-eu,124112
no-migration,HUN,2045,eu,181997
no-migration,HUN,2045,native,7898023
no-migration,HUN,2045,non-eu,116470
no-migration,HUN,2050,eu,164669
no-migration,HUN,2050,native,7619884
no-migration,HUN,2050,non-eu,107641
no-migration,IRL,2015,eu,519360
no-migration,IRL,2015,native,3767272
no-migration,IRL,2015,non-eu,204430
no-migration,IRL,2020,eu,512777
no-migration,IRL,2020,native,3971166
no-migration,IRL,2020,non-eu,206783
no-migration,IRL,2025,eu,504856
no-migration,IRL,2025,native,4144914
no-migration,IRL,2025,non-eu,209506
no-migration,IRL,2030,eu,495302
no-migration,IRL,2030,native,4297262
no-migration,IRL,2030,non-eu,211783
no-migration,IRL,2035,eu,483221
no-migration,IRL,2035,native,4439720
no-migration,IRL,2035,non-eu,212488
no-migration,IRL,2040,eu,468104
no-migration,IRL,2040,native,4580853
no-migration,IRL,2040,non-eu,211243
no-migration,IRL,2045,eu,449309
no-migration,IRL,2045,native,4716711
no-migration,IRL,2045,non-eu,207679
no-migration,IRL,2050,eu,426139
no-migration,IRL,2050,native,4839323
no-migration,IRL,2050,non-eu,201357
no-migration,ITA,2015,eu,1731488
no-migration,ITA,2015,native,54990287
no-migration,ITA,2015,non-eu,3768341
no-migration,ITA,2020,eu,1703565
no-migration,ITA,2020,native,54475046
no-migration,ITA,2020,non-eu,3724920
no-migration,ITA,2025,eu,1670795
no-migration,ITA,2025,native,53664899
no-migration,ITA,2025,non-eu,3670303
no-migration,ITA,2030,eu,1632872
no-migration,ITA,2030,native,52694867
no-migration,ITA,2030,non-eu,3601492
no-migration,ITA,2035,eu,1587735
no-migration,ITA,2035,native,51669197
no-migration,ITA,2035,non-eu,3512243
no-migration,ITA,2040,eu,1532419
no-migration,ITA,2040,native,50604036
no-migration,ITA,2040,non-eu,3395238
no-migration,ITA,2045,eu,1463012
no-migration,ITA,2045,native,49472866
no-migration,ITA,2045,non-eu,3241808
no-migration,ITA,2050,eu,1375313
no-migration,ITA,2050,native,48227087
no-migration,ITA,2050,non-eu,3043550
no-migration,LTU,2015,eu,18609
no-migration,LTU,2015,native,2785037
no-migration,LTU,2015,non-eu,113119
no-migration,LTU,2020,eu,18400
no-migration,LTU,2020,native,2740545
no-migration,LTU,2020,non-eu,99901
no-migration,LTU,2025,eu,18218
no-migration,LTU,2025,native,2700877
no-migration,LTU,2025,non-eu,86875
no-migration,LTU,2030,eu,18092
no-migration,LTU,2030,native,2654877
no-migration,LTU,2030,non-eu,74688
no-migration,LTU,2035,eu,17884
no-migration,LTU,2035,native,2603045
no-migration,LTU,2035,non-eu,63359
no-migration,LTU,2040,eu,17499
no-migration,LTU,2040,native,2551568
no-migration,LTU,2040,non-eu,52741
no-migration,LTU,2045,eu,16930
no-migration,LTU,2045,native,2502335
no-migration,LTU,2045,non-eu,42908
no-migration,LTU,2050,eu,16181
no-migration,LTU,2050,native,2453766
no-migration,LTU,2050,non-eu,34026
no-migration,LUX,2015,eu,185750
no-migration,LUX,2015,native,278791
no-migration,LUX,2015,non-eu,44075
no-migration,LUX,2020,eu,181442
no-migration,LUX,2020,native,298483
no-migration,LUX,2020,non-eu,45710
no-migration,LUX,2025,eu,176507
no-migration,LUX,2025,native,315880
no-migration,LUX,2025,non-eu,48147
no-migration,LUX,2030,eu,170545
no-migration,LUX,2030,native,331520
no-migration,LUX,2030,non-eu,50168
no-migration,LUX,2035,eu,163291
no-migration,LUX,2035,native,346435
no-migration,LUX,2035,non-eu,51406
no-migration,LUX,2040,eu,154699
no-migration,LUX,2040,native,361031
no-migration,LUX,2040,non-eu,51614
no-migration,LUX,2045,eu,144660
no-migration,LUX,2045,native,374685
no-migration,LUX,2045,non-eu,50725
no-migration,LUX,2050,eu,133272
no-migration,LUX,2050,native,386357
no-migration,LUX,2050,non-eu,48972
no-migration,LVA,2015,eu,27310
no-migration,LVA,2015,native,1720680
no-migration,LVA,2015,non-eu,230241
no-migration,LVA,2020,eu,25002
no-migration,LVA,2020,native,1708991
no-migration,LVA,2020,non-eu,193814
no-migration,LVA,2025,eu,22728
no-migration,LVA,2025,native,1695054
no-migration,LVA,2025,non-eu,161017
no-migration,LVA,2030,eu,20721
no-migration,LVA,2030,native,1673715
no-migration,LVA,2030,non-eu,131901
no-migration,LVA,2035,eu,18861
no-migration,LVA,2035,native,1648948
no-migration,LVA,2035,non-eu,106533
no-migration,LVA,2040,eu,17153
no-migration,LVA,2040,native,1624062
no-migration,LVA,2040,non-eu,84506
no-migration,LVA,2045,eu,15557
no-migration,LVA,2045,native,1597710
no-migration,LVA,2045,non-eu,65491
no-migration,LVA,2050,eu,14063
no-migration,LVA,2050,native,1566606
no-migration,LVA,2050,non-eu,49394
no-migration,MLT,2015,eu,25143
no-migration,MLT,2015,native,387064
no-migration,MLT,2015,non-eu,23205
no-migration,MLT,2020,eu,24822
no-migration,MLT,2020,native,389697
no-migration,MLT,2020,non-eu,24193
no-migration,MLT,2025,eu,24816
no-migration,MLT,2025,native,394158
no-migration,MLT,2025,non-eu,25669
no-migration,MLT,2030,eu,24547
no-migration,MLT,2030,native,394754
no-migration,MLT,2030,non-eu,26844
no-migration,MLT,2035,eu,23883
no-migration,MLT,2035,native,391736
no-migration,MLT,2035,non-eu,27497
no-migration,MLT,2040,eu,22889
no-migration,MLT,2040,native,386064
no-migration,MLT,2040,non-eu,27787
no-migration,MLT,2045,eu,21582
no-migration,MLT,2045,native,378982
no-migration,MLT,2045,non-eu,27567
no-migration,MLT,2050,eu,20042
no-migration,MLT,2050,native,371337
no-migration,MLT,2050,non-eu,26846
no-migration,NLD,2015,eu,499865
no-migration,NLD,2015,native,14740855
no-migration,NLD,2015,non-eu,1240837
no-migration,NLD,2020,eu,485823
no-migration,NLD,2020,native,14939998
no-migration,NLD,2020,non-eu,1205195
no-migration,NLD,2025,eu,470588
no-migration,NLD,2025,native,15111302
no-migration,NLD,2025,non-eu,1164537
no-migration,NLD,2030,eu,453886
no-migration,NLD,2030,native,15262717
no-migration,NLD,2030,non-eu,1117347
no-migration,NLD,2035,eu,435142
no-migration,NLD,2035,native,15357496
no-migration,NLD,2035,non-eu,1061795
no-migration,NLD,2040,eu,414342
no-migration,NLD,2040,native,15387479
no-migration,NLD,2040,non-eu,996901
no-migration,NLD,2045,eu,391706
no-migration,NLD,2045,native,15358956
no-migration,NLD,2045,non-eu,921677
no-migration,NLD,2050,eu,366934
no-migration,NLD,2050,native,15299625
no-migration,NLD,2050,non-eu,836114
no-migration,POL,2015,eu,206007
no-migration,POL,2015,native,36435407
no-migration,POL,2015,non-eu,382636
no-migration,POL,2020,eu,178618
no-migration,POL,2020,native,36339711
no-migration,POL,2020,non-eu,308875
no-migration,POL,2025,eu,153393
no-migration,POL,2025,native,36049665
no-migration,POL,2025,non-eu,245249
no-migration,POL,2030,eu,130407
no-migration,POL,2030,native,35550132
no-migration,POL,2030,non-eu,189526
no-migration,POL,2035,eu,109906
no-migration,POL,2035,native,34887375
no-migration,POL,2035,non-eu,144168
no-migration,POL,2040,eu,92764
no-migration,POL,2040,native,34097195
no-migration,POL,2040,non-eu,111068
no-migration,POL,2045,eu,80475
no-migration,POL,2045,native,33195456
no-migration,POL,2045,non-eu,89768
no-migration,POL,2050,eu,73229
no-migration,POL,2050,native,32210637
no-migration,POL,2050,non-eu,76923
no-migration,PRT,2015,eu,197624
no-migration,PRT,2015,native,9509432
no-migration,PRT,2015,non-eu,626966
no-migration,PRT,2020,eu,195693
no-migration,PRT,2020,native,9411870
no-migration,PRT,2020,non-eu,618549
no-migration,PRT,2025,eu,192759
no-migration,PRT,2025,native,9253004
no-migration,PRT,2025,non-eu,606882
no-migration,PRT,2030,eu,189029
no-migration,PRT,2030,native,9076576
no-migration,PRT,2030,non-eu,592798
no-migration,PRT,2035,eu,184377
no-migration,PRT,2035,native,8888896
no-migration,PRT,2035,non-eu,575558
no-migration,PRT,2040,eu,178858
no-migration,PRT,2040,native,8681701
no-migration,PRT,2040,non-eu,554280
no-migration,PRT,2045,eu,172575
no-migration,PRT,2045,native,8446240
no-migration,PRT,2045,non-eu,527651
no-migration,PRT,2050,eu,165646
no-migration,PRT,2050,native,8183159
no-migration,PRT,2050,non-eu,494071
no-migration,ROU,2015,eu,111159
no-migration,ROU,2015,native,19580027
no-migration,ROU,2015,non-eu,151349
no-migration,ROU,2020,eu,107908
no-migration,ROU,2020,native,19228959
no-migration,ROU,2020,non-eu,144984
no-migration,ROU,2025,eu,104841
no-migration,ROU,2025,native,18802226
no-migration,ROU,2025,non-eu,139089
no-migration,ROU,2030,eu,102133
no-migration,ROU,2030,native,18372513
no-migration,ROU,2030,non-eu,133593
no-migration,ROU,2035,eu,99811
no-migration,ROU,2035,native,17933946
no-migration,ROU,2035,non-eu,127945
no-migration,ROU,2040,eu,98027
no-migration,ROU,2040,native,17476453
no-migration,ROU,2040,non-eu,122117
no-migration,ROU,2045,eu,96752
no-migration,ROU,2045,native,16987035
no-migration,ROU,2045,non-eu,115966
no-migration,ROU,2050,eu,95649
no-migration,ROU,2050,native,16471638
no-migration,ROU,2050,non-eu,108882
no-migration,SVK,2015,eu,142429
no-migration,SVK,2015,native,5130214
no-migration,SVK,2015,non-eu,27960
no-migration,SVK,2020,eu,130774
no-migration,SVK,2020,native,5146839
no-migration,SVK,2020,non-eu,27802
no-migration,SVK,2025,eu,118993
no-migration,SVK,2025,native,5131575
no-migration,SVK,2025,non-eu,28053
no-migration,SVK,2030,eu,107314
no-migration,SVK,2030,native,5079196
no-migration,SVK,2030,non-eu,28244
no-migration,SVK,2035,eu,95866
no-migration,SVK,2035,native,4997995
no-migration,SVK,2035,non-eu,28148
no-migration,SVK,2040,eu,85014
no-migration,SVK,2040,native,4899547
no-migration,SVK,2040,non-eu,27497
no-migration,SVK,2045,eu,75077
no-migration,SVK,2045,native,4790064
no-migration,SVK,2045,non-eu,26277
no-migration,SVK,2050,eu,66046
no-migration,SVK,2050,native,4669935
no-migration,SVK,2050,non-eu,24564
no-migration,SVN,2015,eu,65363
no-migration,SVN,2015,native,1825257
no-migration,SVN,2015,non-eu,151429
no-migration,SVN,2020,eu,61059
no-migration,SVN,2020,native,1835342
no-migration,SVN,2020,non-eu,147203
no-migration,SVN,2025,eu,56618
no-migration,SVN,2025,native,1831513
no-migration,SVN,2025,non-eu,142075
no-migration,SVN,2030,eu,51951
no-migration,SVN,2030,native,1816039
no-migration,SVN,2030,non-eu,135733
no-migration,SVN,2035,eu,47056
no-migration,SVN,2035,native,1795287
no-migration,SVN,2035,non-eu,127691
no-migration,SVN,2040,eu,42046
no-migration,SVN,2040,native,1773890
no-migration,SVN,2040,non-eu,117779
no-migration,SVN,2045,eu,37026
no-migration,SVN,2045,native,1751678
no-migration,SVN,2045,non-eu,105966
no-migration,SVN,2050,eu,32118
no-migration,SVN,2050,native,1725191
no-migration,SVN,2050,non-eu,92651
no-migration,SWE,2015,eu,493745
no-migration,SWE,2015,native,7933962
no-migration,SWE,2015,non-eu,940974
no-migration,SWE,2020,eu,464014
no-migration,SWE,2020,native,8107588
no-migration,SWE,2020,non-eu,927868
no-migration,SWE,2025,eu,431649
no-migration,SWE,2025,native,8261756
no-migration,SWE,2025,non-eu,913413
no-migration,SWE,2030,eu,398023
no-migration,SWE,2030,native,8378804
no-migration,SWE,2030,non-eu,895420
no-migration,SWE,2035,eu,363598
no-migration,SWE,2035,native,8471688
no-migration,SWE,2035,non-eu,871654
no-migration,SWE,2040,eu,329042
no-migration,SWE,2040,native,8573898
no-migration,SWE,2040,non-eu,840873
no-migration,SWE,2045,eu,295075
no-migration,SWE,2045,native,8694852
no-migration,SWE,2045,non-eu,801801
no-migration,SWE,2050,eu,262612
no-migration,SWE,2050,native,8823485
no-migration,SWE,2050,non-eu,753853
recovery-in-europe,AUT,2015,eu,652374
recovery-in-europe,AUT,2015,native,7100326
recovery-in-europe,AUT,2015,non-eu,740855
recovery-in-europe,AUT,2020,eu,645495
recovery-in-europe,AUT,2020,native,7127140
recovery-in-europe,AUT,2020,non-eu,855022
recovery-in-europe,AUT,2025,eu,629097
recovery-in-europe,AUT,2025,native,7129423
recovery-in-europe,AUT,2025,non-eu,959996
recovery-in-europe,AUT,2030,eu,605392
recovery-in-europe,AUT,2030,native,7107141
recovery-in-europe,AUT,2030,non-eu,1065676
recovery-in-europe,AUT,2035,eu,575387
recovery-in-europe,AUT,2035,native,7064611
recovery-in-europe,AUT,2035,non-eu,1176327
recovery-in-europe,AUT,2040,eu,540813
recovery-in-europe,AUT,2040,native,7016685
recovery-in-europe,AUT,2040,non-eu,1306327
recovery-in-europe,AUT,2045,eu,502861
recovery-in-europe,AUT,2045,native,6972906
recovery-in-europe,AUT,2045,non-eu,1466242
recovery-in-europe,AUT,2050,eu,462308
recovery-in-europe,AUT,2050,native,6928486
recovery-in-europe,AUT,2050,non-eu,1667735
recovery-in-europe,BEL,2015,eu,807659
recovery-in-europe,BEL,2015,native,9105748
recovery-in-europe,BEL,2015,non-eu,805993
recovery-in-europe,BEL,2020,eu,790249
recovery-in-europe,BEL,2020,native,9295647
recovery-in-europe,BEL,2020,non-eu,970552
recovery-in-europe,BEL,2025,eu,765903
recovery-in-europe,BEL,2025,native,9478340
recovery-in-europe,BEL,2025,non-eu,1154547
recovery-in-europe,BEL,2030,eu,734968
recovery-in-europe,BEL,2030,native,9645454
recovery-in-europe,BEL,2030,non-eu,1375149
recovery-in-europe,BEL,2035,eu,697424
recovery-in-europe,BEL,2035,native,9817985
recovery-in-europe,BEL,2035,non-eu,1638899
recovery-in-europe,BEL,2040,eu,651887
recovery-in-europe,BEL,2040,native,10010658
recovery-in-europe,BEL,2040,non-eu,1959116
recovery-in-europe,BEL,2045,eu,601853
recovery-in-europe,BEL,2045,native,10219845
recovery-in-europe,BEL,2045,non-eu,2360856
recovery-in-europe,BEL,2050,eu,549564
recovery-in-europe,BEL,2050,native,10440909
recovery-in-europe,BEL,2050,non-eu,2871730
recovery-in-europe,BGR,2015,eu,42979
recovery-in-europe,BGR,2015,native,7077389
recovery-in-europe,BGR,2015,non-eu,75379
recovery-in-europe,BGR,2020,eu,43163
recovery-in-europe,BGR,2020,native,6706978
recovery-in-europe,BGR,2020,non-eu,105992
recovery-in-europe,BGR,2025,eu,42916
recovery-in-europe,BGR,2025,native,6350305
recovery-in-europe,BGR,2025,non-eu,123220
recovery-in-europe,BGR,2030,eu,42455
recovery-in-europe,BGR,2030,native,6010109
recovery-in-europe,BGR,2030,non-eu,143537
recovery-in-europe,BGR,2035,eu,42170
recovery-in-europe,BGR,2035,native,5698122
recovery-in-europe,BGR,2035,non-eu,166646
recovery-in-europe,BGR,2040,eu,41482
recovery-in-europe,BGR,2040,native,5425521
recovery-in-europe,BGR,2040,non-eu,193867
recovery-in-europe,BGR,2045,eu,40715
recovery-in-europe,BGR,2045,native,5184953
recovery-in-europe,BGR,2045,non-eu,226336
recovery-in-europe,BGR,2050,eu,39312
recovery-in-europe,BGR,2050,native,4966672
recovery-in-europe,BGR,2050,non-eu,265748
recovery-in-europe,CYP,2015,eu,92771
recovery-in-europe,CYP,2015,native,660028
recovery-in-europe,CYP,2015,non-eu,77776
recovery-in-europe,CYP,2020,eu,97889
recovery-in-europe,CYP,2020,native,667507
recovery-in-europe,CYP,2020,non-eu,116555
recovery-in-europe,CYP,2025,eu,100469
recovery-in-europe,CYP,2025,native,676813
recovery-in-europe,CYP,2025,non-eu,144695
recovery-in-europe,CYP,2030,eu,100811
recovery-in-europe,CYP,2030,native,682391
recovery-in-europe,CYP,2030,non-eu,177479
recovery-in-europe,CYP,2035,eu,99476
recovery-in-europe,CYP,2035,native,686602
recovery-in-europe,CYP,2035,non-eu,214797
recovery-in-europe,CYP,2040,eu,96284
recovery-in-europe,CYP,2040,native,692283
recovery-in-europe,CYP,2040,non-eu,259312
recovery-in-europe,CYP,2045,eu,91909
recovery-in-europe,CYP,2045,native,701073
recovery-in-europe,CYP,2045,non-eu,313080
recovery-in-europe,CYP,2050,eu,86588
recovery-in-europe,CYP,2050,native,713158
recovery-in-europe,CYP,2050,non-eu,378320
recovery-in-europe,CZE,2015,eu,154907
recovery-in-europe,CZE,2015,native,9871628
recovery-in-europe,CZE,2015,non-eu,236717
recovery-in-europe,CZE,2020,eu,157824
recovery-in-europe,CZE,2020,native,9807526
recovery-in-europe,CZE,2020,non-eu,301803
recovery-in-europe,CZE,2025,eu,157268
recovery-in-europe,CZE,2025,native,9682110
recovery-in-europe,CZE,2025,non-eu,361032
recovery-in-europe,CZE,2030,eu,154043
recovery-in-europe,CZE,2030,native,9493325
recovery-in-europe,CZE,2030,non-eu,438973
recovery-in-europe,CZE,2035,eu,148450
recovery-in-europe,CZE,2035,native,9273665
recovery-in-europe,CZE,2035,non-eu,521044
recovery-in-europe,CZE,2040,eu,140826
recovery-in-europe,CZE,2040,native,9068659
recovery-in-europe,CZE,2040,non-eu,610169
recovery-in-europe,CZE,2045,eu,131984
recovery-in-europe,CZE,2045,native,8889491
recovery-in-europe,CZE,2045,non-eu,707011
recovery-in-europe,CZE,2050,eu,122415
recovery-in-europe,CZE,2050,native,8722003
recovery-in-europe,CZE,2050,non-eu,812884
recovery-in-europe,DEU,2015,eu,4066559
recovery-in-europe,DEU,2015,native,70302771
recovery-in-europe,DEU,2015,non-eu,4054028
recovery-in-europe,DEU,2020,eu,3740345
recovery-in-europe,DEU,2020,native,69986034
recovery-in-europe,DEU,2020,non-eu,4466590
recovery-in-europe,DEU,2025,eu,3380250
recovery-in-europe,DEU,2025,native,69474496
recovery-in-europe,DEU,2025,non-eu,4890627
recovery-in-europe,DEU,2030,eu,3033206
recovery-in-europe,DEU,2030,native,68769115
recovery-in-europe,DEU,2030,non-eu,5369005
recovery-in-europe,DEU,2035,eu,2714955
recovery-in-europe,DEU,2035,native,67928088
recovery-in-europe,DEU,2035,non-eu,5883613
recovery-in-europe,DEU,2040,eu,2430668
recovery-in-europe,DEU,2040,native,66994814
recovery-in-europe,DEU,2040,non-eu,6460498
recovery-in-europe,DEU,2045,eu,2184558
recovery-in-europe,DEU,2045,native,65988362
recovery-in-europe,DEU,2045,non-eu,7153051
recovery-in-europe,DEU,2050,eu,1966644
recovery-in-europe,DEU,2050,native,64851450
recovery-in-europe,DEU,2050,non-eu,8001512
recovery-in-europe,DNK,2015,eu,192708
recovery-in-europe,DNK,2015,native,4878637
recovery-in-europe,DNK,2015,non-eu,338764
recovery-in-europe,DNK,2020,eu,197229
recovery-in-europe,DNK,2020,native,4931263
recovery-in-europe,DNK,2020,non-eu,412491
recovery-in-europe,DNK,2025,eu,198055
recovery-in-europe,DNK,2025,native,4973446
recovery-in-europe,DNK,2025,non-eu,489117
recovery-in-europe,DNK,2030,eu,195663
recovery-in-europe,DNK,2030,native,5019827
recovery-in-europe,DNK,2030,non-eu,584350
recovery-in-europe,DNK,2035,eu,190247
recovery-in-europe,DNK,2035,native,5066359
recovery-in-europe,DNK,2035,non-eu,697958
recovery-in-europe,DNK,2040,eu,181912
recovery-in-europe,DNK,2040,native,5114230
recovery-in-europe,DNK,2040,non-eu,836476
recovery-in-europe,DNK,2045,eu,171596
recovery-in-europe,DNK,2045,native,5169276
recovery-in-europe,DNK,2045,non-eu,1007113
recovery-in-europe,DNK,2050,eu,159998
recovery-in-europe,DNK,2050,native,5240810
recovery-in-europe,DNK,2050,non-eu,1220548
recovery-in-europe,ESP,2015,eu,1879673
recovery-in-europe,ESP,2015,native,40205583
recovery-in-europe,ESP,2015,non-eu,3797138
recovery-in-europe,ESP,2020,eu,1891364
recovery-in-europe,ESP,2020,native,40143018
recovery-in-europe,ESP,2020,non-eu,4319197
recovery-in-europe,ESP,2025,eu,1868124
recovery-in-europe,ESP,2025,native,39818607
recovery-in-europe,ESP,2025,non-eu,4923439
recovery-in-europe,ESP,2030,eu,1817501
recovery-in-europe,ESP,2030,native,39363604
recovery-in-europe,ESP,2030,non-eu,5605871
recovery-in-europe,ESP,2035,eu,1742035
recovery-in-europe,ESP,2035,native,38890863
recovery-in-europe,ESP,2035,non-eu,6344014
recovery-in-europe,ESP,2040,eu,1643114
recovery-in-europe,ESP,2040,native,38474401
recovery-in-europe,ESP,2040,non-eu,7137021
recovery-in-europe,ESP,2045,eu,1528461
recovery-in-europe,ESP,2045,native,38079230
recovery-in-europe,ESP,2045,non-eu,7989402
recovery-in-europe,ESP,2050,eu,1406181
recovery-in-europe,ESP,2050,native,37605302
recovery-in-europe,ESP,2050,non-eu,8921899
recovery-in-europe,EST,2015,eu,17187
recovery-in-europe,EST,2015,native,1107465
recovery-in-europe,EST,2015,non-eu,171390
recovery-in-europe,EST,2020,eu,20109
recovery-in-europe,EST,2020,native,1103228
recovery-in-europe,EST,2020,non-eu,192953
recovery-in-europe,EST,2025,eu,21448
recovery-in-europe,EST,2025,native,1098920
recovery-in-europe,EST,2025,non-eu,202263
recovery-in-europe,EST,2030,eu,22192
recovery-in-europe,EST,2030,native,1091164
recovery-in-europe,EST,2030,non-eu,219443
recovery-in-europe,EST,2035,eu,22919
recovery-in-europe,EST,2035,native,1083819
recovery-in-europe,EST,2035,non-eu,241429
recovery-in-europe,EST,2040,eu,23209
recovery-in-europe,EST,2040,native,1080061
recovery-in-europe,EST,2040,non-eu,267139
recovery-in-europe,EST,2045,eu,23502
recovery-in-europe,EST,2045,native,1079689
recovery-in-europe,EST,2045,non-eu,298078
recovery-in-europe,EST,2050,eu,23476
recovery-in-europe,EST,2050,native,1080747
recovery-in-europe,EST,2050,non-eu,335666
recovery-in-europe,FIN,2015,eu,108749
recovery-in-europe,FIN,2015,native,5149781
recovery-in-europe,FIN,2015,non-eu,132299
recovery-in-europe,FIN,2020,eu,112956
recovery-in-europe,FIN,2020,native,5184689
recovery-in-europe,FIN,2020,non-eu,180893
recovery-in-europe,FIN,2025,eu,114480
recovery-in-europe,FIN,2025,native,5194456
recovery-in-europe,FIN,2025,non-eu,224029
recovery-in-europe,FIN,2030,eu,114191
recovery-in-europe,FIN,2030,native,5195315
recovery-in-europe,FIN,2030,non-eu,275902
recovery-in-europe,FIN,2035,eu,112123
recovery-in-europe,FIN,2035,native,5183737
recovery-in-europe,FIN,2035,non-eu,337326
recovery-in-europe,FIN,2040,eu,108436
recovery-in-europe,FIN,2040,native,5166598
recovery-in-europe,FIN,2040,non-eu,413372
recovery-in-europe,FIN,2045,eu,103599
recovery-in-europe,FIN,2045,native,5155472
recovery-in-europe,FIN,2045,non-eu,509049
recovery-in-europe,FIN,2050,eu,97879
recovery-in-europe,FIN,2050,native,5163579
recovery-in-europe,FIN,2050,non-eu,630296
recovery-in-europe,FRA,2015,eu,2207156
