scenario,dest,year,nativity,pop
ukraine-war,FIN,2035,non-eu,336629
ukraine-war,FIN,2040,eu,108900
ukraine-war,FIN,2040,native,5165666
ukraine-war,FIN,2040,non-eu,408540
ukraine-war,FIN,2045,eu,104667
ukraine-war,FIN,2045,native,5153070
ukraine-war,FIN,2045,non-eu,494012
ukraine-war,FIN,2050,eu,99619
ukraine-war,FIN,2050,native,5158758
ukraine-war,FIN,2050,non-eu,594788
ukraine-war,FRA,2015,eu,2207156
ukraine-war,FRA,2015,native,58579815
ukraine-war,FRA,2015,non-eu,5389095
ukraine-war,FRA,2020,eu,2081767
ukraine-war,FRA,2020,native,59923668
ukraine-war,FRA,2020,non-eu,6100185
ukraine-war,FRA,2025,eu,1941047
ukraine-war,FRA,2025,native,61177573
ukraine-war,FRA,2025,non-eu,6923152
ukraine-war,FRA,2030,eu,1799832
ukraine-war,FRA,2030,native,62554342
ukraine-war,FRA,2030,non-eu,7907968
ukraine-war,FRA,2035,eu,1656315
ukraine-war,FRA,2035,native,64089920
ukraine-war,FRA,2035,non-eu,9026536
ukraine-war,FRA,2040,eu,1513963
ukraine-war,FRA,2040,native,65719656
ukraine-war,FRA,2040,non-eu,10251291
ukraine-war,FRA,2045,eu,1372672
ukraine-war,FRA,2045,native,67378744
ukraine-war,FRA,2045,non-eu,11602378
ukraine-war,FRA,2050,eu,1235016
ukraine-war,FRA,2050,native,69099030
ukraine-war,FRA,2050,non-eu,13100159
ukraine-war,GBR,2015,eu,2722330
ukraine-war,GBR,2015,native,56413157
ukraine-war,GBR,2015,non-eu,5245532
ukraine-war,GBR,2020,eu,2672301
ukraine-war,GBR,2020,native,57485411
ukraine-war,GBR,2020,non-eu,6220004
ukraine-war,GBR,2025,eu,2578157
ukraine-war,GBR,2025,native,58353483
ukraine-war,GBR,2025,non-eu,7371002
ukraine-war,GBR,2030,eu,2454769
ukraine-war,GBR,2030,native,59113490
ukraine-war,GBR,2030,non-eu,8729881
ukraine-war,GBR,2035,eu,2313898
ukraine-war,GBR,2035,native,59884049
ukraine-war,GBR,2035,non-eu,10328822
ukraine-war,GBR,2040,eu,2165621
ukraine-war,GBR,2040,native,60828663
ukraine-war,GBR,2040,non-eu,12232659
ukraine-war,GBR,2045,eu,2010479
ukraine-war,GBR,2045,native,62078080
ukraine-war,GBR,2045,non-eu,14472940
ukraine-war,GBR,2050,eu,1850355
ukraine-war,GBR,2050,native,63634190
ukraine-war,GBR,2050,non-eu,17059412
ukraine-war,GRC,2015,eu,317498
ukraine-war,GRC,2015,native,9615097
ukraine-war,GRC,2015,non-eu,869052
ukraine-war,GRC,2020,eu,319002
ukraine-war,GRC,2020,native,9421004
ukraine-war,GRC,2020,non-eu,943419
ukraine-war,GRC,2025,eu,313103
ukraine-war,GRC,2025,native,9196474
ukraine-war,GRC,2025,non-eu,1000773
ukraine-war,GRC,2030,eu,302512
ukraine-war,GRC,2030,native,8964761
ukraine-war,GRC,2030,non-eu,1058514
ukraine-war,GRC,2035,eu,287903
ukraine-war,GRC,2035,native,8746299
ukraine-war,GRC,2035,non-eu,1112948
ukraine-war,GRC,2040,eu,270887
ukraine-war,GRC,2040,native,8549297
ukraine-war,GRC,2040,non-eu,1169449
ukraine-war,GRC,2045,eu,252228
ukraine-war,GRC,2045,native,8366682
ukraine-war,GRC,2045,non-eu,1229945
ukraine-war,GRC,2050,eu,232614
ukraine-war,GRC,2050,native,8189053
ukraine-war,GRC,2050,non-eu,1296182
ukraine-war,HRV,2015,eu,65236
ukraine-war,HRV,2015,native,3657504
ukraine-war,HRV,2015,non-eu,455530
ukraine-war,HRV,2020,eu,65104
ukraine-war,HRV,2020,native,3547219
ukraine-war,HRV,2020,non-eu,473865
ukraine-war,HRV,2025,eu,63696
ukraine-war,HRV,2025,native,3433722
ukraine-war,HRV,2025,non-eu,472338
ukraine-war,HRV,2030,eu,61816
ukraine-war,HRV,2030,native,3328499
ukraine-war,HRV,2030,non-eu,469501
ukraine-war,HRV,2035,eu,59638
ukraine-war,HRV,2035,native,3228618
ukraine-war,HRV,2035,non-eu,466604
ukraine-war,HRV,2040,eu,56992
ukraine-war,HRV,2040,native,3129931
ukraine-war,HRV,2040,non-eu,464318
ukraine-war,HRV,2045,eu,54227
ukraine-war,HRV,2045,native,3033608
ukraine-war,HRV,2045,non-eu,464950
ukraine-war,HRV,2050,eu,51213
ukraine-war,HRV,2050,native,2941288
ukraine-war,HRV,2050,non-eu,469962
ukraine-war,HUN,2015,eu,290574
ukraine-war,HUN,2015,native,9379499
ukraine-war,HUN,2015,non-eu,146222
ukraine-war,HUN,2020,eu,281513
ukraine-war,HUN,2020,native,9124510
ukraine-war,HUN,2020,non-eu,184549
ukraine-war,HUN,2025,eu,269814
ukraine-war,HUN,2025,native,8844378
ukraine-war,HUN,2025,non-eu,212405
ukraine-war,HUN,2030,eu,256091
ukraine-war,HUN,2030,native,8561595
ukraine-war,HUN,2030,non-eu,247165
ukraine-war,HUN,2035,eu,240610
ukraine-war,HUN,2035,native,8274319
ukraine-war,HUN,2035,non-eu,283930
ukraine-war,HUN,2040,eu,224620
ukraine-war,HUN,2040,native,7985362
ukraine-war,HUN,2040,non-eu,321827
ukraine-war,HUN,2045,eu,208200
ukraine-war,HUN,2045,native,7699829
ukraine-war,HUN,2045,non-eu,361781
ukraine-war,HUN,2050,eu,191317
ukraine-war,HUN,2050,native,7422837
ukraine-war,HUN,2050,non-eu,404691
ukraine-war,IRL,2015,eu,519360
ukraine-war,IRL,2015,native,3767272
ukraine-war,IRL,2015,non-eu,204430
ukraine-war,IRL,2020,eu,538335
ukraine-war,IRL,2020,native,3979437
ukraine-war,IRL,2020,non-eu,276959
ukraine-war,IRL,2025,eu,553436
ukraine-war,IRL,2025,native,4172104
ukraine-war,IRL,2025,non-eu,362557
ukraine-war,IRL,2030,eu,566140
ukraine-war,IRL,2030,native,4349660
ukraine-war,IRL,2030,non-eu,483357
ukraine-war,IRL,2035,eu,568822
ukraine-war,IRL,2035,native,4522445
ukraine-war,IRL,2035,non-eu,639258
ukraine-war,IRL,2040,eu,561145
ukraine-war,IRL,2040,native,4704941
ukraine-war,IRL,2040,non-eu,832274
ukraine-war,IRL,2045,eu,544535
ukraine-war,IRL,2045,native,4902481
ukraine-war,IRL,2045,non-eu,1067817
ukraine-war,IRL,2050,eu,520939
ukraine-war,IRL,2050,native,5115380
ukraine-war,IRL,2050,non-eu,1352245
ukraine-war,ITA,2015,eu,1731488
ukraine-war,ITA,2015,native,54990287
ukraine-war,ITA,2015,non-eu,3768341
ukraine-war,ITA,2020,eu,1773015
ukraine-war,ITA,2020,native,54249807
ukraine-war,ITA,2020,non-eu,4306277
ukraine-war,ITA,2025,eu,1772832
ukraine-war,ITA,2025,native,53262942
ukraine-war,ITA,2025,non-eu,4886585
ukraine-war,ITA,2030,eu,1742510
ukraine-war,ITA,2030,native,52178829
ukraine-war,ITA,2030,non-eu,5544799
ukraine-war,ITA,2035,eu,1683007
ukraine-war,ITA,2035,native,51117523
ukraine-war,ITA,2035,non-eu,6221210
ukraine-war,ITA,2040,eu,1609118
ukraine-war,ITA,2040,native,50108751
ukraine-war,ITA,2040,non-eu,6907520
ukraine-war,ITA,2045,eu,1520737
ukraine-war,ITA,2045,native,49133695
ukraine-war,ITA,2045,non-eu,7602397
ukraine-war,ITA,2050,eu,1420194
ukraine-war,ITA,2050,native,48143290
ukraine-war,ITA,2050,non-eu,8306352
ukraine-war,LTU,2015,eu,18609
ukraine-war,LTU,2015,native,2785037
ukraine-war,LTU,2015,non-eu,113119
ukraine-war,LTU,2020,eu,21551
ukraine-war,LTU,2020,native,2701890
ukraine-war,LTU,2020,non-eu,137680
ukraine-war,LTU,2025,eu,22981
ukraine-war,LTU,2025,native,2633962
ukraine-war,LTU,2025,non-eu,149386
ukraine-war,LTU,2030,eu,23845
ukraine-war,LTU,2030,native,2566927
ukraine-war,LTU,2030,non-eu,166851
ukraine-war,LTU,2035,eu,24736
ukraine-war,LTU,2035,native,2500380
ukraine-war,LTU,2035,non-eu,188245
ukraine-war,LTU,2040,eu,25214
ukraine-war,LTU,2040,native,2438462
ukraine-war,LTU,2040,non-eu,211944
ukraine-war,LTU,2045,eu,25750
ukraine-war,LTU,2045,native,2384015
ukraine-war,LTU,2045,non-eu,239084
ukraine-war,LTU,2050,eu,25766
ukraine-war,LTU,2050,native,2335009
ukraine-war,LTU,2050,non-eu,269936
ukraine-war,LUX,2015,eu,185750
ukraine-war,LUX,2015,native,278791
ukraine-war,LUX,2015,non-eu,44075
ukraine-war,LUX,2020,eu,193885
ukraine-war,LUX,2020,native,302684
ukraine-war,LUX,2020,non-eu,79994
ukraine-war,LUX,2025,eu,197702
ukraine-war,LUX,2025,native,326179
ukraine-war,LUX,2025,non-eu,109932
ukraine-war,LUX,2030,eu,198983
ukraine-war,LUX,2030,native,350536
ukraine-war,LUX,2030,non-eu,148727
ukraine-war,LUX,2035,eu,197388
ukraine-war,LUX,2035,native,377326
ukraine-war,LUX,2035,non-eu,197589
ukraine-war,LUX,2040,eu,193176
ukraine-war,LUX,2040,native,407714
ukraine-war,LUX,2040,non-eu,258033
ukraine-war,LUX,2045,eu,186719
ukraine-war,LUX,2045,native,442442
ukraine-war,LUX,2045,non-eu,332352
ukraine-war,LUX,2050,eu,178224
ukraine-war,LUX,2050,native,482027
ukraine-war,LUX,2050,non-eu,422035
ukraine-war,LVA,2015,eu,27310
ukraine-war,LVA,2015,native,1720680
ukraine-war,LVA,2015,non-eu,230241
ukraine-war,LVA,2020,eu,27991
ukraine-war,LVA,2020,native,1676992
ukraine-war,LVA,2020,non-eu,239649
ukraine-war,LVA,2025,eu,27446
ukraine-war,LVA,2025,native,1639794
ukraine-war,LVA,2025,non-eu,240934
ukraine-war,LVA,2030,eu,26600
ukraine-war,LVA,2030,native,1601209
ukraine-war,LVA,2030,non-eu,252765
ukraine-war,LVA,2035,eu,26178
ukraine-war,LVA,2035,native,1565785
ukraine-war,LVA,2035,non-eu,270705
ukraine-war,LVA,2040,eu,25677
ukraine-war,LVA,2040,native,1534514
ukraine-war,LVA,2040,non-eu,290420
ukraine-war,LVA,2045,eu,25503
ukraine-war,LVA,2045,native,1506378
ukraine-war,LVA,2045,non-eu,312590
ukraine-war,LVA,2050,eu,25170
ukraine-war,LVA,2050,native,1478471
ukraine-war,LVA,2050,non-eu,337512
ukraine-war,MLT,2015,eu,25143
ukraine-war,MLT,2015,native,387064
ukraine-war,MLT,2015,non-eu,23205
ukraine-war,MLT,2020,eu,27961
ukraine-war,MLT,2020,native,383172
ukraine-war,MLT,2020,non-eu,53992
ukraine-war,MLT,2025,eu,29932
ukraine-war,MLT,2025,native,384484
ukraine-war,MLT,2025,non-eu,74582
ukraine-war,MLT,2030,eu,31407
ukraine-war,MLT,2030,native,383676
ukraine-war,MLT,2030,non-eu,100494
ukraine-war,MLT,2035,eu,32657
ukraine-war,MLT,2035,native,381371
ukraine-war,MLT,2035,non-eu,132839
ukraine-war,MLT,2040,eu,33420
ukraine-war,MLT,2040,native,378434
ukraine-war,MLT,2040,non-eu,172315
ukraine-war,MLT,2045,eu,33982
ukraine-war,MLT,2045,native,376537
ukraine-war,MLT,2045,non-eu,220154
ukraine-war,MLT,2050,eu,34087
ukraine-war,MLT,2050,native,377278
ukraine-war,MLT,2050,non-eu,276593
ukraine-war,NLD,2015,eu,499865
ukraine-war,NLD,2015,native,14740855
ukraine-war,NLD,2015,non-eu,1240837
ukraine-war,NLD,2020,eu,503465
ukraine-war,NLD,2020,native,14910882
ukraine-war,NLD,2020,non-eu,1428203
ukraine-war,NLD,2025,eu,499384
ukraine-war,NLD,2025,native,15077057
ukraine-war,NLD,2025,non-eu,1636997
ukraine-war,NLD,2030,eu,489058
ukraine-war,NLD,2030,native,15252082
ukraine-war,NLD,2030,non-eu,1882197
ukraine-war,NLD,2035,eu,472563
ukraine-war,NLD,2035,native,15404366
ukraine-war,NLD,2035,non-eu,2157307
ukraine-war,NLD,2040,eu,451483
ukraine-war,NLD,2040,native,15528802
ukraine-war,NLD,2040,non-eu,2462060
ukraine-war,NLD,2045,eu,426762
ukraine-war,NLD,2045,native,15636569
ukraine-war,NLD,2045,non-eu,2808117
ukraine-war,NLD,2050,eu,399352
ukraine-war,NLD,2050,native,15759220
ukraine-war,NLD,2050,non-eu,3207369
ukraine-war,POL,2015,eu,206007
ukraine-war,POL,2015,native,36435407
ukraine-war,POL,2015,non-eu,382636
ukraine-war,POL,2020,eu,179561
ukraine-war,POL,2020,native,36043169
ukraine-war,POL,2020,non-eu,375205
ukraine-war,POL,2025,eu,158006
ukraine-war,POL,2025,native,35512187
ukraine-war,POL,2025,non-eu,373753
ukraine-war,POL,2030,eu,139949
ukraine-war,POL,2030,native,34805183
ukraine-war,POL,2030,non-eu,400942
ukraine-war,POL,2035,eu,125219
ukraine-war,POL,2035,native,33982781
ukraine-war,POL,2035,non-eu,439008
ukraine-war,POL,2040,eu,113182
ukraine-war,POL,2040,native,33068078
ukraine-war,POL,2040,non-eu,482679
ukraine-war,POL,2045,eu,103924
ukraine-war,POL,2045,native,32080068
ukraine-war,POL,2045,non-eu,530336
ukraine-war,POL,2050,eu,96487
ukraine-war,POL,2050,native,31042044
ukraine-war,POL,2050,non-eu,578744
ukraine-war,PRT,2015,eu,197624
ukraine-war,PRT,2015,native,9509432
ukraine-war,PRT,2015,non-eu,626966
ukraine-war,PRT,2020,eu,199179
ukraine-war,PRT,2020,native,9279825
ukraine-war,PRT,2020,non-eu,728740
ukraine-war,PRT,2025,eu,197673
ukraine-war,PRT,2025,native,9021383
ukraine-war,PRT,2025,non-eu,845752
ukraine-war,PRT,2030,eu,194130
ukraine-war,PRT,2030,native,8765526
ukraine-war,PRT,2030,non-eu,994963
ukraine-war,PRT,2035,eu,188902
ukraine-war,PRT,2035,native,8522818
ukraine-war,PRT,2035,non-eu,1178699
ukraine-war,PRT,2040,eu,182016
ukraine-war,PRT,2040,native,8280525
ukraine-war,PRT,2040,non-eu,1398619
ukraine-war,PRT,2045,eu,173976
ukraine-war,PRT,2045,native,8032977
ukraine-war,PRT,2045,non-eu,1659971
ukraine-war,PRT,2050,eu,165025
ukraine-war,PRT,2050,native,7784201
ukraine-war,PRT,2050,non-eu,1965711
ukraine-war,ROU,2015,eu,111159
ukraine-war,ROU,2015,native,19580027
ukraine-war,ROU,2015,non-eu,151349
ukraine-war,ROU,2020,eu,112413
ukraine-war,ROU,2020,native,18950413
ukraine-war,ROU,2020,non-eu,186861
ukraine-war,ROU,2025,eu,112205
ukraine-war,ROU,2025,native,18333081
ukraine-war,ROU,2025,non-eu,208671
ukraine-war,ROU,2030,eu,110794
ukraine-war,ROU,2030,native,17758414
ukraine-war,ROU,2030,non-eu,231653
ukraine-war,ROU,2035,eu,108965
ukraine-war,ROU,2035,native,17219159
ukraine-war,ROU,2035,non-eu,254432
ukraine-war,ROU,2040,eu,105854
ukraine-war,ROU,2040,native,16664945
ukraine-war,ROU,2040,non-eu,276479
ukraine-war,ROU,2045,eu,101951
ukraine-war,ROU,2045,native,16086538
ukraine-war,ROU,2045,non-eu,299421
ukraine-war,ROU,2050,eu,96450
ukraine-war,ROU,2050,native,15485779
ukraine-war,ROU,2050,non-eu,323601
ukraine-war,SVK,2015,eu,142429
ukraine-war,SVK,2015,native,5130214
ukraine-war,SVK,2015,non-eu,27960
ukraine-war,SVK,2020,eu,135150
ukraine-war,SVK,2020,native,5130978
ukraine-war,SVK,2020,non-eu,58529
ukraine-war,SVK,2025,eu,125922
ukraine-war,SVK,2025,native,5106345
ukraine-war,SVK,2025,non-eu,76496
ukraine-war,SVK,2030,eu,116394
ukraine-war,SVK,2030,native,5048305
ukraine-war,SVK,2030,non-eu,98495
ukraine-war,SVK,2035,eu,107152
ukraine-war,SVK,2035,native,4965976
ukraine-war,SVK,2035,non-eu,124423
ukraine-war,SVK,2040,eu,98258
ukraine-war,SVK,2040,native,4869930
ukraine-war,SVK,2040,non-eu,153900
ukraine-war,SVK,2045,eu,90064
ukraine-war,SVK,2045,native,4766662
ukraine-war,SVK,2045,non-eu,187861
ukraine-war,SVK,2050,eu,82410
ukraine-war,SVK,2050,native,4656832
ukraine-war,SVK,2050,non-eu,226796
ukraine-war,SVN,2015,eu,65363
ukraine-war,SVN,2015,native,1825257
ukraine-war,SVN,2015,non-eu,151429
ukraine-war,SVN,2020,eu,65455
ukraine-war,SVN,2020,native,1827489
ukraine-war,SVN,2020,non-eu,187641
ukraine-war,SVN,2025,eu,63985
ukraine-war,SVN,2025,native,1819120
ukraine-war,SVN,2025,non-eu,208484
ukraine-war,SVN,2030,eu,61929
ukraine-war,SVN,2030,native,1802066
ukraine-war,SVN,2030,non-eu,230788
ukraine-war,SVN,2035,eu,59693
ukraine-war,SVN,2035,native,1782357
ukraine-war,SVN,2035,non-eu,254831
ukraine-war,SVN,2040,eu,57340
ukraine-war,SVN,2040,native,1764574
ukraine-war,SVN,2040,non-eu,281358
ukraine-war,SVN,2045,eu,55133
ukraine-war,SVN,2045,native,1749737
ukraine-war,SVN,2045,non-eu,312449
ukraine-war,SVN,2050,eu,52811
ukraine-war,SVN,2050,native,1735593
ukraine-war,SVN,2050,non-eu,349081
ukraine-war,SWE,2015,eu,493745
ukraine-war,SWE,2015,native,7933962
ukraine-war,SWE,2015,non-eu,940974
ukraine-war,SWE,2020,eu,478462
ukraine-war,SWE,2020,native,8097438
ukraine-war,SWE,2020,non-eu,1109113
ukraine-war,SWE,2025,eu,457765
ukraine-war,SWE,2025,native,8260349
ukraine-war,SWE,2025,non-eu,1297980
ukraine-war,SWE,2030,eu,434355
ukraine-war,SWE,2030,native,8409642
ukraine-war,SWE,2030,non-eu,1529527
ukraine-war,SWE,2035,eu,409061
ukraine-war,SWE,2035,native,8563890
ukraine-war,SWE,2035,non-eu,1806557
ukraine-war,SWE,2040,eu,382737
ukraine-war,SWE,2040,native,8762643
ukraine-war,SWE,2040,non-eu,2129557
ukraine-war,SWE,2045,eu,356067
ukraine-war,SWE,2045,native,9024021
ukraine-war,SWE,2045,non-eu,2508873
ukraine-war,SWE,2050,eu,329696
ukraine-war,SWE,2050,native,9343635
ukraine-war,SWE,2050,non-eu,2955416
