scenario,dest,year,edu,pop
recovery-in-europe,EST,2020,3,50566
recovery-in-europe,EST,2020,4,181954
recovery-in-europe,EST,2020,5,461658
recovery-in-europe,EST,2020,6,453831
recovery-in-europe,EST,2025,1,84749
recovery-in-europe,EST,2025,2,11684
recovery-in-europe,EST,2025,3,52151
recovery-in-europe,EST,2025,4,181723
recovery-in-europe,EST,2025,5,485685
recovery-in-europe,EST,2025,6,506639
recovery-in-europe,EST,2030,1,12695
recovery-in-europe,EST,2030,2,12323
recovery-in-europe,EST,2030,3,49021
recovery-in-europe,EST,2030,4,177052
recovery-in-europe,EST,2030,5,515401
recovery-in-europe,EST,2030,6,566307
recovery-in-europe,EST,2035,1,12497
recovery-in-europe,EST,2035,2,13576
recovery-in-europe,EST,2035,3,48122
recovery-in-europe,EST,2035,4,165535
recovery-in-europe,EST,2035,5,514599
recovery-in-europe,EST,2035,6,593838
recovery-in-europe,EST,2040,1,14402
recovery-in-europe,EST,2040,2,15019
recovery-in-europe,EST,2040,3,48564
recovery-in-europe,EST,2040,4,156133
recovery-in-europe,EST,2040,5,512329
recovery-in-europe,EST,2040,6,623962
recovery-in-europe,EST,2045,1,16154
recovery-in-europe,EST,2045,2,17298
recovery-in-europe,EST,2045,3,49936
recovery-in-europe,EST,2045,4,148315
recovery-in-europe,EST,2045,5,509910
recovery-in-europe,EST,2045,6,659656
recovery-in-europe,EST,2050,1,18225
recovery-in-europe,EST,2050,2,19777
recovery-in-europe,EST,2050,3,52887
recovery-in-europe,EST,2050,4,144213
recovery-in-europe,EST,2050,5,507671
recovery-in-europe,EST,2050,6,697116
recovery-in-europe,FIN,2015,1,895525
recovery-in-europe,FIN,2015,2,4084
recovery-in-europe,FIN,2015,3,12995
recovery-in-europe,FIN,2015,4,1449036
recovery-in-europe,FIN,2015,5,1738909
recovery-in-europe,FIN,2015,6,1290280
recovery-in-europe,FIN,2020,1,622010
recovery-in-europe,FIN,2020,2,11036
recovery-in-europe,FIN,2020,3,61108
recovery-in-europe,FIN,2020,4,1236540
recovery-in-europe,FIN,2020,5,1912652
recovery-in-europe,FIN,2020,6,1635192
recovery-in-europe,FIN,2025,1,327783
recovery-in-europe,FIN,2025,2,17210
recovery-in-europe,FIN,2025,3,102433
recovery-in-europe,FIN,2025,4,1136813
recovery-in-europe,FIN,2025,5,2136700
recovery-in-europe,FIN,2025,6,1812026
recovery-in-europe,FIN,2030,1,31887
recovery-in-europe,FIN,2030,2,23547
recovery-in-europe,FIN,2030,3,114306
recovery-in-europe,FIN,2030,4,1020618
recovery-in-europe,FIN,2030,5,2329327
recovery-in-europe,FIN,2030,6,2065723
recovery-in-europe,FIN,2035,1,35068
recovery-in-europe,FIN,2035,2,29614
recovery-in-europe,FIN,2035,3,123640
recovery-in-europe,FIN,2035,4,893888
recovery-in-europe,FIN,2035,5,2371853
recovery-in-europe,FIN,2035,6,2179123
recovery-in-europe,FIN,2040,1,42034
recovery-in-europe,FIN,2040,2,36399
recovery-in-europe,FIN,2040,3,130124
recovery-in-europe,FIN,2040,4,784155
recovery-in-europe,FIN,2040,5,2399792
recovery-in-europe,FIN,2040,6,2295902
recovery-in-europe,FIN,2045,1,49047
recovery-in-europe,FIN,2045,2,45068
recovery-in-europe,FIN,2045,3,139014
recovery-in-europe,FIN,2045,4,697848
recovery-in-europe,FIN,2045,5,2409710
recovery-in-europe,FIN,2045,6,2427433
recovery-in-europe,FIN,2050,1,56902
recovery-in-europe,FIN,2050,2,55683
recovery-in-europe,FIN,2050,3,150076
recovery-in-europe,FIN,2050,4,637503
recovery-in-europe,FIN,2050,5,2417226
recovery-in-europe,FIN,2050,6,2574364
recovery-in-europe,FRA,2015,1,12332447
recovery-in-europe,FRA,2015,2,767176
recovery-in-europe,FRA,2015,3,8461252
recovery-in-europe,FRA,2015,4,10249047
recovery-in-europe,FRA,2015,5,21163916
recovery-in-europe,FRA,2015,6,13202228
recovery-in-europe,FRA,2020,1,8913309
recovery-in-europe,FRA,2020,2,690108
recovery-in-europe,FRA,2020,3,7622453
recovery-in-europe,FRA,2020,4,10240593
recovery-in-europe,FRA,2020,5,23442203
recovery-in-europe,FRA,2020,6,17196954
recovery-in-europe,FRA,2025,1,5030686
recovery-in-europe,FRA,2025,2,713147
recovery-in-europe,FRA,2025,3,7103800
recovery-in-europe,FRA,2025,4,10041534
recovery-in-europe,FRA,2025,5,26008671
recovery-in-europe,FRA,2025,6,21144388
recovery-in-europe,FRA,2030,1,1037846
recovery-in-europe,FRA,2030,2,777487
recovery-in-europe,FRA,2030,3,6440033
recovery-in-europe,FRA,2030,4,10049852
recovery-in-europe,FRA,2030,5,28275043
recovery-in-europe,FRA,2030,6,25683535
recovery-in-europe,FRA,2035,1,1073539
recovery-in-europe,FRA,2035,2,826907
recovery-in-europe,FRA,2035,3,5762381
recovery-in-europe,FRA,2035,4,9602670
recovery-in-europe,FRA,2035,5,28795974
recovery-in-europe,FRA,2035,6,28730607
recovery-in-europe,FRA,2040,1,1195055
recovery-in-europe,FRA,2040,2,902826
recovery-in-europe,FRA,2040,3,5159946
recovery-in-europe,FRA,2040,4,9166587
recovery-in-europe,FRA,2040,5,29216157
recovery-in-europe,FRA,2040,6,31995554
recovery-in-europe,FRA,2045,1,1307173
recovery-in-europe,FRA,2045,2,1006250
recovery-in-europe,FRA,2045,3,4700298
recovery-in-europe,FRA,2045,4,8844508
recovery-in-europe,FRA,2045,5,29506123
recovery-in-europe,FRA,2045,6,35451858
recovery-in-europe,FRA,2050,1,1425668
recovery-in-europe,FRA,2050,2,1142758
recovery-in-europe,FRA,2050,3,4412126
recovery-in-europe,FRA,2050,4,8612681
recovery-in-europe,FRA,2050,5,29804918
recovery-in-europe,FRA,2050,6,39081119
recovery-in-europe,GBR,2015,1,12150685
recovery-in-europe,GBR,2015,2,224818
recovery-in-europe,GBR,2015,3,537984
recovery-in-europe,GBR,2015,4,18847553
recovery-in-europe,GBR,2015,5,17841332
recovery-in-europe,GBR,2015,6,14778647
recovery-in-europe,GBR,2020,1,8704084
recovery-in-europe,GBR,2020,2,264185
recovery-in-europe,GBR,2020,3,619173
recovery-in-europe,GBR,2020,4,18682216
recovery-in-europe,GBR,2020,5,19524244
recovery-in-europe,GBR,2020,6,18583814
recovery-in-europe,GBR,2025,1,5144537
recovery-in-europe,GBR,2025,2,360248
recovery-in-europe,GBR,2025,3,796964
recovery-in-europe,GBR,2025,4,17145426
recovery-in-europe,GBR,2025,5,23039534
recovery-in-europe,GBR,2025,6,21816209
recovery-in-europe,GBR,2030,1,1176391
recovery-in-europe,GBR,2030,2,479685
recovery-in-europe,GBR,2030,3,1002134
recovery-in-europe,GBR,2030,4,16405017
recovery-in-europe,GBR,2030,5,25752533
recovery-in-europe,GBR,2030,6,25483187
recovery-in-europe,GBR,2035,1,1253480
recovery-in-europe,GBR,2035,2,585184
recovery-in-europe,GBR,2035,3,1133075
recovery-in-europe,GBR,2035,4,14800732
recovery-in-europe,GBR,2035,5,26965238
recovery-in-europe,GBR,2035,6,27816531
recovery-in-europe,GBR,2040,1,1477004
recovery-in-europe,GBR,2040,2,710984
recovery-in-europe,GBR,2040,3,1281484
recovery-in-europe,GBR,2040,4,13396688
recovery-in-europe,GBR,2040,5,28146085
recovery-in-europe,GBR,2040,6,30435875
recovery-in-europe,GBR,2045,1,1700842
recovery-in-europe,GBR,2045,2,866110
recovery-in-europe,GBR,2045,3,1474037
recovery-in-europe,GBR,2045,4,12273841
recovery-in-europe,GBR,2045,5,29423415
recovery-in-europe,GBR,2045,6,33515182
recovery-in-europe,GBR,2050,1,1935933
recovery-in-europe,GBR,2050,2,1058184
recovery-in-europe,GBR,2050,3,1713624
recovery-in-europe,GBR,2050,4,11426555
recovery-in-europe,GBR,2050,5,30972756
recovery-in-europe,GBR,2050,6,37042948
recovery-in-europe,GRC,2015,1,1601281
recovery-in-europe,GRC,2015,2,696063
recovery-in-europe,GRC,2015,3,2229739
recovery-in-europe,GRC,2015,4,1205048
recovery-in-europe,GRC,2015,5,2704422
recovery-in-europe,GRC,2015,6,2365094
recovery-in-europe,GRC,2020,1,1120111
recovery-in-europe,GRC,2020,2,512434
recovery-in-europe,GRC,2020,3,1933022
recovery-in-europe,GRC,2020,4,1283615
recovery-in-europe,GRC,2020,5,2996936
recovery-in-europe,GRC,2020,6,2837307
recovery-in-europe,GRC,2025,1,588649
recovery-in-europe,GRC,2025,2,385978
recovery-in-europe,GRC,2025,3,1770864
recovery-in-europe,GRC,2025,4,1244749
recovery-in-europe,GRC,2025,5,3280662
recovery-in-europe,GRC,2025,6,3239595
recovery-in-europe,GRC,2030,1,88216
recovery-in-europe,GRC,2030,2,281930
recovery-in-europe,GRC,2030,3,1552088
recovery-in-europe,GRC,2030,4,1212067
recovery-in-europe,GRC,2030,5,3508167
recovery-in-europe,GRC,2030,6,3683703
recovery-in-europe,GRC,2035,1,89268
recovery-in-europe,GRC,2035,2,202425
recovery-in-europe,GRC,2035,3,1327108
recovery-in-europe,GRC,2035,4,1128750
recovery-in-europe,GRC,2035,5,3509034
recovery-in-europe,GRC,2035,6,3893278
recovery-in-europe,GRC,2040,1,99205
recovery-in-europe,GRC,2040,2,153013
recovery-in-europe,GRC,2040,3,1119834
recovery-in-europe,GRC,2040,4,1032856
recovery-in-europe,GRC,2040,5,3494724
recovery-in-europe,GRC,2040,6,4106248
recovery-in-europe,GRC,2045,1,107416
recovery-in-europe,GRC,2045,2,125287
recovery-in-europe,GRC,2045,3,934273
recovery-in-europe,GRC,2045,4,951204
recovery-in-europe,GRC,2045,5,3453557
recovery-in-europe,GRC,2045,6,4319600
recovery-in-europe,GRC,2050,1,116260
recovery-in-europe,GRC,2050,2,111522
recovery-in-europe,GRC,2050,3,778117
recovery-in-europe,GRC,2050,4,881079
recovery-in-europe,GRC,2050,5,3401640
recovery-in-europe,GRC,2050,6,4514723
recovery-in-europe,HRV,2015,1,629166
recovery-in-europe,HRV,2015,2,53197
recovery-in-europe,HRV,2015,3,78663
recovery-in-europe,HRV,2015,4,982363
recovery-in-europe,HRV,2015,5,1795254
recovery-in-europe,HRV,2015,6,639627
recovery-in-europe,HRV,2020,1,427865
recovery-in-europe,HRV,2020,2,40945
recovery-in-europe,HRV,2020,3,70636
recovery-in-europe,HRV,2020,4,838166
recovery-in-europe,HRV,2020,5,1944618
recovery-in-europe,HRV,2020,6,763958
recovery-in-europe,HRV,2025,1,217931
recovery-in-europe,HRV,2025,2,32915
recovery-in-europe,HRV,2025,3,63410
recovery-in-europe,HRV,2025,4,743693
recovery-in-europe,HRV,2025,5,2069587
recovery-in-europe,HRV,2025,6,842227
recovery-in-europe,HRV,2030,1,18156
recovery-in-europe,HRV,2030,2,27570
recovery-in-europe,HRV,2030,3,55290
recovery-in-europe,HRV,2030,4,650755
recovery-in-europe,HRV,2030,5,2167545
recovery-in-europe,HRV,2030,6,940516
recovery-in-europe,HRV,2035,1,15868
recovery-in-europe,HRV,2035,2,24451
recovery-in-europe,HRV,2035,3,47979
recovery-in-europe,HRV,2035,4,553099
recovery-in-europe,HRV,2035,5,2128937
recovery-in-europe,HRV,2035,6,985564
recovery-in-europe,HRV,2040,1,17409
recovery-in-europe,HRV,2040,2,23435
recovery-in-europe,HRV,2040,3,43311
recovery-in-europe,HRV,2040,4,471609
recovery-in-europe,HRV,2040,5,2072527
recovery-in-europe,HRV,2040,6,1030924
recovery-in-europe,HRV,2045,1,18982
recovery-in-europe,HRV,2045,2,24234
recovery-in-europe,HRV,2045,3,41043
recovery-in-europe,HRV,2045,4,404015
recovery-in-europe,HRV,2045,5,2004054
recovery-in-europe,HRV,2045,6,1080922
recovery-in-europe,HRV,2050,1,21248
recovery-in-europe,HRV,2050,2,25827
recovery-in-europe,HRV,2050,3,40530
recovery-in-europe,HRV,2050,4,347941
recovery-in-europe,HRV,2050,5,1930888
recovery-in-europe,HRV,2050,6,1135123
recovery-in-europe,HUN,2015,1,1427902
recovery-in-europe,HUN,2015,2,53073
recovery-in-europe,HUN,2015,3,107239
recovery-in-europe,HUN,2015,4,2555672
recovery-in-europe,HUN,2015,5,3873941
recovery-in-europe,HUN,2015,6,1798468
recovery-in-europe,HUN,2020,1,959736
recovery-in-europe,HUN,2020,2,44879
recovery-in-europe,HUN,2020,3,102779
recovery-in-europe,HUN,2020,4,2146390
recovery-in-europe,HUN,2020,5,4206562
recovery-in-europe,HUN,2020,6,2130226
recovery-in-europe,HUN,2025,1,468681
recovery-in-europe,HUN,2025,2,41281
recovery-in-europe,HUN,2025,3,97044
recovery-in-europe,HUN,2025,4,1919235
recovery-in-europe,HUN,2025,5,4333841
recovery-in-europe,HUN,2025,6,2466551
recovery-in-europe,HUN,2030,1,22120
recovery-in-europe,HUN,2030,2,37822
recovery-in-europe,HUN,2030,3,86184
recovery-in-europe,HUN,2030,4,1649191
recovery-in-europe,HUN,2030,5,4470163
recovery-in-europe,HUN,2030,6,2799459
recovery-in-europe,HUN,2035,1,21074
recovery-in-europe,HUN,2035,2,34221
recovery-in-europe,HUN,2035,3,76776
recovery-in-europe,HUN,2035,4,1375289
recovery-in-europe,HUN,2035,5,4341172
recovery-in-europe,HUN,2035,6,2950805
recovery-in-europe,HUN,2040,1,22980
recovery-in-europe,HUN,2040,2,32197
recovery-in-europe,HUN,2040,3,70057
recovery-in-europe,HUN,2040,4,1159253
recovery-in-europe,HUN,2040,5,4172362
recovery-in-europe,HUN,2040,6,3078622
recovery-in-europe,HUN,2045,1,24980
recovery-in-europe,HUN,2045,2,31622
recovery-in-europe,HUN,2045,3,66705
recovery-in-europe,HUN,2045,4,985886
recovery-in-europe,HUN,2045,5,3976186
recovery-in-europe,HUN,2045,6,3194898
recovery-in-europe,HUN,2050,1,27410
recovery-in-europe,HUN,2050,2,31930
recovery-in-europe,HUN,2050,3,65452
recovery-in-europe,HUN,2050,4,845494
recovery-in-europe,HUN,2050,5,3769216
recovery-in-europe,HUN,2050,6,3301928
recovery-in-europe,IRL,2015,1,972907
recovery-in-europe,IRL,2015,2,62451
recovery-in-europe,IRL,2015,3,494985
recovery-in-europe,IRL,2015,4,744402
recovery-in-europe,IRL,2015,5,1070138
recovery-in-europe,IRL,2015,6,1146179
recovery-in-europe,IRL,2020,1,692040
recovery-in-europe,IRL,2020,2,64662
recovery-in-europe,IRL,2020,3,454206
recovery-in-europe,IRL,2020,4,769206
recovery-in-europe,IRL,2020,5,1221556
recovery-in-europe,IRL,2020,6,1593061
recovery-in-europe,IRL,2025,1,377885
recovery-in-europe,IRL,2025,2,67076
recovery-in-europe,IRL,2025,3,468479
recovery-in-europe,IRL,2025,4,800873
recovery-in-europe,IRL,2025,5,1410272
recovery-in-europe,IRL,2025,6,1963525
recovery-in-europe,IRL,2030,1,61119
recovery-in-europe,IRL,2030,2,72253
recovery-in-europe,IRL,2030,3,437780
recovery-in-europe,IRL,2030,4,812331
recovery-in-europe,IRL,2030,5,1600885
recovery-in-europe,IRL,2030,6,2414838
recovery-in-europe,IRL,2035,1,71396
recovery-in-europe,IRL,2035,2,75993
recovery-in-europe,IRL,2035,3,406259
recovery-in-europe,IRL,2035,4,791768
recovery-in-europe,IRL,2035,5,1674500
recovery-in-europe,IRL,2035,6,2711109
recovery-in-europe,IRL,2040,1,92163
recovery-in-europe,IRL,2040,2,82936
recovery-in-europe,IRL,2040,3,372428
recovery-in-europe,IRL,2040,4,757484
recovery-in-europe,IRL,2040,5,1767428
recovery-in-europe,IRL,2040,6,3035005
recovery-in-europe,IRL,2045,1,114793
recovery-in-europe,IRL,2045,2,94191
recovery-in-europe,IRL,2045,3,353791
recovery-in-europe,IRL,2045,4,734880
recovery-in-europe,IRL,2045,5,1857284
recovery-in-europe,IRL,2045,6,3395026
recovery-in-europe,IRL,2050,1,140772
recovery-in-europe,IRL,2050,2,110207
recovery-in-europe,IRL,2050,3,354837
recovery-in-europe,IRL,2050,4,728996
recovery-in-europe,IRL,2050,5,1970618
recovery-in-europe,IRL,2050,6,3777891
recovery-in-europe,ITA,2015,1,8391907
recovery-in-europe,ITA,2015,2,2512988
recovery-in-europe,ITA,2015,3,9865218
recovery-in-europe,ITA,2015,4,14821592
recovery-in-europe,ITA,2015,5,16460423
recovery-in-europe,ITA,2015,6,8437988
recovery-in-europe,ITA,2020,1,5922178
recovery-in-europe,ITA,2020,2,1967483
recovery-in-europe,ITA,2020,3,8308726
recovery-in-europe,ITA,2020,4,15089012
recovery-in-europe,ITA,2020,5,18996217
recovery-in-europe,ITA,2020,6,10045483
recovery-in-europe,ITA,2025,1,3190097
recovery-in-europe,ITA,2025,2,1556375
recovery-in-europe,ITA,2025,3,6902833
recovery-in-europe,ITA,2025,4,15170052
recovery-in-europe,ITA,2025,5,21732553
recovery-in-europe,ITA,2025,6,11370615
recovery-in-europe,ITA,2030,1,507335
recovery-in-europe,ITA,2030,2,1234530
recovery-in-europe,ITA,2030,3,5589728
recovery-in-europe,ITA,2030,4,14824963
recovery-in-europe,ITA,2030,5,24167645
recovery-in-europe,ITA,2030,6,13142443
recovery-in-europe,ITA,2035,1,510297
recovery-in-europe,ITA,2035,2,976309
recovery-in-europe,ITA,2035,3,4349356
recovery-in-europe,ITA,2035,4,13780586
recovery-in-europe,ITA,2035,5,25186496
recovery-in-europe,ITA,2035,6,14233073
recovery-in-europe,ITA,2040,1,574735
recovery-in-europe,ITA,2040,2,814625
recovery-in-europe,ITA,2040,3,3311068
recovery-in-europe,ITA,2040,4,12602166
recovery-in-europe,ITA,2040,5,25965789
recovery-in-europe,ITA,2040,6,15467886
recovery-in-europe,ITA,2045,1,633858
recovery-in-europe,ITA,2045,2,727017
recovery-in-europe,ITA,2045,3,2506641
recovery-in-europe,ITA,2045,4,11498771
recovery-in-europe,ITA,2045,5,26409307
recovery-in-europe,ITA,2045,6,16811697
recovery-in-europe,ITA,2050,1,695402
recovery-in-europe,ITA,2050,2,691023
recovery-in-europe,ITA,2050,3,1938874
recovery-in-europe,ITA,2050,4,10446375
recovery-in-europe,ITA,2050,5,26675943
recovery-in-europe,ITA,2050,6,18147490
recovery-in-europe,LTU,2015,1,425477
recovery-in-europe,LTU,2015,2,24049
recovery-in-europe,LTU,2015,3,246808
recovery-in-europe,LTU,2015,4,346640
recovery-in-europe,LTU,2015,5,733766
recovery-in-europe,LTU,2015,6,1140025
recovery-in-europe,LTU,2020,1,292668
recovery-in-europe,LTU,2020,2,24636
recovery-in-europe,LTU,2020,3,154218
recovery-in-europe,LTU,2020,4,333916
recovery-in-europe,LTU,2020,5,764490
recovery-in-europe,LTU,2020,6,1291193
recovery-in-europe,LTU,2025,1,156369
recovery-in-europe,LTU,2025,2,22503
recovery-in-europe,LTU,2025,3,138294
recovery-in-europe,LTU,2025,4,302946
recovery-in-europe,LTU,2025,5,795400
recovery-in-europe,LTU,2025,6,1390822
recovery-in-europe,LTU,2030,1,12719
recovery-in-europe,LTU,2030,2,21818
recovery-in-europe,LTU,2030,3,114838
recovery-in-europe,LTU,2030,4,290864
recovery-in-europe,LTU,2030,5,828205
recovery-in-europe,LTU,2030,6,1489195
recovery-in-europe,LTU,2035,1,13018
recovery-in-europe,LTU,2035,2,22310
recovery-in-europe,LTU,2035,3,100201
recovery-in-europe,LTU,2035,4,264372
recovery-in-europe,LTU,2035,5,815528
recovery-in-europe,LTU,2035,6,1498317
recovery-in-europe,LTU,2040,1,14930
recovery-in-europe,LTU,2040,2,23511
recovery-in-europe,LTU,2040,3,93626
recovery-in-europe,LTU,2040,4,243379
recovery-in-europe,LTU,2040,5,800421
recovery-in-europe,LTU,2040,6,1503421
recovery-in-europe,LTU,2045,1,16858
recovery-in-europe,LTU,2045,2,25771
recovery-in-europe,LTU,2045,3,88507
recovery-in-europe,LTU,2045,4,224117
recovery-in-europe,LTU,2045,5,785474
recovery-in-europe,LTU,2045,6,1517894
recovery-in-europe,LTU,2050,1,18998
recovery-in-europe,LTU,2050,2,28481
recovery-in-europe,LTU,2050,3,86191
recovery-in-europe,LTU,2050,4,208659
recovery-in-europe,LTU,2050,5,766405
recovery-in-europe,LTU,2050,6,1541471
recovery-in-europe,LUX,2015,1,93576
recovery-in-europe,LUX,2015,2,4343
recovery-in-europe,LUX,2015,3,51056
recovery-in-europe,LUX,2015,4,81489
recovery-in-europe,LUX,2015,5,160914
recovery-in-europe,LUX,2015,6,117238
recovery-in-europe,LUX,2020,1,77667
recovery-in-europe,LUX,2020,2,10468
recovery-in-europe,LUX,2020,3,57003
recovery-in-europe,LUX,2020,4,94842
recovery-in-europe,LUX,2020,5,185869
recovery-in-europe,LUX,2020,6,150714
recovery-in-europe,LUX,2025,1,51519
recovery-in-europe,LUX,2025,2,14508
recovery-in-europe,LUX,2025,3,63184
recovery-in-europe,LUX,2025,4,98428
recovery-in-europe,LUX,2025,5,223182
recovery-in-europe,LUX,2025,6,182993
recovery-in-europe,LUX,2030,1,17917
recovery-in-europe,LUX,2030,2,18790
recovery-in-europe,LUX,2030,3,67948
recovery-in-europe,LUX,2030,4,108184
recovery-in-europe,LUX,2030,5,259474
recovery-in-europe,LUX,2030,6,225957
recovery-in-europe,LUX,2035,1,20259
recovery-in-europe,LUX,2035,2,23132
recovery-in-europe,LUX,2035,3,70462
recovery-in-europe,LUX,2035,4,111944
recovery-in-europe,LUX,2035,5,285672
recovery-in-europe,LUX,2035,6,261162
recovery-in-europe,LUX,2040,1,25570
recovery-in-europe,LUX,2040,2,28117
recovery-in-europe,LUX,2040,3,73643
recovery-in-europe,LUX,2040,4,116434
recovery-in-europe,LUX,2040,5,313802
recovery-in-europe,LUX,2040,6,303671
recovery-in-europe,LUX,2045,1,31350
recovery-in-europe,LUX,2045,2,34907
recovery-in-europe,LUX,2045,3,79295
recovery-in-europe,LUX,2045,4,123519
recovery-in-europe,LUX,2045,5,346462
recovery-in-europe,LUX,2045,6,355092
recovery-in-europe,LUX,2050,1,38212
recovery-in-europe,LUX,2050,2,43366
recovery-in-europe,LUX,2050,3,88071
recovery-in-europe,LUX,2050,4,134438
recovery-in-europe,LUX,2050,5,387382
recovery-in-europe,LUX,2050,6,416466
recovery-in-europe,LVA,2015,1,297730
recovery-in-europe,LVA,2015,2,17837
recovery-in-europe,LVA,2015,3,80339
recovery-in-europe,LVA,2015,4,324085
recovery-in-europe,LVA,2015,5,669807
recovery-in-europe,LVA,2015,6,588433
recovery-in-europe,LVA,2020,1,215443
recovery-in-europe,LVA,2020,2,17239
recovery-in-europe,LVA,2020,3,55264
recovery-in-europe,LVA,2020,4,296242
recovery-in-europe,LVA,2020,5,738792
recovery-in-europe,LVA,2020,6,621652
recovery-in-europe,LVA,2025,1,112270
recovery-in-europe,LVA,2025,2,17623
recovery-in-europe,LVA,2025,3,60896
recovery-in-europe,LVA,2025,4,280440
recovery-in-europe,LVA,2025,5,771870
recovery-in-europe,LVA,2025,6,665077
recovery-in-europe,LVA,2030,1,13123
recovery-in-europe,LVA,2030,2,18113
recovery-in-europe,LVA,2030,3,56784
recovery-in-europe,LVA,2030,4,262380
recovery-in-europe,LVA,2030,5,812754
recovery-in-europe,LVA,2030,6,717436
recovery-in-europe,LVA,2035,1,12420
recovery-in-europe,LVA,2035,2,19291
recovery-in-europe,LVA,2035,3,55454
recovery-in-europe,LVA,2035,4,238680
recovery-in-europe,LVA,2035,5,807595
recovery-in-europe,LVA,2035,6,730156
recovery-in-europe,LVA,2040,1,14194
recovery-in-europe,LVA,2040,2,20797
recovery-in-europe,LVA,2040,3,55551
recovery-in-europe,LVA,2040,4,220826
recovery-in-europe,LVA,2040,5,798118
recovery-in-europe,LVA,2040,6,748461
recovery-in-europe,LVA,2045,1,15958
recovery-in-europe,LVA,2045,2,23093
recovery-in-europe,LVA,2045,3,56048
recovery-in-europe,LVA,2045,4,205760
recovery-in-europe,LVA,2045,5,787968
recovery-in-europe,LVA,2045,6,774793
recovery-in-europe,LVA,2050,1,17966
recovery-in-europe,LVA,2050,2,25625
recovery-in-europe,LVA,2050,3,58096
recovery-in-europe,LVA,2050,4,195636
recovery-in-europe,LVA,2050,5,776812
recovery-in-europe,LVA,2050,6,803787
recovery-in-europe,MLT,2015,1,62401
recovery-in-europe,MLT,2015,2,7432
recovery-in-europe,MLT,2015,3,78292
recovery-in-europe,MLT,2015,4,140499
recovery-in-europe,MLT,2015,5,70976
recovery-in-europe,MLT,2015,6,75812
recovery-in-europe,MLT,2020,1,48831
recovery-in-europe,MLT,2020,2,10413
recovery-in-europe,MLT,2020,3,71425
recovery-in-europe,MLT,2020,4,153415
recovery-in-europe,MLT,2020,5,84798
recovery-in-europe,MLT,2020,6,96243
recovery-in-europe,MLT,2025,1,32382
recovery-in-europe,MLT,2025,2,12041
recovery-in-europe,MLT,2025,3,65366
recovery-in-europe,MLT,2025,4,149688
recovery-in-europe,MLT,2025,5,107059
recovery-in-europe,MLT,2025,6,122479
recovery-in-europe,MLT,2030,1,13426
recovery-in-europe,MLT,2030,2,13859
recovery-in-europe,MLT,2030,3,59682
recovery-in-europe,MLT,2030,4,152388
recovery-in-europe,MLT,2030,5,128246
recovery-in-europe,MLT,2030,6,148022
recovery-in-europe,MLT,2035,1,16153
recovery-in-europe,MLT,2035,2,16404
recovery-in-europe,MLT,2035,3,53788
recovery-in-europe,MLT,2035,4,146036
recovery-in-europe,MLT,2035,5,145852
recovery-in-europe,MLT,2035,6,168662
recovery-in-europe,MLT,2040,1,19785
recovery-in-europe,MLT,2040,2,19527
recovery-in-europe,MLT,2040,3,48190
recovery-in-europe,MLT,2040,4,140469
recovery-in-europe,MLT,2040,5,164094
recovery-in-europe,MLT,2040,6,192277
recovery-in-europe,MLT,2045,1,23401
recovery-in-europe,MLT,2045,2,23921
recovery-in-europe,MLT,2045,3,44360
recovery-in-europe,MLT,2045,4,136189
recovery-in-europe,MLT,2045,5,183845
recovery-in-europe,MLT,2045,6,220241
recovery-in-europe,MLT,2050,1,27449
recovery-in-europe,MLT,2050,2,29074
recovery-in-europe,MLT,2050,3,42868
recovery-in-europe,MLT,2050,4,132895
recovery-in-europe,MLT,2050,5,207187
recovery-in-europe,MLT,2050,6,253532
recovery-in-europe,NLD,2015,1,2825366
recovery-in-europe,NLD,2015,2,257302
recovery-in-europe,NLD,2015,3,1196463
recovery-in-europe,NLD,2015,4,3534415
recovery-in-europe,NLD,2015,5,4651004
recovery-in-europe,NLD,2015,6,4017007
recovery-in-europe,NLD,2020,1,1964184
recovery-in-europe,NLD,2020,2,249147
recovery-in-europe,NLD,2020,3,1127157
recovery-in-europe,NLD,2020,4,3360918
recovery-in-europe,NLD,2020,5,5245568
recovery-in-europe,NLD,2020,6,4895576
recovery-in-europe,NLD,2025,1,1084687
recovery-in-europe,NLD,2025,2,253833
recovery-in-europe,NLD,2025,3,1253556
recovery-in-europe,NLD,2025,4,3204616
recovery-in-europe,NLD,2025,5,5833866
recovery-in-europe,NLD,2025,6,5583430
recovery-in-europe,NLD,2030,1,189491
recovery-in-europe,NLD,2030,2,263085
recovery-in-europe,NLD,2030,3,1255117
recovery-in-europe,NLD,2030,4,3090217
recovery-in-europe,NLD,2030,5,6395091
recovery-in-europe,NLD,2030,6,6431720
recovery-in-europe,NLD,2035,1,196118
recovery-in-europe,NLD,2035,2,264894
recovery-in-europe,NLD,2035,3,1225655
recovery-in-europe,NLD,2035,4,2849875
recovery-in-europe,NLD,2035,5,6578672
recovery-in-europe,NLD,2035,6,6924235
recovery-in-europe,NLD,2040,1,224863
recovery-in-europe,NLD,2040,2,272499
recovery-in-europe,NLD,2040,3,1192828
recovery-in-europe,NLD,2040,4,2633882
recovery-in-europe,NLD,2040,5,6722198
recovery-in-europe,NLD,2040,6,7425291
recovery-in-europe,NLD,2045,1,253820
recovery-in-europe,NLD,2045,2,287284
recovery-in-europe,NLD,2045,3,1163446
