scenario,dest,year,sex,nativity,pop
benchmark,HRV,2050,m,native,1427971
benchmark,HRV,2050,m,non-eu,226961
benchmark,HUN,2015,f,eu,148841
benchmark,HUN,2015,f,native,4919758
benchmark,HUN,2015,f,non-eu,70204
benchmark,HUN,2015,m,eu,141733
benchmark,HUN,2015,m,native,4459741
benchmark,HUN,2015,m,non-eu,76018
benchmark,HUN,2020,f,eu,144098
benchmark,HUN,2020,f,native,4782497
benchmark,HUN,2020,f,non-eu,89106
benchmark,HUN,2020,m,eu,137415
benchmark,HUN,2020,m,native,4342013
benchmark,HUN,2020,m,non-eu,95443
benchmark,HUN,2025,f,eu,138392
benchmark,HUN,2025,f,native,4629669
benchmark,HUN,2025,f,non-eu,102202
benchmark,HUN,2025,m,eu,131989
benchmark,HUN,2025,m,native,4212903
benchmark,HUN,2025,m,non-eu,109338
benchmark,HUN,2030,f,eu,131330
benchmark,HUN,2030,f,native,4476645
benchmark,HUN,2030,f,non-eu,115514
benchmark,HUN,2030,m,eu,125145
benchmark,HUN,2030,m,native,4081686
benchmark,HUN,2030,m,non-eu,123703
benchmark,HUN,2035,f,eu,123719
benchmark,HUN,2035,f,native,4320535
benchmark,HUN,2035,f,non-eu,128840
benchmark,HUN,2035,m,eu,117744
benchmark,HUN,2035,m,native,3946531
benchmark,HUN,2035,m,non-eu,138605
benchmark,HUN,2040,f,eu,115832
benchmark,HUN,2040,f,native,4163472
benchmark,HUN,2040,f,non-eu,142266
benchmark,HUN,2040,m,eu,109988
benchmark,HUN,2040,m,native,3810466
benchmark,HUN,2040,m,non-eu,154108
benchmark,HUN,2045,f,eu,107715
benchmark,HUN,2045,f,native,4008435
benchmark,HUN,2045,f,non-eu,156384
benchmark,HUN,2045,m,eu,101954
benchmark,HUN,2045,m,native,3675675
benchmark,HUN,2045,m,non-eu,170946
benchmark,HUN,2050,f,eu,99356
benchmark,HUN,2050,f,native,3859443
benchmark,HUN,2050,f,non-eu,171892
benchmark,HUN,2050,m,eu,93627
benchmark,HUN,2050,m,native,3543399
benchmark,HUN,2050,m,non-eu,189827
benchmark,IRL,2015,f,eu,264648
benchmark,IRL,2015,f,native,1904007
benchmark,IRL,2015,f,non-eu,102024
benchmark,IRL,2015,m,eu,254712
benchmark,IRL,2015,m,native,1863265
benchmark,IRL,2015,m,non-eu,102406
benchmark,IRL,2020,f,eu,273047
benchmark,IRL,2020,f,native,2011987
benchmark,IRL,2020,f,non-eu,139190
benchmark,IRL,2020,m,eu,265288
benchmark,IRL,2020,m,native,1967450
benchmark,IRL,2020,m,non-eu,137769
benchmark,IRL,2025,f,eu,279726
benchmark,IRL,2025,f,native,2106919
benchmark,IRL,2025,f,non-eu,181396
benchmark,IRL,2025,m,eu,273555
benchmark,IRL,2025,m,native,2059140
benchmark,IRL,2025,m,non-eu,177899
benchmark,IRL,2030,f,eu,282468
benchmark,IRL,2030,f,native,2192634
benchmark,IRL,2030,f,non-eu,235629
benchmark,IRL,2030,m,eu,277069
benchmark,IRL,2030,m,native,2141051
benchmark,IRL,2030,m,non-eu,229844
benchmark,IRL,2035,f,eu,280898
benchmark,IRL,2035,f,native,2274425
benchmark,IRL,2035,f,non-eu,301840
benchmark,IRL,2035,m,eu,275485
benchmark,IRL,2035,m,native,2220287
benchmark,IRL,2035,m,non-eu,293733
benchmark,IRL,2040,f,eu,274764
benchmark,IRL,2040,f,native,2359002
benchmark,IRL,2040,f,non-eu,380999
benchmark,IRL,2040,m,eu,268865
benchmark,IRL,2040,m,native,2304882
benchmark,IRL,2040,m,non-eu,370200
benchmark,IRL,2045,f,eu,264684
benchmark,IRL,2045,f,native,2448157
benchmark,IRL,2045,f,non-eu,474472
benchmark,IRL,2045,m,eu,258078
benchmark,IRL,2045,m,native,2397142
benchmark,IRL,2045,m,non-eu,460593
benchmark,IRL,2050,f,eu,251614
benchmark,IRL,2050,f,native,2541690
benchmark,IRL,2050,f,non-eu,583709
benchmark,IRL,2050,m,eu,244195
benchmark,IRL,2050,m,native,2496267
benchmark,IRL,2050,m,non-eu,566665
benchmark,ITA,2015,f,eu,1059782
benchmark,ITA,2015,f,native,28126489
benchmark,ITA,2015,f,non-eu,1956552
benchmark,ITA,2015,m,eu,671706
benchmark,ITA,2015,m,native,26863798
benchmark,ITA,2015,m,non-eu,1811789
benchmark,ITA,2020,f,eu,1070889
benchmark,ITA,2020,f,native,27640689
benchmark,ITA,2020,f,non-eu,2236160
benchmark,ITA,2020,m,eu,702126
benchmark,ITA,2020,m,native,26609118
benchmark,ITA,2020,m,non-eu,2070117
benchmark,ITA,2025,f,eu,1061805
benchmark,ITA,2025,f,native,27084087
benchmark,ITA,2025,f,non-eu,2533234
benchmark,ITA,2025,m,eu,716744
benchmark,ITA,2025,m,native,26176294
benchmark,ITA,2025,m,non-eu,2354694
benchmark,ITA,2030,f,eu,1034069
benchmark,ITA,2030,f,native,26512317
benchmark,ITA,2030,f,non-eu,2836531
benchmark,ITA,2030,m,eu,715264
benchmark,ITA,2030,m,native,25664636
benchmark,ITA,2030,m,non-eu,2661746
benchmark,ITA,2035,f,eu,994280
benchmark,ITA,2035,f,native,25959995
benchmark,ITA,2035,f,non-eu,3133185
benchmark,ITA,2035,m,eu,702490
benchmark,ITA,2035,m,native,25151969
benchmark,ITA,2035,m,non-eu,2978382
benchmark,ITA,2040,f,eu,947284
benchmark,ITA,2040,f,native,25439758
benchmark,ITA,2040,f,non-eu,3424007
benchmark,ITA,2040,m,eu,681670
benchmark,ITA,2040,m,native,24656891
benchmark,ITA,2040,m,non-eu,3306503
benchmark,ITA,2045,f,eu,892791
benchmark,ITA,2045,f,native,24938224
benchmark,ITA,2045,f,non-eu,3710859
benchmark,ITA,2045,m,eu,652902
benchmark,ITA,2045,m,native,24173556
benchmark,ITA,2045,m,non-eu,3647958
benchmark,ITA,2050,f,eu,831938
benchmark,ITA,2050,f,native,24432826
benchmark,ITA,2050,f,non-eu,3995829
benchmark,ITA,2050,m,eu,617271
benchmark,ITA,2050,m,native,23675753
benchmark,ITA,2050,m,non-eu,4005316
benchmark,LTU,2015,f,eu,9575
benchmark,LTU,2015,f,native,1496402
benchmark,LTU,2015,f,non-eu,66930
benchmark,LTU,2015,m,eu,9034
benchmark,LTU,2015,m,native,1288635
benchmark,LTU,2015,m,non-eu,46189
benchmark,LTU,2020,f,eu,11114
benchmark,LTU,2020,f,native,1454987
benchmark,LTU,2020,f,non-eu,77910
benchmark,LTU,2020,m,eu,10437
benchmark,LTU,2020,m,native,1246903
benchmark,LTU,2020,m,non-eu,59770
benchmark,LTU,2025,f,eu,11901
benchmark,LTU,2025,f,native,1416720
benchmark,LTU,2025,f,non-eu,82089
benchmark,LTU,2025,m,eu,11175
benchmark,LTU,2025,m,native,1215419
benchmark,LTU,2025,m,non-eu,66456
benchmark,LTU,2030,f,eu,12320
benchmark,LTU,2030,f,native,1377591
benchmark,LTU,2030,f,non-eu,87551
benchmark,LTU,2030,m,eu,11627
benchmark,LTU,2030,m,native,1185470
benchmark,LTU,2030,m,non-eu,74691
benchmark,LTU,2035,f,eu,12776
benchmark,LTU,2035,f,native,1338370
benchmark,LTU,2035,f,non-eu,94117
benchmark,LTU,2035,m,eu,12097
benchmark,LTU,2035,m,native,1154835
benchmark,LTU,2035,m,non-eu,84303
benchmark,LTU,2040,f,eu,13012
benchmark,LTU,2040,f,native,1301811
benchmark,LTU,2040,f,non-eu,101690
benchmark,LTU,2040,m,eu,12372
benchmark,LTU,2040,m,native,1126096
benchmark,LTU,2040,m,non-eu,95177
benchmark,LTU,2045,f,eu,13244
benchmark,LTU,2045,f,native,1268759
benchmark,LTU,2045,f,non-eu,110860
benchmark,LTU,2045,m,eu,12687
benchmark,LTU,2045,m,native,1101240
benchmark,LTU,2045,m,non-eu,108072
benchmark,LTU,2050,f,eu,13195
benchmark,LTU,2050,f,native,1238033
benchmark,LTU,2050,f,non-eu,121756
benchmark,LTU,2050,m,eu,12772
benchmark,LTU,2050,m,native,1079464
benchmark,LTU,2050,m,non-eu,123103
benchmark,LUX,2015,f,eu,90996
benchmark,LUX,2015,f,native,138369
benchmark,LUX,2015,f,non-eu,23119
benchmark,LUX,2015,m,eu,94754
benchmark,LUX,2015,m,native,140422
benchmark,LUX,2015,m,non-eu,20956
benchmark,LUX,2020,f,eu,94449
benchmark,LUX,2020,f,native,150048
benchmark,LUX,2020,f,non-eu,40771
benchmark,LUX,2020,m,eu,99436
benchmark,LUX,2020,m,native,152636
benchmark,LUX,2020,m,non-eu,39223
benchmark,LUX,2025,f,eu,96460
benchmark,LUX,2025,f,native,161604
benchmark,LUX,2025,f,non-eu,55989
benchmark,LUX,2025,m,eu,102272
benchmark,LUX,2025,m,native,164597
benchmark,LUX,2025,m,non-eu,54193
benchmark,LUX,2030,f,eu,96749
benchmark,LUX,2030,f,native,173587
benchmark,LUX,2030,f,non-eu,75031
benchmark,LUX,2030,m,eu,102900
benchmark,LUX,2030,m,native,176871
benchmark,LUX,2030,m,non-eu,72992
benchmark,LUX,2035,f,eu,95736
benchmark,LUX,2035,f,native,186715
benchmark,LUX,2035,f,non-eu,98309
benchmark,LUX,2035,m,eu,101907
benchmark,LUX,2035,m,native,190226
benchmark,LUX,2035,m,non-eu,96035
benchmark,LUX,2040,f,eu,93514
benchmark,LUX,2040,f,native,201572
benchmark,LUX,2040,f,non-eu,126524
benchmark,LUX,2040,m,eu,99544
benchmark,LUX,2040,m,native,205303
benchmark,LUX,2040,m,non-eu,124326
benchmark,LUX,2045,f,eu,90212
benchmark,LUX,2045,f,native,218445
benchmark,LUX,2045,f,non-eu,160593
benchmark,LUX,2045,m,eu,96029
benchmark,LUX,2045,m,native,222478
benchmark,LUX,2045,m,non-eu,159065
benchmark,LUX,2050,f,eu,85942
benchmark,LUX,2050,f,native,237463
benchmark,LUX,2050,f,non-eu,201031
benchmark,LUX,2050,m,eu,91482
benchmark,LUX,2050,m,native,242018
benchmark,LUX,2050,m,non-eu,200937
benchmark,LVA,2015,f,eu,15284
benchmark,LVA,2015,f,native,913481
benchmark,LVA,2015,f,non-eu,142200
benchmark,LVA,2015,m,eu,12026
benchmark,LVA,2015,m,native,807199
benchmark,LVA,2015,m,non-eu,88041
benchmark,LVA,2020,f,eu,15539
benchmark,LVA,2020,f,native,890326
benchmark,LVA,2020,f,non-eu,143529
benchmark,LVA,2020,m,eu,12452
benchmark,LVA,2020,m,native,786666
benchmark,LVA,2020,m,non-eu,96120
benchmark,LVA,2025,f,eu,15101
benchmark,LVA,2025,f,native,867781
benchmark,LVA,2025,f,non-eu,139243
benchmark,LVA,2025,m,eu,12395
benchmark,LVA,2025,m,native,770297
benchmark,LVA,2025,m,non-eu,99954
benchmark,LVA,2030,f,eu,14488
benchmark,LVA,2030,f,native,845310
benchmark,LVA,2030,f,non-eu,137636
benchmark,LVA,2030,m,eu,12217
benchmark,LVA,2030,m,native,753700
benchmark,LVA,2030,m,non-eu,106508
benchmark,LVA,2035,f,eu,14124
benchmark,LVA,2035,f,native,824271
benchmark,LVA,2035,f,non-eu,137838
benchmark,LVA,2035,m,eu,12233
benchmark,LVA,2035,m,native,737670
benchmark,LVA,2035,m,non-eu,115131
benchmark,LVA,2040,f,eu,13733
benchmark,LVA,2040,f,native,805622
benchmark,LVA,2040,f,non-eu,138788
benchmark,LVA,2040,m,eu,12202
benchmark,LVA,2040,m,native,723151
benchmark,LVA,2040,m,non-eu,125403
benchmark,LVA,2045,f,eu,13546
benchmark,LVA,2045,f,native,788667
benchmark,LVA,2045,f,non-eu,140836
benchmark,LVA,2045,m,eu,12265
benchmark,LVA,2045,m,native,709787
benchmark,LVA,2045,m,non-eu,137910
benchmark,LVA,2050,f,eu,13285
benchmark,LVA,2050,f,native,771723
benchmark,LVA,2050,f,non-eu,144185
benchmark,LVA,2050,m,eu,12240
benchmark,LVA,2050,m,native,696438
benchmark,LVA,2050,m,non-eu,152996
benchmark,MLT,2015,f,eu,12036
benchmark,MLT,2015,f,native,194893
benchmark,MLT,2015,f,non-eu,10638
benchmark,MLT,2015,m,eu,13107
benchmark,MLT,2015,m,native,192171
benchmark,MLT,2015,m,non-eu,12567
benchmark,MLT,2020,f,eu,13504
benchmark,MLT,2020,f,native,192746
benchmark,MLT,2020,f,non-eu,26047
benchmark,MLT,2020,m,eu,14457
benchmark,MLT,2020,m,native,190426
benchmark,MLT,2020,m,non-eu,27945
benchmark,MLT,2025,f,eu,14424
benchmark,MLT,2025,f,native,192917
benchmark,MLT,2025,f,non-eu,34874
benchmark,MLT,2025,m,eu,15322
benchmark,MLT,2025,m,native,189312
benchmark,MLT,2025,m,non-eu,38521
benchmark,MLT,2030,f,eu,15019
benchmark,MLT,2030,f,native,191869
benchmark,MLT,2030,f,non-eu,45327
benchmark,MLT,2030,m,eu,15906
benchmark,MLT,2030,m,native,187394
benchmark,MLT,2030,m,non-eu,51653
benchmark,MLT,2035,f,eu,15485
benchmark,MLT,2035,f,native,189763
benchmark,MLT,2035,f,non-eu,57584
benchmark,MLT,2035,m,eu,16390
benchmark,MLT,2035,m,native,184748
benchmark,MLT,2035,m,non-eu,67686
benchmark,MLT,2040,f,eu,15666
benchmark,MLT,2040,f,native,187164
benchmark,MLT,2040,f,non-eu,71748
benchmark,MLT,2040,m,eu,16717
benchmark,MLT,2040,m,native,181967
benchmark,MLT,2040,m,non-eu,86993
benchmark,MLT,2045,f,eu,15778
benchmark,MLT,2045,f,native,184778
benchmark,MLT,2045,f,non-eu,88208
benchmark,MLT,2045,m,eu,16958
benchmark,MLT,2045,m,native,179887
benchmark,MLT,2045,m,non-eu,110079
benchmark,MLT,2050,f,eu,15669
benchmark,MLT,2050,f,native,183289
benchmark,MLT,2050,f,non-eu,106907
benchmark,MLT,2050,m,eu,17045
benchmark,MLT,2050,m,native,179259
benchmark,MLT,2050,m,non-eu,137095
benchmark,NLD,2015,f,eu,267891
benchmark,NLD,2015,f,native,7405238
benchmark,NLD,2015,f,non-eu,640890
benchmark,NLD,2015,m,eu,231974
benchmark,NLD,2015,m,native,7335617
benchmark,NLD,2015,m,non-eu,599947
benchmark,NLD,2020,f,eu,265761
benchmark,NLD,2020,f,native,7471003
benchmark,NLD,2020,f,non-eu,740485
benchmark,NLD,2020,m,eu,237704
benchmark,NLD,2020,m,native,7439879
benchmark,NLD,2020,m,non-eu,687718
benchmark,NLD,2025,f,eu,260660
benchmark,NLD,2025,f,native,7511809
benchmark,NLD,2025,f,non-eu,849528
benchmark,NLD,2025,m,eu,240192
benchmark,NLD,2025,m,native,7562959
benchmark,NLD,2025,m,non-eu,790265
benchmark,NLD,2030,f,eu,252415
benchmark,NLD,2030,f,native,7577091
benchmark,NLD,2030,f,non-eu,973812
benchmark,NLD,2030,m,eu,237948
benchmark,NLD,2030,m,native,7671119
benchmark,NLD,2030,m,non-eu,910157
benchmark,NLD,2035,f,eu,242220
benchmark,NLD,2035,f,native,7646985
benchmark,NLD,2035,f,non-eu,1111083
benchmark,NLD,2035,m,eu,232417
benchmark,NLD,2035,m,native,7752136
benchmark,NLD,2035,m,non-eu,1044602
benchmark,NLD,2040,f,eu,230160
benchmark,NLD,2040,f,native,7712558
benchmark,NLD,2040,f,non-eu,1261634
benchmark,NLD,2040,m,eu,224035
benchmark,NLD,2040,m,native,7809650
benchmark,NLD,2040,m,non-eu,1193766
benchmark,NLD,2045,f,eu,216613
benchmark,NLD,2045,f,native,7775227
benchmark,NLD,2045,f,non-eu,1430808
benchmark,NLD,2045,m,eu,213319
benchmark,NLD,2045,m,native,7853374
benchmark,NLD,2045,m,non-eu,1363030
benchmark,NLD,2050,f,eu,202041
benchmark,NLD,2050,f,native,7845782
benchmark,NLD,2050,f,non-eu,1623701
benchmark,NLD,2050,m,eu,200824
benchmark,NLD,2050,m,native,7903953
benchmark,NLD,2050,m,non-eu,1557398
benchmark,POL,2015,f,eu,112716
benchmark,POL,2015,f,native,18775602
benchmark,POL,2015,f,non-eu,231787
benchmark,POL,2015,m,eu,93291
benchmark,POL,2015,m,native,17659805
benchmark,POL,2015,m,non-eu,150849
benchmark,POL,2020,f,eu,96278
benchmark,POL,2020,f,native,18610345
benchmark,POL,2020,f,non-eu,216417
benchmark,POL,2020,m,eu,83283
benchmark,POL,2020,m,native,17432824
benchmark,POL,2020,m,non-eu,158788
benchmark,POL,2025,f,eu,83560
benchmark,POL,2025,f,native,18377011
benchmark,POL,2025,f,non-eu,204555
benchmark,POL,2025,m,eu,74900
benchmark,POL,2025,m,native,17122859
benchmark,POL,2025,m,non-eu,165940
benchmark,POL,2030,f,eu,72964
benchmark,POL,2030,f,native,18059817
benchmark,POL,2030,f,non-eu,199170
benchmark,POL,2030,m,eu,67628
benchmark,POL,2030,m,native,16732495
benchmark,POL,2030,m,non-eu,176133
benchmark,POL,2035,f,eu,64299
benchmark,POL,2035,f,native,17668070
benchmark,POL,2035,f,non-eu,198831
benchmark,POL,2035,m,eu,61748
benchmark,POL,2035,m,native,16287951
benchmark,POL,2035,m,non-eu,188653
benchmark,POL,2040,f,eu,57238
benchmark,POL,2040,f,native,17212368
benchmark,POL,2040,f,non-eu,202553
benchmark,POL,2040,m,eu,56866
benchmark,POL,2040,m,native,15815057
benchmark,POL,2040,m,non-eu,203107
benchmark,POL,2045,f,eu,51949
benchmark,POL,2045,f,native,16701159
benchmark,POL,2045,f,non-eu,209921
benchmark,POL,2045,m,eu,52945
benchmark,POL,2045,m,native,15324273
benchmark,POL,2045,m,non-eu,219745
benchmark,POL,2050,f,eu,47942
benchmark,POL,2050,f,native,16154774
benchmark,POL,2050,f,non-eu,219625
benchmark,POL,2050,m,eu,49509
benchmark,POL,2050,m,native,14818952
benchmark,POL,2050,m,non-eu,238161
benchmark,PRT,2015,f,eu,106255
benchmark,PRT,2015,f,native,4984473
benchmark,PRT,2015,f,non-eu,345625
benchmark,PRT,2015,m,eu,91369
benchmark,PRT,2015,m,native,4524959
benchmark,PRT,2015,m,non-eu,281341
benchmark,PRT,2020,f,eu,107904
benchmark,PRT,2020,f,native,4865688
benchmark,PRT,2020,f,non-eu,393996
benchmark,PRT,2020,m,eu,91275
benchmark,PRT,2020,m,native,4414137
benchmark,PRT,2020,m,non-eu,334744
benchmark,PRT,2025,f,eu,108113
benchmark,PRT,2025,f,native,4730859
benchmark,PRT,2025,f,non-eu,448307
benchmark,PRT,2025,m,eu,90011
benchmark,PRT,2025,m,native,4281349
benchmark,PRT,2025,m,non-eu,391830
benchmark,PRT,2030,f,eu,106996
benchmark,PRT,2030,f,native,4599613
benchmark,PRT,2030,f,non-eu,515669
benchmark,PRT,2030,m,eu,87608
benchmark,PRT,2030,m,native,4153950
benchmark,PRT,2030,m,non-eu,460162
benchmark,PRT,2035,f,eu,104835
benchmark,PRT,2035,f,native,4471643
benchmark,PRT,2035,f,non-eu,598107
benchmark,PRT,2035,m,eu,84486
benchmark,PRT,2035,m,native,4031347
benchmark,PRT,2035,m,non-eu,542636
benchmark,PRT,2040,f,eu,101659
benchmark,PRT,2040,f,native,4342617
benchmark,PRT,2040,f,non-eu,697353
benchmark,PRT,2040,m,eu,80719
benchmark,PRT,2040,m,native,3910211
benchmark,PRT,2040,m,non-eu,641689
benchmark,PRT,2045,f,eu,97686
benchmark,PRT,2045,f,native,4208236
benchmark,PRT,2045,f,non-eu,816340
benchmark,PRT,2045,m,eu,76607
benchmark,PRT,2045,m,native,3789134
benchmark,PRT,2045,m,non-eu,760999
benchmark,PRT,2050,f,eu,93084
benchmark,PRT,2050,f,native,4069788
benchmark,PRT,2050,f,non-eu,957134
benchmark,PRT,2050,m,eu,72237
benchmark,PRT,2050,m,native,3670895
benchmark,PRT,2050,m,non-eu,903292
benchmark,ROU,2015,f,eu,53405
benchmark,ROU,2015,f,native,10026602
benchmark,ROU,2015,f,non-eu,73179
benchmark,ROU,2015,m,eu,57754
benchmark,ROU,2015,m,native,9553425
benchmark,ROU,2015,m,non-eu,78170
benchmark,ROU,2020,f,eu,54529
benchmark,ROU,2020,f,native,9723412
benchmark,ROU,2020,f,non-eu,89535
benchmark,ROU,2020,m,eu,57884
benchmark,ROU,2020,m,native,9227001
benchmark,ROU,2020,m,non-eu,97326
benchmark,ROU,2025,f,eu,55108
benchmark,ROU,2025,f,native,9437397
benchmark,ROU,2025,f,non-eu,98881
benchmark,ROU,2025,m,eu,57479
benchmark,ROU,2025,m,native,8889581
benchmark,ROU,2025,m,non-eu,108755
benchmark,ROU,2030,f,eu,54882
benchmark,ROU,2030,f,native,9166398
benchmark,ROU,2030,f,non-eu,107392
benchmark,ROU,2030,m,eu,56424
benchmark,ROU,2030,m,native,8587930
benchmark,ROU,2030,m,non-eu,119216
benchmark,ROU,2035,f,eu,54326
benchmark,ROU,2035,f,native,8900616
benchmark,ROU,2035,f,non-eu,116009
benchmark,ROU,2035,m,eu,55141
benchmark,ROU,2035,m,native,8299148
benchmark,ROU,2035,m,non-eu,129145
benchmark,ROU,2040,f,eu,53111
benchmark,ROU,2040,f,native,8622180
benchmark,ROU,2040,f,non-eu,124538
benchmark,ROU,2040,m,eu,53271
benchmark,ROU,2040,m,native,8008357
benchmark,ROU,2040,m,non-eu,138606
benchmark,ROU,2045,f,eu,51473
benchmark,ROU,2045,f,native,8327377
benchmark,ROU,2045,f,non-eu,133606
benchmark,ROU,2045,m,eu,50988
benchmark,ROU,2045,m,native,7710581
benchmark,ROU,2045,m,non-eu,148600
benchmark,ROU,2050,f,eu,48974
benchmark,ROU,2050,f,native,8021091
benchmark,ROU,2050,f,non-eu,143254
benchmark,ROU,2050,m,eu,47944
benchmark,ROU,2050,m,native,7403149
benchmark,ROU,2050,m,non-eu,159432
benchmark,SVK,2015,f,eu,71891
benchmark,SVK,2015,f,native,2633551
benchmark,SVK,2015,f,non-eu,13695
benchmark,SVK,2015,m,eu,70538
benchmark,SVK,2015,m,native,2496663
benchmark,SVK,2015,m,non-eu,14265
benchmark,SVK,2020,f,eu,67947
benchmark,SVK,2020,f,native,2635262
benchmark,SVK,2020,f,non-eu,29212
benchmark,SVK,2020,m,eu,67203
benchmark,SVK,2020,m,native,2495716
benchmark,SVK,2020,m,non-eu,29317
benchmark,SVK,2025,f,eu,63410
benchmark,SVK,2025,f,native,2623309
benchmark,SVK,2025,f,non-eu,37894
benchmark,SVK,2025,m,eu,63064
benchmark,SVK,2025,m,native,2481710
benchmark,SVK,2025,m,non-eu,38355
benchmark,SVK,2030,f,eu,58462
benchmark,SVK,2030,f,native,2596464
benchmark,SVK,2030,f,non-eu,47426
benchmark,SVK,2030,m,eu,58612
benchmark,SVK,2030,m,native,2450529
benchmark,SVK,2030,m,non-eu,49064
benchmark,SVK,2035,f,eu,53729
benchmark,SVK,2035,f,native,2557474
benchmark,SVK,2035,f,non-eu,58267
benchmark,SVK,2035,m,eu,54291
benchmark,SVK,2035,m,native,2406280
benchmark,SVK,2035,m,non-eu,61764
benchmark,SVK,2040,f,eu,49180
benchmark,SVK,2040,f,native,2511004
benchmark,SVK,2040,f,non-eu,70406
benchmark,SVK,2040,m,eu,50062
benchmark,SVK,2040,m,native,2355743
benchmark,SVK,2040,m,non-eu,76383
benchmark,SVK,2045,f,eu,45035
benchmark,SVK,2045,f,native,2459934
benchmark,SVK,2045,f,non-eu,84211
benchmark,SVK,2045,m,eu,46071
benchmark,SVK,2045,m,native,2302538
benchmark,SVK,2045,m,non-eu,93502
benchmark,SVK,2050,f,eu,41162
benchmark,SVK,2050,f,native,2404678
benchmark,SVK,2050,f,non-eu,99973
benchmark,SVK,2050,m,eu,42299
benchmark,SVK,2050,m,native,2246902
benchmark,SVK,2050,m,non-eu,113414
benchmark,SVN,2015,f,eu,33196
benchmark,SVN,2015,f,native,937491
benchmark,SVN,2015,f,non-eu,62498
benchmark,SVN,2015,m,eu,32167
benchmark,SVN,2015,m,native,887766
benchmark,SVN,2015,m,non-eu,88931
benchmark,SVN,2020,f,eu,32953
benchmark,SVN,2020,f,native,935086
benchmark,SVN,2020,f,non-eu,81915
benchmark,SVN,2020,m,eu,32502
benchmark,SVN,2020,m,native,892403
benchmark,SVN,2020,m,non-eu,105726
benchmark,SVN,2025,f,eu,32231
benchmark,SVN,2025,f,native,928734
benchmark,SVN,2025,f,non-eu,93551
benchmark,SVN,2025,m,eu,31922
benchmark,SVN,2025,m,native,889948
benchmark,SVN,2025,m,non-eu,115012
benchmark,SVN,2030,f,eu,31106
benchmark,SVN,2030,f,native,919136
benchmark,SVN,2030,f,non-eu,105348
benchmark,SVN,2030,m,eu,30944
benchmark,SVN,2030,m,native,882217
benchmark,SVN,2030,m,non-eu,125037
benchmark,SVN,2035,f,eu,29976
benchmark,SVN,2035,f,native,908982
benchmark,SVN,2035,f,non-eu,117643
benchmark,SVN,2035,m,eu,29970
benchmark,SVN,2035,m,native,872207
benchmark,SVN,2035,m,non-eu,135937
benchmark,SVN,2040,f,eu,28782
benchmark,SVN,2040,f,native,900188
benchmark,SVN,2040,f,non-eu,130543
benchmark,SVN,2040,m,eu,28901
benchmark,SVN,2040,m,native,862744
benchmark,SVN,2040,m,non-eu,148249
benchmark,SVN,2045,f,eu,27668
benchmark,SVN,2045,f,native,892716
benchmark,SVN,2045,f,non-eu,144932
benchmark,SVN,2045,m,eu,27885
benchmark,SVN,2045,m,native,854863
benchmark,SVN,2045,m,non-eu,163098
benchmark,SVN,2050,f,eu,26503
benchmark,SVN,2050,f,native,885071
benchmark,SVN,2050,f,non-eu,161071
benchmark,SVN,2050,m,eu,26793
benchmark,SVN,2050,m,native,847774
benchmark,SVN,2050,m,non-eu,181201
benchmark,SWE,2015,f,eu,260611
benchmark,SWE,2015,f,native,3958955
benchmark,SWE,2015,f,non-eu,473784
benchmark,SWE,2015,m,eu,233134
benchmark,SWE,2015,m,native,3975007
benchmark,SWE,2015,m,non-eu,467190
benchmark,SWE,2020,f,eu,246335
benchmark,SWE,2020,f,native,4028868
benchmark,SWE,2020,f,non-eu,563790
benchmark,SWE,2020,m,eu,232127
benchmark,SWE,2020,m,native,4068570
benchmark,SWE,2020,m,non-eu,545323
benchmark,SWE,2025,f,eu,231016
benchmark,SWE,2025,f,native,4106296
benchmark,SWE,2025,f,non-eu,664534
benchmark,SWE,2025,m,eu,226878
benchmark,SWE,2025,m,native,4152199
benchmark,SWE,2025,m,non-eu,634741
benchmark,SWE,2030,f,eu,214643
benchmark,SWE,2030,f,native,4179531
benchmark,SWE,2030,f,non-eu,779406
benchmark,SWE,2030,m,eu,218328
benchmark,SWE,2030,m,native,4225583
benchmark,SWE,2030,m,non-eu,739842
benchmark,SWE,2035,f,eu,198655
benchmark,SWE,2035,f,native,4255048
benchmark,SWE,2035,f,non-eu,910840
benchmark,SWE,2035,m,eu,208336
benchmark,SWE,2035,m,native,4300485
benchmark,SWE,2035,m,non-eu,863305
benchmark,SWE,2040,f,eu,182947
benchmark,SWE,2040,f,native,4349742
benchmark,SWE,2040,f,non-eu,1061079
