scenario,dest,year,sex,nativity,pop
recovery-in-europe,DEU,2045,f,native,33500043
recovery-in-europe,DEU,2045,f,non-eu,3722996
recovery-in-europe,DEU,2045,m,eu,1080203
recovery-in-europe,DEU,2045,m,native,32488319
recovery-in-europe,DEU,2045,m,non-eu,3430055
recovery-in-europe,DEU,2050,f,eu,988805
recovery-in-europe,DEU,2050,f,native,32932057
recovery-in-europe,DEU,2050,f,non-eu,4152142
recovery-in-europe,DEU,2050,m,eu,977839
recovery-in-europe,DEU,2050,m,native,31919393
recovery-in-europe,DEU,2050,m,non-eu,3849370
recovery-in-europe,DNK,2015,f,eu,93395
recovery-in-europe,DNK,2015,f,native,2445725
recovery-in-europe,DNK,2015,f,non-eu,177643
recovery-in-europe,DNK,2015,m,eu,99313
recovery-in-europe,DNK,2015,m,native,2432912
recovery-in-europe,DNK,2015,m,non-eu,161121
recovery-in-europe,DNK,2020,f,eu,94605
recovery-in-europe,DNK,2020,f,native,2474083
recovery-in-europe,DNK,2020,f,non-eu,217228
recovery-in-europe,DNK,2020,m,eu,102624
recovery-in-europe,DNK,2020,m,native,2457180
recovery-in-europe,DNK,2020,m,non-eu,195263
recovery-in-europe,DNK,2025,f,eu,94417
recovery-in-europe,DNK,2025,f,native,2495932
recovery-in-europe,DNK,2025,f,non-eu,258481
recovery-in-europe,DNK,2025,m,eu,103638
recovery-in-europe,DNK,2025,m,native,2477514
recovery-in-europe,DNK,2025,m,non-eu,230636
recovery-in-europe,DNK,2030,f,eu,92921
recovery-in-europe,DNK,2030,f,native,2519560
recovery-in-europe,DNK,2030,f,non-eu,309231
recovery-in-europe,DNK,2030,m,eu,102742
recovery-in-europe,DNK,2030,m,native,2500267
recovery-in-europe,DNK,2030,m,non-eu,275119
recovery-in-europe,DNK,2035,f,eu,90151
recovery-in-europe,DNK,2035,f,native,2542763
recovery-in-europe,DNK,2035,f,non-eu,369330
recovery-in-europe,DNK,2035,m,eu,100096
recovery-in-europe,DNK,2035,m,native,2523596
recovery-in-europe,DNK,2035,m,non-eu,328628
recovery-in-europe,DNK,2040,f,eu,86102
recovery-in-europe,DNK,2040,f,native,2565469
recovery-in-europe,DNK,2040,f,non-eu,442283
recovery-in-europe,DNK,2040,m,eu,95810
recovery-in-europe,DNK,2040,m,native,2548761
recovery-in-europe,DNK,2040,m,non-eu,394193
recovery-in-europe,DNK,2045,f,eu,81192
recovery-in-europe,DNK,2045,f,native,2590475
recovery-in-europe,DNK,2045,f,non-eu,531747
recovery-in-europe,DNK,2045,m,eu,90404
recovery-in-europe,DNK,2045,m,native,2578801
recovery-in-europe,DNK,2045,m,non-eu,475366
recovery-in-europe,DNK,2050,f,eu,75721
recovery-in-europe,DNK,2050,f,native,2623272
recovery-in-europe,DNK,2050,f,non-eu,642946
recovery-in-europe,DNK,2050,m,eu,84277
recovery-in-europe,DNK,2050,m,native,2617538
recovery-in-europe,DNK,2050,m,non-eu,577602
recovery-in-europe,ESP,2015,f,eu,953443
recovery-in-europe,ESP,2015,f,native,20446009
recovery-in-europe,ESP,2015,f,non-eu,1952117
recovery-in-europe,ESP,2015,m,eu,926230
recovery-in-europe,ESP,2015,m,native,19759574
recovery-in-europe,ESP,2015,m,non-eu,1845021
recovery-in-europe,ESP,2020,f,eu,965847
recovery-in-europe,ESP,2020,f,native,20392527
recovery-in-europe,ESP,2020,f,non-eu,2187558
recovery-in-europe,ESP,2020,m,eu,925517
recovery-in-europe,ESP,2020,m,native,19750491
recovery-in-europe,ESP,2020,m,non-eu,2131639
recovery-in-europe,ESP,2025,f,eu,959398
recovery-in-europe,ESP,2025,f,native,20213136
recovery-in-europe,ESP,2025,f,non-eu,2462868
recovery-in-europe,ESP,2025,m,eu,908726
recovery-in-europe,ESP,2025,m,native,19605471
recovery-in-europe,ESP,2025,m,non-eu,2460571
recovery-in-europe,ESP,2030,f,eu,938212
recovery-in-europe,ESP,2030,f,native,19978914
recovery-in-europe,ESP,2030,f,non-eu,2776516
recovery-in-europe,ESP,2030,m,eu,879289
recovery-in-europe,ESP,2030,m,native,19384690
recovery-in-europe,ESP,2030,m,non-eu,2829355
recovery-in-europe,ESP,2035,f,eu,903282
recovery-in-europe,ESP,2035,f,native,19745406
recovery-in-europe,ESP,2035,f,non-eu,3117065
recovery-in-europe,ESP,2035,m,eu,838753
recovery-in-europe,ESP,2035,m,native,19145457
recovery-in-europe,ESP,2035,m,non-eu,3226949
recovery-in-europe,ESP,2040,f,eu,855197
recovery-in-europe,ESP,2040,f,native,19541831
recovery-in-europe,ESP,2040,f,non-eu,3482909
recovery-in-europe,ESP,2040,m,eu,787917
recovery-in-europe,ESP,2040,m,native,18932570
recovery-in-europe,ESP,2040,m,non-eu,3654112
recovery-in-europe,ESP,2045,f,eu,797902
recovery-in-europe,ESP,2045,f,native,19345543
recovery-in-europe,ESP,2045,f,non-eu,3873071
recovery-in-europe,ESP,2045,m,eu,730559
recovery-in-europe,ESP,2045,m,native,18733687
recovery-in-europe,ESP,2045,m,non-eu,4116331
recovery-in-europe,ESP,2050,f,eu,735937
recovery-in-europe,ESP,2050,f,native,19106495
recovery-in-europe,ESP,2050,f,non-eu,4294091
recovery-in-europe,ESP,2050,m,eu,670244
recovery-in-europe,ESP,2050,m,native,18498807
recovery-in-europe,ESP,2050,m,non-eu,4627808
recovery-in-europe,EST,2015,f,eu,7659
recovery-in-europe,EST,2015,f,native,580506
recovery-in-europe,EST,2015,f,non-eu,104138
recovery-in-europe,EST,2015,m,eu,9528
recovery-in-europe,EST,2015,m,native,526959
recovery-in-europe,EST,2015,m,non-eu,67252
recovery-in-europe,EST,2020,f,eu,9343
recovery-in-europe,EST,2020,f,native,577305
recovery-in-europe,EST,2020,f,non-eu,112308
recovery-in-europe,EST,2020,m,eu,10766
recovery-in-europe,EST,2020,m,native,525923
recovery-in-europe,EST,2020,m,non-eu,80645
recovery-in-europe,EST,2025,f,eu,10165
recovery-in-europe,EST,2025,f,native,573591
recovery-in-europe,EST,2025,f,non-eu,113935
recovery-in-europe,EST,2025,m,eu,11283
recovery-in-europe,EST,2025,m,native,525329
recovery-in-europe,EST,2025,m,non-eu,88328
recovery-in-europe,EST,2030,f,eu,10588
recovery-in-europe,EST,2030,f,native,568166
recovery-in-europe,EST,2030,f,non-eu,119712
recovery-in-europe,EST,2030,m,eu,11604
recovery-in-europe,EST,2030,m,native,522998
recovery-in-europe,EST,2030,m,non-eu,99731
recovery-in-europe,EST,2035,f,eu,10969
recovery-in-europe,EST,2035,f,native,563254
recovery-in-europe,EST,2035,f,non-eu,127845
recovery-in-europe,EST,2035,m,eu,11950
recovery-in-europe,EST,2035,m,native,520565
recovery-in-europe,EST,2035,m,non-eu,113584
recovery-in-europe,EST,2040,f,eu,11126
recovery-in-europe,EST,2040,f,native,560386
recovery-in-europe,EST,2040,f,non-eu,137420
recovery-in-europe,EST,2040,m,eu,12083
recovery-in-europe,EST,2040,m,native,519675
recovery-in-europe,EST,2040,m,non-eu,129719
recovery-in-europe,EST,2045,f,eu,11262
recovery-in-europe,EST,2045,f,native,559336
recovery-in-europe,EST,2045,f,non-eu,148814
recovery-in-europe,EST,2045,m,eu,12240
recovery-in-europe,EST,2045,m,native,520353
recovery-in-europe,EST,2045,m,non-eu,149264
recovery-in-europe,EST,2050,f,eu,11214
recovery-in-europe,EST,2050,f,native,559063
recovery-in-europe,EST,2050,f,non-eu,162561
recovery-in-europe,EST,2050,m,eu,12262
recovery-in-europe,EST,2050,m,native,521684
recovery-in-europe,EST,2050,m,non-eu,173105
recovery-in-europe,FIN,2015,f,eu,50595
recovery-in-europe,FIN,2015,f,native,2621192
recovery-in-europe,FIN,2015,f,non-eu,62464
recovery-in-europe,FIN,2015,m,eu,58154
recovery-in-europe,FIN,2015,m,native,2528589
recovery-in-europe,FIN,2015,m,non-eu,69835
recovery-in-europe,FIN,2020,f,eu,52847
recovery-in-europe,FIN,2020,f,native,2635465
recovery-in-europe,FIN,2020,f,non-eu,86855
recovery-in-europe,FIN,2020,m,eu,60109
recovery-in-europe,FIN,2020,m,native,2549224
recovery-in-europe,FIN,2020,m,non-eu,94038
recovery-in-europe,FIN,2025,f,eu,53774
recovery-in-europe,FIN,2025,f,native,2641656
recovery-in-europe,FIN,2025,f,non-eu,107888
recovery-in-europe,FIN,2025,m,eu,60706
recovery-in-europe,FIN,2025,m,native,2552800
recovery-in-europe,FIN,2025,m,non-eu,116141
recovery-in-europe,FIN,2030,f,eu,53825
recovery-in-europe,FIN,2030,f,native,2644387
recovery-in-europe,FIN,2030,f,non-eu,132714
recovery-in-europe,FIN,2030,m,eu,60366
recovery-in-europe,FIN,2030,m,native,2550928
recovery-in-europe,FIN,2030,m,non-eu,143188
recovery-in-europe,FIN,2035,f,eu,53032
recovery-in-europe,FIN,2035,f,native,2640306
recovery-in-europe,FIN,2035,f,non-eu,161596
recovery-in-europe,FIN,2035,m,eu,59091
recovery-in-europe,FIN,2035,m,native,2543431
recovery-in-europe,FIN,2035,m,non-eu,175730
recovery-in-europe,FIN,2040,f,eu,51462
recovery-in-europe,FIN,2040,f,native,2631127
recovery-in-europe,FIN,2040,f,non-eu,196900
recovery-in-europe,FIN,2040,m,eu,56974
recovery-in-europe,FIN,2040,m,native,2535471
recovery-in-europe,FIN,2040,m,non-eu,216472
recovery-in-europe,FIN,2045,f,eu,49310
recovery-in-europe,FIN,2045,f,native,2621930
recovery-in-europe,FIN,2045,f,non-eu,240738
recovery-in-europe,FIN,2045,m,eu,54289
recovery-in-europe,FIN,2045,m,native,2533542
recovery-in-europe,FIN,2045,m,non-eu,268311
recovery-in-europe,FIN,2050,f,eu,46662
recovery-in-europe,FIN,2050,f,native,2620665
recovery-in-europe,FIN,2050,f,non-eu,295738
recovery-in-europe,FIN,2050,m,eu,51217
recovery-in-europe,FIN,2050,m,native,2542914
recovery-in-europe,FIN,2050,m,non-eu,334558
recovery-in-europe,FRA,2015,f,eu,1185416
recovery-in-europe,FRA,2015,f,native,30214131
recovery-in-europe,FRA,2015,f,non-eu,2746605
recovery-in-europe,FRA,2015,m,eu,1021740
recovery-in-europe,FRA,2015,m,native,28365684
recovery-in-europe,FRA,2015,m,non-eu,2642490
recovery-in-europe,FRA,2020,f,eu,1122705
recovery-in-europe,FRA,2020,f,native,30823929
recovery-in-europe,FRA,2020,f,non-eu,3149592
recovery-in-europe,FRA,2020,m,eu,959062
recovery-in-europe,FRA,2020,m,native,29099739
recovery-in-europe,FRA,2020,m,non-eu,2950593
recovery-in-europe,FRA,2025,f,eu,1052466
recovery-in-europe,FRA,2025,f,native,31417928
recovery-in-europe,FRA,2025,f,non-eu,3606131
recovery-in-europe,FRA,2025,m,eu,888581
recovery-in-europe,FRA,2025,m,native,29759667
recovery-in-europe,FRA,2025,m,non-eu,3317453
recovery-in-europe,FRA,2030,f,eu,981466
recovery-in-europe,FRA,2030,f,native,32080912
recovery-in-europe,FRA,2030,f,non-eu,4142206
recovery-in-europe,FRA,2030,m,eu,818367
recovery-in-europe,FRA,2030,m,native,30473549
recovery-in-europe,FRA,2030,m,non-eu,3767296
recovery-in-europe,FRA,2035,f,eu,907835
recovery-in-europe,FRA,2035,f,native,32834749
recovery-in-europe,FRA,2035,f,non-eu,4752571
recovery-in-europe,FRA,2035,m,eu,747463
recovery-in-europe,FRA,2035,m,native,31257305
recovery-in-europe,FRA,2035,m,non-eu,4292155
recovery-in-europe,FRA,2040,f,eu,830672
recovery-in-europe,FRA,2040,f,native,33643706
recovery-in-europe,FRA,2040,f,non-eu,5471819
recovery-in-europe,FRA,2040,m,eu,676060
recovery-in-europe,FRA,2040,m,native,32092055
recovery-in-europe,FRA,2040,m,non-eu,4921813
recovery-in-europe,FRA,2045,f,eu,751056
recovery-in-europe,FRA,2045,f,native,34462146
recovery-in-europe,FRA,2045,f,non-eu,6336329
recovery-in-europe,FRA,2045,m,eu,605568
recovery-in-europe,FRA,2045,m,native,32967247
recovery-in-europe,FRA,2045,m,non-eu,5693864
recovery-in-europe,FRA,2050,f,eu,671445
recovery-in-europe,FRA,2050,f,native,35306913
recovery-in-europe,FRA,2050,f,non-eu,7394211
recovery-in-europe,FRA,2050,m,eu,537928
recovery-in-europe,FRA,2050,m,native,33910950
recovery-in-europe,FRA,2050,m,non-eu,6657823
recovery-in-europe,GBR,2015,f,eu,1466974
recovery-in-europe,GBR,2015,f,native,28518054
recovery-in-europe,GBR,2015,f,non-eu,2700672
recovery-in-europe,GBR,2015,m,eu,1255356
recovery-in-europe,GBR,2015,m,native,27895103
recovery-in-europe,GBR,2015,m,non-eu,2544860
recovery-in-europe,GBR,2020,f,eu,1413024
recovery-in-europe,GBR,2020,f,native,28964043
recovery-in-europe,GBR,2020,f,non-eu,3250788
recovery-in-europe,GBR,2020,m,eu,1259277
recovery-in-europe,GBR,2020,m,native,28521368
recovery-in-europe,GBR,2020,m,non-eu,2969216
recovery-in-europe,GBR,2025,f,eu,1341874
recovery-in-europe,GBR,2025,f,native,29337748
recovery-in-europe,GBR,2025,f,non-eu,3890377
recovery-in-europe,GBR,2025,m,eu,1236283
recovery-in-europe,GBR,2025,m,native,29015747
recovery-in-europe,GBR,2025,m,non-eu,3480889
recovery-in-europe,GBR,2030,f,eu,1261262
recovery-in-europe,GBR,2030,f,native,29687543
recovery-in-europe,GBR,2030,f,non-eu,4636037
recovery-in-europe,GBR,2030,m,eu,1193508
recovery-in-europe,GBR,2030,m,native,29426003
recovery-in-europe,GBR,2030,m,non-eu,4094594
recovery-in-europe,GBR,2035,f,eu,1176088
recovery-in-europe,GBR,2035,f,native,30053589
recovery-in-europe,GBR,2035,f,non-eu,5512978
recovery-in-europe,GBR,2035,m,eu,1136762
recovery-in-europe,GBR,2035,m,native,29835247
recovery-in-europe,GBR,2035,m,non-eu,4839576
recovery-in-europe,GBR,2040,f,eu,1087649
recovery-in-europe,GBR,2040,f,native,30517234
recovery-in-europe,GBR,2040,f,non-eu,6624182
recovery-in-europe,GBR,2040,m,eu,1069096
recovery-in-europe,GBR,2040,m,native,30345795
recovery-in-europe,GBR,2040,m,non-eu,5804164
recovery-in-europe,GBR,2045,f,eu,996809
recovery-in-europe,GBR,2045,f,native,31142502
recovery-in-europe,GBR,2045,f,non-eu,8036292
recovery-in-europe,GBR,2045,m,eu,993243
recovery-in-europe,GBR,2045,m,native,31032901
recovery-in-europe,GBR,2045,m,non-eu,7051680
recovery-in-europe,GBR,2050,f,eu,905285
recovery-in-europe,GBR,2050,f,native,31940563
recovery-in-europe,GBR,2050,f,non-eu,9827767
recovery-in-europe,GBR,2050,m,eu,911863
recovery-in-europe,GBR,2050,m,native,31906245
recovery-in-europe,GBR,2050,m,non-eu,8658277
recovery-in-europe,GRC,2015,f,eu,194362
recovery-in-europe,GRC,2015,f,native,4917236
recovery-in-europe,GRC,2015,f,non-eu,451094
recovery-in-europe,GRC,2015,m,eu,123136
recovery-in-europe,GRC,2015,m,native,4697861
recovery-in-europe,GRC,2015,m,non-eu,417958
recovery-in-europe,GRC,2020,f,eu,191037
recovery-in-europe,GRC,2020,f,native,4821763
recovery-in-europe,GRC,2020,f,non-eu,487918
recovery-in-europe,GRC,2020,m,eu,127965
recovery-in-europe,GRC,2020,m,native,4599241
recovery-in-europe,GRC,2020,m,non-eu,455501
recovery-in-europe,GRC,2025,f,eu,184437
recovery-in-europe,GRC,2025,f,native,4714531
recovery-in-europe,GRC,2025,f,non-eu,518014
recovery-in-europe,GRC,2025,m,eu,128666
recovery-in-europe,GRC,2025,m,native,4481945
recovery-in-europe,GRC,2025,m,non-eu,482904
recovery-in-europe,GRC,2030,f,eu,175809
recovery-in-europe,GRC,2030,f,native,4598183
recovery-in-europe,GRC,2030,f,non-eu,549141
recovery-in-europe,GRC,2030,m,eu,126703
recovery-in-europe,GRC,2030,m,native,4366598
recovery-in-europe,GRC,2030,m,non-eu,509737
recovery-in-europe,GRC,2035,f,eu,165316
recovery-in-europe,GRC,2035,f,native,4486405
recovery-in-europe,GRC,2035,f,non-eu,579122
recovery-in-europe,GRC,2035,m,eu,122413
recovery-in-europe,GRC,2035,m,native,4261127
recovery-in-europe,GRC,2035,m,non-eu,535480
recovery-in-europe,GRC,2040,f,eu,153283
recovery-in-europe,GRC,2040,f,native,4387162
recovery-in-europe,GRC,2040,f,non-eu,612827
recovery-in-europe,GRC,2040,m,eu,116180
recovery-in-europe,GRC,2040,m,native,4170419
recovery-in-europe,GRC,2040,m,non-eu,566009
recovery-in-europe,GRC,2045,f,eu,140321
recovery-in-europe,GRC,2045,f,native,4295883
recovery-in-europe,GRC,2045,f,non-eu,652471
recovery-in-europe,GRC,2045,m,eu,108652
recovery-in-europe,GRC,2045,m,native,4090295
recovery-in-europe,GRC,2045,m,non-eu,603715
recovery-in-europe,GRC,2050,f,eu,126961
recovery-in-europe,GRC,2050,f,native,4207047
recovery-in-europe,GRC,2050,f,non-eu,701059
recovery-in-europe,GRC,2050,m,eu,100305
recovery-in-europe,GRC,2050,m,native,4015725
recovery-in-europe,GRC,2050,m,non-eu,652244
recovery-in-europe,HRV,2015,f,eu,36364
recovery-in-europe,HRV,2015,f,native,1881718
recovery-in-europe,HRV,2015,f,non-eu,245385
recovery-in-europe,HRV,2015,m,eu,28872
recovery-in-europe,HRV,2015,m,native,1775786
recovery-in-europe,HRV,2015,m,non-eu,210145
recovery-in-europe,HRV,2020,f,eu,35777
recovery-in-europe,HRV,2020,f,native,1825398
recovery-in-europe,HRV,2020,f,non-eu,254749
recovery-in-europe,HRV,2020,m,eu,29327
recovery-in-europe,HRV,2020,m,native,1721821
recovery-in-europe,HRV,2020,m,non-eu,219116
recovery-in-europe,HRV,2025,f,eu,34710
recovery-in-europe,HRV,2025,f,native,1763812
recovery-in-europe,HRV,2025,f,non-eu,253024
recovery-in-europe,HRV,2025,m,eu,28986
recovery-in-europe,HRV,2025,m,native,1669910
recovery-in-europe,HRV,2025,m,non-eu,219321
recovery-in-europe,HRV,2030,f,eu,33543
recovery-in-europe,HRV,2030,f,native,1708345
recovery-in-europe,HRV,2030,f,non-eu,250330
recovery-in-europe,HRV,2030,m,eu,28273
recovery-in-europe,HRV,2030,m,native,1620154
recovery-in-europe,HRV,2030,m,non-eu,219187
recovery-in-europe,HRV,2035,f,eu,32283
recovery-in-europe,HRV,2035,f,native,1657315
recovery-in-europe,HRV,2035,f,non-eu,247522
recovery-in-europe,HRV,2035,m,eu,27319
recovery-in-europe,HRV,2035,m,native,1571985
recovery-in-europe,HRV,2035,m,non-eu,219474
recovery-in-europe,HRV,2040,f,eu,30755
recovery-in-europe,HRV,2040,f,native,1609137
recovery-in-europe,HRV,2040,f,non-eu,245842
recovery-in-europe,HRV,2040,m,eu,26044
recovery-in-europe,HRV,2040,m,native,1525969
recovery-in-europe,HRV,2040,m,non-eu,221468
recovery-in-europe,HRV,2045,f,eu,29119
recovery-in-europe,HRV,2045,f,native,1562935
recovery-in-europe,HRV,2045,f,non-eu,246495
recovery-in-europe,HRV,2045,m,eu,24684
recovery-in-europe,HRV,2045,m,native,1483355
recovery-in-europe,HRV,2045,m,non-eu,226662
recovery-in-europe,HRV,2050,f,eu,27325
recovery-in-europe,HRV,2050,f,native,1518930
recovery-in-europe,HRV,2050,f,non-eu,250759
recovery-in-europe,HRV,2050,m,eu,23154
recovery-in-europe,HRV,2050,m,native,1444848
recovery-in-europe,HRV,2050,m,non-eu,236541
recovery-in-europe,HUN,2015,f,eu,148841
recovery-in-europe,HUN,2015,f,native,4919758
recovery-in-europe,HUN,2015,f,non-eu,70204
recovery-in-europe,HUN,2015,m,eu,141733
recovery-in-europe,HUN,2015,m,native,4459741
recovery-in-europe,HUN,2015,m,non-eu,76018
recovery-in-europe,HUN,2020,f,eu,144098
recovery-in-europe,HUN,2020,f,native,4782497
recovery-in-europe,HUN,2020,f,non-eu,89106
recovery-in-europe,HUN,2020,m,eu,137415
recovery-in-europe,HUN,2020,m,native,4342013
recovery-in-europe,HUN,2020,m,non-eu,95443
recovery-in-europe,HUN,2025,f,eu,138112
recovery-in-europe,HUN,2025,f,native,4630545
recovery-in-europe,HUN,2025,f,non-eu,102623
recovery-in-europe,HUN,2025,m,eu,131702
recovery-in-europe,HUN,2025,m,native,4213833
recovery-in-europe,HUN,2025,m,non-eu,109818
recovery-in-europe,HUN,2030,f,eu,131136
recovery-in-europe,HUN,2030,f,native,4478246
recovery-in-europe,HUN,2030,f,non-eu,119235
recovery-in-europe,HUN,2030,m,eu,124955
recovery-in-europe,HUN,2030,m,native,4083350
recovery-in-europe,HUN,2030,m,non-eu,128017
recovery-in-europe,HUN,2035,f,eu,123166
recovery-in-europe,HUN,2035,f,native,4324190
recovery-in-europe,HUN,2035,f,non-eu,136639
recovery-in-europe,HUN,2035,m,eu,117181
recovery-in-europe,HUN,2035,m,native,3950369
recovery-in-europe,HUN,2035,m,non-eu,147792
recovery-in-europe,HUN,2040,f,eu,114188
recovery-in-europe,HUN,2040,f,native,4170068
recovery-in-europe,HUN,2040,f,non-eu,155447
recovery-in-europe,HUN,2040,m,eu,108355
recovery-in-europe,HUN,2040,m,native,3817414
recovery-in-europe,HUN,2040,m,non-eu,169999
recovery-in-europe,HUN,2045,f,eu,104643
recovery-in-europe,HUN,2045,f,native,4018558
recovery-in-europe,HUN,2045,f,non-eu,176240
recovery-in-europe,HUN,2045,m,eu,98878
recovery-in-europe,HUN,2045,m,native,3686336
recovery-in-europe,HUN,2045,m,non-eu,195622
recovery-in-europe,HUN,2050,f,eu,94787
recovery-in-europe,HUN,2050,f,native,3873482
recovery-in-europe,HUN,2050,f,non-eu,200076
recovery-in-europe,HUN,2050,m,eu,89047
recovery-in-europe,HUN,2050,m,native,3558155
recovery-in-europe,HUN,2050,m,non-eu,225883
recovery-in-europe,IRL,2015,f,eu,264648
recovery-in-europe,IRL,2015,f,native,1904007
recovery-in-europe,IRL,2015,f,non-eu,102024
recovery-in-europe,IRL,2015,m,eu,254712
recovery-in-europe,IRL,2015,m,native,1863265
recovery-in-europe,IRL,2015,m,non-eu,102406
recovery-in-europe,IRL,2020,f,eu,273047
recovery-in-europe,IRL,2020,f,native,2011987
recovery-in-europe,IRL,2020,f,non-eu,139190
recovery-in-europe,IRL,2020,m,eu,265288
recovery-in-europe,IRL,2020,m,native,1967450
recovery-in-europe,IRL,2020,m,non-eu,137769
recovery-in-europe,IRL,2025,f,eu,279771
recovery-in-europe,IRL,2025,f,native,2109993
recovery-in-europe,IRL,2025,f,non-eu,182910
recovery-in-europe,IRL,2025,m,eu,273665
recovery-in-europe,IRL,2025,m,native,2062111
recovery-in-europe,IRL,2025,m,non-eu,179660
recovery-in-europe,IRL,2030,f,eu,285583
recovery-in-europe,IRL,2030,f,native,2200737
recovery-in-europe,IRL,2030,f,non-eu,244273
recovery-in-europe,IRL,2030,m,eu,280557
recovery-in-europe,IRL,2030,m,native,2148925
recovery-in-europe,IRL,2030,m,non-eu,239131
recovery-in-europe,IRL,2035,f,eu,286502
recovery-in-europe,IRL,2035,f,native,2288421
recovery-in-europe,IRL,2035,f,non-eu,323546
recovery-in-europe,IRL,2035,m,eu,281656
recovery-in-europe,IRL,2035,m,native,2234029
recovery-in-europe,IRL,2035,m,non-eu,316871
recovery-in-europe,IRL,2040,f,eu,281057
recovery-in-europe,IRL,2040,f,native,2380054
recovery-in-europe,IRL,2040,f,non-eu,426548
recovery-in-europe,IRL,2040,m,eu,275767
recovery-in-europe,IRL,2040,m,native,2325757
recovery-in-europe,IRL,2040,m,non-eu,418261
recovery-in-europe,IRL,2045,f,eu,270321
recovery-in-europe,IRL,2045,f,native,2478200
recovery-in-europe,IRL,2045,f,non-eu,559950
recovery-in-europe,IRL,2045,m,eu,264262
recovery-in-europe,IRL,2045,m,native,2427262
recovery-in-europe,IRL,2045,m,non-eu,549970
recovery-in-europe,IRL,2050,f,eu,255712
recovery-in-europe,IRL,2050,f,native,2584086
recovery-in-europe,IRL,2050,f,non-eu,733514
recovery-in-europe,IRL,2050,m,eu,248814
recovery-in-europe,IRL,2050,m,native,2539224
recovery-in-europe,IRL,2050,m,non-eu,721971
recovery-in-europe,ITA,2015,f,eu,1059782
recovery-in-europe,ITA,2015,f,native,28126489
recovery-in-europe,ITA,2015,f,non-eu,1956552
recovery-in-europe,ITA,2015,m,eu,671706
recovery-in-europe,ITA,2015,m,native,26863798
recovery-in-europe,ITA,2015,m,non-eu,1811789
recovery-in-europe,ITA,2020,f,eu,1070889
recovery-in-europe,ITA,2020,f,native,27640689
recovery-in-europe,ITA,2020,f,non-eu,2236160
recovery-in-europe,ITA,2020,m,eu,702126
recovery-in-europe,ITA,2020,m,native,26609118
recovery-in-europe,ITA,2020,m,non-eu,2070117
recovery-in-europe,ITA,2025,f,eu,1058467
recovery-in-europe,ITA,2025,f,native,27085295
recovery-in-europe,ITA,2025,f,non-eu,2533686
recovery-in-europe,ITA,2025,m,eu,714365
recovery-in-europe,ITA,2025,m,native,26177650
recovery-in-europe,ITA,2025,m,non-eu,2353062
recovery-in-europe,ITA,2030,f,eu,1030122
recovery-in-europe,ITA,2030,f,native,26513261
recovery-in-europe,ITA,2030,f,non-eu,2871453
recovery-in-europe,ITA,2030,m,eu,712388
recovery-in-europe,ITA,2030,m,native,25665594
recovery-in-europe,ITA,2030,m,non-eu,2673826
recovery-in-europe,ITA,2035,f,eu,985460
recovery-in-europe,ITA,2035,f,native,25964143
recovery-in-europe,ITA,2035,f,non-eu,3215573
recovery-in-europe,ITA,2035,m,eu,696113
recovery-in-europe,ITA,2035,m,native,25156075
recovery-in-europe,ITA,2035,m,non-eu,3018753
recovery-in-europe,ITA,2040,f,eu,928397
recovery-in-europe,ITA,2040,f,native,25455012
recovery-in-europe,ITA,2040,f,non-eu,3592574
recovery-in-europe,ITA,2040,m,eu,667947
recovery-in-europe,ITA,2040,m,native,24672698
recovery-in-europe,ITA,2040,m,non-eu,3419641
recovery-in-europe,ITA,2045,f,eu,861357
recovery-in-europe,ITA,2045,f,native,24973791
recovery-in-europe,ITA,2045,f,non-eu,4014980
recovery-in-europe,ITA,2045,m,eu,629825
recovery-in-europe,ITA,2045,m,native,24210981
recovery-in-europe,ITA,2045,m,non-eu,3896357
recovery-in-europe,ITA,2050,f,eu,787608
recovery-in-europe,ITA,2050,f,native,24499366
recovery-in-europe,ITA,2050,f,non-eu,4500329
recovery-in-europe,ITA,2050,m,eu,584418
recovery-in-europe,ITA,2050,m,native,23746203
recovery-in-europe,ITA,2050,m,non-eu,4477183
recovery-in-europe,LTU,2015,f,eu,9575
recovery-in-europe,LTU,2015,f,native,1496402
recovery-in-europe,LTU,2015,f,non-eu,66930
recovery-in-europe,LTU,2015,m,eu,9034
recovery-in-europe,LTU,2015,m,native,1288635
recovery-in-europe,LTU,2015,m,non-eu,46189
recovery-in-europe,LTU,2020,f,eu,11114
recovery-in-europe,LTU,2020,f,native,1454987
recovery-in-europe,LTU,2020,f,non-eu,77910
recovery-in-europe,LTU,2020,m,eu,10437
recovery-in-europe,LTU,2020,m,native,1246903
recovery-in-europe,LTU,2020,m,non-eu,59770
recovery-in-europe,LTU,2025,f,eu,11845
recovery-in-europe,LTU,2025,f,native,1417661
recovery-in-europe,LTU,2025,f,non-eu,82503
recovery-in-europe,LTU,2025,m,eu,11136
recovery-in-europe,LTU,2025,m,native,1216302
recovery-in-europe,LTU,2025,m,non-eu,66887
recovery-in-europe,LTU,2030,f,eu,12266
recovery-in-europe,LTU,2030,f,native,1379593
recovery-in-europe,LTU,2030,f,non-eu,89828
recovery-in-europe,LTU,2030,m,eu,11579
recovery-in-europe,LTU,2030,m,native,1187337
recovery-in-europe,LTU,2030,m,non-eu,77036
recovery-in-europe,LTU,2035,f,eu,12679
recovery-in-europe,LTU,2035,f,native,1342187
